"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3590993,116,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586012,96,"None of these","None of these","None of these"
3590993,116,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586310,151,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3585949,93,"Friends, family and colleagues",NA,"8"
3590993,117,"Facebook","Facebook","8"
3590993,118,"Pinterest","Pinterest","Very Useful10"
3586021,94,"Friends, family and colleagues",NA,"9"
3590993,119,"Expedia","Expedia","Very Useful10"
3586021,94,"Airline websites","Airline websites","9"
3586021,94,"Airline websites","Airline websites","8"
3590993,120,"Online travel blogs","Online travel blogs","9"
3585967,118,"Travel guides/books about New Zealand",NA,"8"
3585967,118,"Travel guides/books about New Zealand",NA,"8"
3585967,117,"100% Pure New Zealand www.newzealand.com",NA,"8"
3590995,97,"Friends, family and colleagues",NA,"5"
3586028,110,"Travel guides/books about New Zealand",NA,"7"
3586028,109,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3586028,110,"Google+",NA,"7"
3591000,106,"By phoning airlines",NA,"8"
3591000,107,"Weibu",NA,"5"
3591000,107,"Weibu",NA,"8"
3591000,108,"An i-SITE consultant or staff member by email or phone",NA,"4"
3585983,116,"Airline websites",NA,"8"
3591002,90,"Travel agents in your home country via the internet",NA,"6"
3585983,120,"Websites of individual i-SITE centres",NA,"9"
3586039,123,"Another source","Another source","Another source"
3591002,91,"www.tripadvisor.com",NA,"Very Useful10"
3585983,116,"www.tripadvisor.com","www.tripadvisor.com","8"
3585983,116,"www.tripadvisor.com","www.tripadvisor.com","8"
3591002,90,"Travel agents in your home country in person","Travel agents in your home country in person","6"
3586039,122,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3591002,90,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3585983,117,"www.wotif.com","www.wotif.com","8"
3591011,109,"Airline websites","Airline websites","Very Useful10"
3585983,117,"www.wotif.com","www.wotif.com","8"
3591011,111,"Travel guides/books about New Zealand",NA,"Very Useful10"
3591011,111,"Travel guides/books about New Zealand",NA,"Very Useful10"
3585983,118,"100% Pure New Zealand www.newzealand.com",NA,"8"
3591011,110,"Online travel blogs",NA,"Very Useful10"
3591011,110,"www.tripadvisor.com",NA,"Very Useful10"
3586048,156,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3585983,119,"www.i-SITE.org.nz",NA,"9"
3585983,119,"www.i-SITE.org.nz",NA,"Very Useful10"
3586048,156,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3591025,130,"100% Pure New Zealand www.newzealand.com",NA,"8"
3591025,135,"Other publications e.g. magazines",NA,"6"
3591025,133,"Online travel blogs",NA,"Not Sure"
3586048,157,"www.tripadvisor.com",NA,"7"
3591025,129,"www.tripadvisor.com","www.tripadvisor.com","Not Sure"
3591025,129,"www.tripadvisor.com","www.tripadvisor.com","8"
3586048,159,"100% Pure New Zealand www.newzealand.com",NA,"7"
3591025,132,"Google+",NA,"8"
3591025,132,"Google+",NA,"7"
3586048,159,"www.i-SITE.org.nz",NA,"7"
3585984,113,"100% Pure New Zealand www.newzealand.com",NA,"9"
3586048,156,"Friends, family and colleagues",NA,"Very Useful10"
3586310,151,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3585984,113,"www.tripadvisor.com",NA,"9"
3585984,112,"Airline websites","Airline websites","9"
3586048,158,"www.lonleyplanet.com",NA,"8"
3586048,158,"www.lonleyplanet.com",NA,"7"
3586310,152,"Instagram",NA,"7"
3586048,160,"Websites of individual i-SITE centres",NA,"8"
3586048,160,"Websites of individual i-SITE centres",NA,"8"
3591025,134,"Another social networking website",NA,"Not Sure"
3591025,134,"Another social networking website",NA,"8"
3586048,161,"Instagram",NA,"7"
3586048,161,"Online travel blogs",NA,"7"
3591025,131,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3586328,88,"Airline websites","Airline websites","7"
3586087,107,"www.lonleyplanet.com",NA,"Very Useful10"
3586087,107,"www.lonleyplanet.com",NA,"Very Useful10"
3586344,125,"Friends, family and colleagues",NA,"Very Useful10"
3586087,106,"www.tripadvisor.com",NA,"Very Useful10"
3586087,108,"Travel guides/books about New Zealand",NA,"Very Useful10"
3591025,135,"Another source","Another source","Another source"
3591025,135,"Another source","Another source","6"
3586359,92,"Friends, family and colleagues",NA,"9"
3586087,108,"Pinterest",NA,"Very Useful10"
3586359,92,"www.tripadvisor.com",NA,"9"
3586359,94,"Another source",NA,"Another source"
3586089,95,"None of these","None of these","None of these"
3591043,105,"Airline websites","Airline websites","9"
3586112,111,"Another social networking website","Another social networking website","9"
3586361,146,"www.lonleyplanet.com",NA,"9"
3586112,112,"Another source","Another source","Another source"
3591043,106,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3586361,148,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3586112,110,"Airline websites","Airline websites","9"
3586361,147,"100% Pure New Zealand www.newzealand.com",NA,"8"
3591043,106,"www.tripadvisor.com",NA,"6"
3586361,147,"100% Pure New Zealand www.newzealand.com",NA,"8"
3586361,149,"Travel guides/books about New Zealand",NA,"Very Useful10"
3591043,107,"Travel guides/books about New Zealand",NA,"6"
3586114,128,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3586361,149,"Google+",NA,"Very Useful10"
3586114,129,"Other publications e.g. magazines",NA,"8"
3586114,129,"Other publications e.g. magazines",NA,"5"
3591043,107,"Travel guides/books about New Zealand",NA,"8"
3591043,108,"Another source","Another source","Another source"
3586378,102,"www.tripadvisor.com",NA,"9"
3586123,124,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","7"
3586123,124,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3586378,104,"Travel guides/books about New Zealand",NA,"Very Useful10"
3591050,87,"None of these","None of these","None of these"
3585984,114,"Google+","Google+","9"
3586378,103,"Google+",NA,"Very Useful10"
3586378,103,"Google+",NA,"9"
3591068,119,"None of these","None of these","None of these"
3585985,121,"Expedia",NA,"8"
3591100,119,"Travel agents in your home country over the phone",NA,"9"
3585985,121,"Expedia",NA,"8"
3586394,96,"Friends, family and colleagues",NA,"Very Useful10"
3585985,120,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3591100,120,"Travel guides/books about New Zealand",NA,"9"
3591100,120,"Travel guides/books about New Zealand",NA,"Very Useful10"
3586016,98,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586016,97,"Friends, family and colleagues",NA,"Very Useful10"
3586395,116,"Friends, family and colleagues",NA,"9"
3586395,118,"Online travel blogs",NA,"9"
3586017,103,"Airline websites","Airline websites","7"
3591111,92,"By phoning airlines",NA,"9"
3586395,117,"www.tripadvisor.com",NA,"7"
3586395,117,"www.tripadvisor.com",NA,"8"
3586162,115,"None of these","None of these","None of these"
3591111,93,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3591111,93,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3586019,168,"Friends, family and colleagues",NA,"Not at all Useful1"
3591111,92,"Facebook","Facebook","9"
3591111,92,"Facebook","Facebook","8"
3586164,107,"Friends, family and colleagues",NA,"8"
3591118,105,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3591118,106,"www.tripadvisor.com",NA,"9"
3586164,107,"Websites of individual i-SITE centres","Websites of individual i-SITE centres","8"
3586395,118,"Google+",NA,"9"
3586164,107,"Websites of individual i-SITE centres","Websites of individual i-SITE centres","8"
3591134,114,"www.tripadvisor.com","www.tripadvisor.com","9"
3591134,114,"www.tripadvisor.com","www.tripadvisor.com","9"
3586164,108,"Online travel blogs","Online travel blogs","8"
3586164,108,"Online travel blogs","Online travel blogs","8"
3591134,115,"Google+","Google+","9"
3591134,115,"Google+","Google+","9"
3586171,115,"www.lonleyplanet.com",NA,"Very Useful10"
3586019,168,"www.lonleyplanet.com","www.lonleyplanet.com","Not at all Useful1"
3586019,168,"www.lonleyplanet.com","www.lonleyplanet.com","8"
3591143,103,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","5"
3586171,115,"Websites of individual i-SITE centres",NA,"Very Useful10"
3586019,171,"Travel guides/books about New Zealand",NA,"9"
3586171,116,"Online travel blogs",NA,"8"
3586019,171,"Online travel blogs",NA,"9"
3586171,116,"Online travel blogs",NA,"Very Useful10"
3586019,169,"100% Pure New Zealand www.newzealand.com",NA,"8"
3586408,142,"www.tripadvisor.com","www.tripadvisor.com","9"
3586408,142,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3586019,170,"Facebook",NA,"7"
3586019,170,"Facebook",NA,"3"
3586180,127,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3586408,141,"Friends, family and colleagues",NA,"8"
3586180,129,"Webjet","Webjet","9"
3586180,129,"Webjet","Webjet","9"
3586180,131,"Travel guides/books about New Zealand",NA,"9"
3586180,131,"Travel guides/books about New Zealand",NA,"9"
3586180,130,"Online travel blogs",NA,"9"
3586033,177,"Travel guides/books about New Zealand",NA,"7"
3586033,177,"Another source",NA,"7"
3586033,176,"Friends, family and colleagues",NA,"8"
3591145,158,"Friends, family and colleagues",NA,"Very Useful10"
3586180,126,"www.tripadvisor.com",NA,"9"
3586180,128,"Google+",NA,"9"
3586180,128,"Google+",NA,"9"
3591145,162,"Travel guides/books about New Zealand",NA,"9"
3586408,141,"Airline websites","Airline websites","8"
3586408,141,"Airline websites","Airline websites","9"
3586049,114,"Airline websites","Airline websites","7"
3586049,114,"Airline websites","Airline websites","6"
3586408,144,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3591145,162,"Travel guides/books about New Zealand",NA,"Very Useful10"
3586408,145,"Travel guides/books about New Zealand",NA,"9"
3586408,145,"Travel guides/books about New Zealand",NA,"9"
3586408,143,"Facebook",NA,"Very Useful10"
3591145,159,"www.tripadvisor.com","www.tripadvisor.com","9"
3591145,160,"www.lonleyplanet.com",NA,"7"
3591145,160,"www.lonleyplanet.com",NA,"9"
3586052,130,"Another source","Another source","Another source"
3586052,128,"Airline websites","Airline websites","8"
3586410,163,"Facebook",NA,"Very Useful10"
3586052,129,"Expedia","Expedia","8"
3591145,161,"Online travel blogs",NA,"9"
3586410,164,"Websites of individual i-SITE centres",NA,"9"
3586410,164,"Websites of individual i-SITE centres",NA,"9"
3586410,165,"Google+","Google+","9"
3591145,163,"Other publications e.g. magazines",NA,"9"
3586410,163,"Friends, family and colleagues",NA,"Very Useful10"
3591145,161,"Google+",NA,"9"
3586411,178,"Friends, family and colleagues",NA,"8"
3586180,129,"Essential New Zealand mobile app",NA,"9"
3586411,180,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3591152,94,"None of these","None of these","None of these"
3586411,179,"Facebook",NA,"9"
3586180,126,"100% Pure New Zealand www.newzealand.com",NA,"9"
3586411,179,"Facebook",NA,"7"
3586426,110,"None of these","None of these","None of these"
3591168,93,"Facebook",NA,"Very Useful10"
3586182,93,"100% Pure New Zealand www.newzealand.com",NA,"5"
3586182,93,"100% Pure New Zealand www.newzealand.com",NA,"6"
3591170,106,"Travel agents in your home country over the phone",NA,"8"
3586428,107,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3586182,92,"www.lonleyplanet.com",NA,"6"
3591177,94,"None of these","None of these","None of these"
3586444,104,"Airline websites","Airline websites","6"
3586444,105,"www.tripadvisor.com",NA,"6"
3586189,103,"www.tripadvisor.com",NA,"Very Useful10"
3591184,120,"Google+",NA,"8"
3586444,105,"www.lonleyplanet.com",NA,"6"
3586189,105,"Another social networking website",NA,"Very Useful10"
3586444,106,"100% Pure New Zealand www.newzealand.com",NA,"6"
3586444,106,"100% Pure New Zealand www.newzealand.com",NA,"6"
3586189,104,"Instagram",NA,"Very Useful10"
3586189,104,"Instagram",NA,"Very Useful10"
3586444,107,"Expedia","Expedia","6"
3586189,103,"Facebook",NA,"Very Useful10"
3586444,108,"Online travel blogs",NA,"6"
3591184,120,"Another source","Another source","8"
3591184,120,"Another source","Another source","Another source"
3586444,108,"Other publications e.g. magazines",NA,"6"
3586196,119,"100% Pure New Zealand www.newzealand.com",NA,"8"
3591195,127,"Facebook",NA,"2"
3586459,144,"Airline websites","Airline websites","2"
3591195,127,"Facebook",NA,"5"
3586196,120,"Online travel blogs",NA,"4"
3586196,120,"Online travel blogs",NA,"8"
3586459,145,"www.lonleyplanet.com",NA,"7"
3591195,126,"Friends, family and colleagues",NA,"7"
3586459,145,"Another source","Another source","7"
3586459,145,"Another source","Another source","Another source"
3586196,117,"Friends, family and colleagues","Friends, family and colleagues","9"
3591195,128,"Travel guides/books about New Zealand",NA,"7"
3591195,129,"Other publications e.g. magazines",NA,"7"
3591195,129,"Other publications e.g. magazines",NA,"8"
3591195,128,"Instagram",NA,"7"
3586196,118,"Airline websites","Airline websites","5"
3586066,102,"Friends, family and colleagues",NA,"Very Useful10"
3586196,119,"www.lonleyplanet.com",NA,"8"
3586066,103,"Travel agents in your home country in person",NA,"Very Useful10"
3586066,103,"Travel agents in your home country in person",NA,"Very Useful10"
3586066,104,"Another social networking website",NA,"8"
3591220,88,"Airline websites","Airline websites","7"
3591220,89,"www.tripadvisor.com","www.tripadvisor.com","7"
3586084,106,"www.tripadvisor.com",NA,"Very Useful10"
3586198,170,"Pinterest",NA,"6"
3591236,118,"Friends, family and colleagues",NA,"Very Useful10"
3586084,107,"www.wotif.com","www.wotif.com","Very Useful10"
3591236,121,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3586084,105,"Friends, family and colleagues",NA,"Very Useful10"
3591236,121,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3586198,166,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3586084,105,"Airline websites","Airline websites","Very Useful10"
3586084,105,"Airline websites","Airline websites","Very Useful10"
3586198,168,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","8"
3591236,118,"Airline websites","Airline websites","8"
3591236,118,"Airline websites","Airline websites","Very Useful10"
3586084,108,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586084,108,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586084,111,"Travel guides/books about New Zealand",NA,"7"
3591236,124,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","7"
3586198,167,"www.tripadvisor.com",NA,"8"
3591236,124,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3586198,167,"www.lonleyplanet.com",NA,"8"
3591236,120,"www.lonleyplanet.com","www.lonleyplanet.com","8"
3586198,169,"www.i-SITE.org.nz",NA,"7"
3586461,110,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3586198,169,"www.i-SITE.org.nz",NA,"Very Useful10"
3591236,120,"www.lonleyplanet.com","www.lonleyplanet.com","9"
3586198,172,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","6"
3591236,124,"Online travel blogs",NA,"7"
3591236,119,"www.wotif.com","www.wotif.com","8"
3591236,119,"www.wotif.com","www.wotif.com","8"
3586198,170,"Expedia","Expedia","6"
3586084,110,"Online travel blogs",NA,"Very Useful10"
3586198,170,"Expedia","Expedia","Very Useful10"
3586084,110,"Online travel blogs",NA,"Very Useful10"
3591236,122,"Google+",NA,"Very Useful10"
3586198,171,"Online travel blogs",NA,"Very Useful10"
3586084,109,"Google+",NA,"Very Useful10"
3586084,109,"Facebook",NA,"Very Useful10"
3586228,116,"www.lonleyplanet.com",NA,"Very Useful10"
3586228,117,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586099,135,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3586228,117,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586228,116,"www.tripadvisor.com",NA,"Very Useful10"
3591252,96,"www.tripadvisor.com",NA,"Very Useful10"
3586228,118,"Expedia","Expedia","Very Useful10"
3591252,96,"www.tripadvisor.com",NA,"7"
3591252,97,"Webjet",NA,"Very Useful10"
3586117,121,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3586117,121,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3586117,120,"Friends, family and colleagues",NA,"7"
3586232,112,"Wechat",NA,"7"
3586117,122,"Online travel blogs",NA,"6"
3586232,112,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3591270,119,"www.tripadvisor.com","www.tripadvisor.com","9"
3591270,119,"www.tripadvisor.com","www.tripadvisor.com","9"
3586232,113,"Travel guides/books about New Zealand",NA,"Very Useful10"
3586232,113,"Travel guides/books about New Zealand",NA,"6"
3591270,119,"Friends, family and colleagues",NA,"9"
3591270,120,"www.lonleyplanet.com",NA,"9"
3586118,102,"Airline websites","Airline websites","Very Useful10"
3586118,103,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3591286,136,"Another source","Another source","7"
3586255,138,"Friends, family and colleagues",NA,"Very Useful10"
3591286,136,"Another source","Another source","Another source"
3586119,102,"Airline websites","Airline websites","5"
3591286,134,"Friends, family and colleagues",NA,"9"
3586255,140,"Instagram",NA,"Very Useful10"
3591286,134,"By phoning airlines","By phoning airlines","9"
3591286,134,"By phoning airlines","By phoning airlines","6"
3591286,135,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3586255,142,"Online travel blogs",NA,"Very Useful10"
3586475,107,"None of these",NA,"None of these"
3586255,139,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586255,139,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3591293,120,"www.tripadvisor.com",NA,"9"
3586255,140,"Pinterest",NA,"Very Useful10"
3591293,121,"100% Pure New Zealand www.newzealand.com",NA,"8"
3591293,121,"100% Pure New Zealand www.newzealand.com",NA,"8"
3591293,120,"www.lonleyplanet.com",NA,"9"
3591293,122,"Online travel blogs",NA,"9"
3586476,149,"www.tripadvisor.com",NA,"Very Useful10"
3586476,151,"Instagram",NA,"Very Useful10"
3586257,109,"Another source","Another source","Very Useful10"
3586257,109,"Another source","Another source","Another source"
3591295,122,"Online travel blogs","Online travel blogs","8"
3591295,122,"Online travel blogs","Online travel blogs","8"
3591295,122,"Google+",NA,"8"
3591295,123,"Another social networking website",NA,"8"
3586257,109,"Expedia",NA,"Very Useful10"
3586477,143,"Friends, family and colleagues",NA,"Very Useful10"
3586477,146,"Travel guides/books about New Zealand",NA,"Very Useful10"
3586477,146,"Travel guides/books about New Zealand",NA,"Very Useful10"
3591311,128,"Friends, family and colleagues",NA,"9"
3586477,144,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586477,144,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586262,119,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3586477,145,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3586477,145,"Google+",NA,"Very Useful10"
3591320,93,"Airline websites","Airline websites","8"
3586132,171,"www.lonleyplanet.com",NA,"9"
3586262,120,"Online travel blogs","Online travel blogs","Not Sure"
3591334,137,"www.tripadvisor.com",NA,"9"
3591334,137,"www.tripadvisor.com",NA,"Very Useful10"
3586132,171,"Online travel blogs",NA,"9"
3591334,136,"By phoning airlines",NA,"8"
3591334,139,"Webjet",NA,"9"
3591334,139,"Webjet",NA,"9"
3591334,140,"Travel guides/books about New Zealand",NA,"Very Useful10"
3586134,121,"www.tripadvisor.com",NA,"8"
3591334,138,"www.lonleyplanet.com",NA,"7"
3586134,123,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3591334,138,"100% Pure New Zealand www.newzealand.com",NA,"7"
3586134,122,"100% Pure New Zealand www.newzealand.com",NA,"8"
3586134,122,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586273,138,"Friends, family and colleagues","Friends, family and colleagues","8"
3586134,124,"Google+",NA,"9"
3586134,124,"Google+",NA,"Very Useful10"
3586134,123,"Facebook",NA,"8"
3586273,139,"Airline websites","Airline websites","9"
3586134,125,"Expedia",NA,"9"
3586273,142,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","9"
3586136,98,"Another source","Another source","Another source"
3591336,138,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3591336,138,"Google+","Google+","Very Useful10"
3591336,138,"Google+","Google+","Very Useful10"
3586273,140,"Websites of individual i-SITE centres",NA,"8"
3586273,140,"Online travel blogs",NA,"8"
3586149,114,"Friends, family and colleagues",NA,"8"
3586273,143,"Another source","Another source","Another source"
3586149,114,"Airline websites",NA,"8"
3586149,117,"Webjet","Webjet","8"
3591352,102,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Not Sure"
3591352,102,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","7"
3586149,115,"Facebook",NA,"8"
3586149,115,"Facebook",NA,"8"
3586149,116,"Google+","Google+","8"
3586280,130,"Friends, family and colleagues",NA,"Very Useful10"
3586151,146,"None of these","None of these","None of these"
3586280,130,"Airline websites","Airline websites","Very Useful10"
3586168,99,"Online travel blogs",NA,"5"
3591368,114,"www.tripadvisor.com",NA,"Very Useful10"
3586280,130,"Airline websites","Airline websites","Very Useful10"
3586280,131,"www.tripadvisor.com",NA,"Very Useful10"
3591368,114,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","Very Useful10"
3591368,114,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","Very Useful10"
3586280,133,"Websites of individual i-SITE centres",NA,"Not Sure"
3591368,115,"Google+",NA,"Very Useful10"
3586280,132,"www.i-SITE.org.nz",NA,"Very Useful10"
3586280,132,"www.i-SITE.org.nz",NA,"Very Useful10"
3586492,125,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3591379,106,"www.tripadvisor.com",NA,"Very Useful10"
3586280,135,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3586492,126,"Travel guides/books about New Zealand",NA,"8"
3586280,137,"Travel guides/books about New Zealand",NA,"Not Sure"
3591379,107,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3591379,107,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3591379,108,"Travel guides/books about New Zealand",NA,"Not Sure"
3586280,136,"Essential New Zealand mobile app",NA,"8"
3586280,136,"Another social networking website","Another social networking website","Not Sure"
3586202,128,"Friends, family and colleagues",NA,"Very Useful10"
3586280,136,"Another social networking website","Another social networking website","8"
3591384,103,"Friends, family and colleagues",NA,"Very Useful10"
3586280,134,"Pinterest",NA,"8"
3591384,104,"Facebook",NA,"6"
3591384,104,"Facebook",NA,"8"
3586280,134,"Pinterest",NA,"8"
3586280,133,"Instagram",NA,"Not Sure"
3591384,105,"Instagram",NA,"8"
3586216,105,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","9"
3586282,102,"www.wotif.com","www.wotif.com","8"
3586216,105,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","9"
3586493,139,"www.tripadvisor.com",NA,"Very Useful10"
3586216,105,"Expedia",NA,"9"
3586493,142,"Travel guides/books about New Zealand",NA,"8"
3586493,142,"Travel guides/books about New Zealand",NA,"9"
3586493,141,"100% Pure New Zealand www.newzealand.com",NA,"8"
3586493,140,"www.lonleyplanet.com",NA,"9"
3586289,120,"Travel guides/books about New Zealand",NA,"8"
3586233,111,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3586289,120,"Travel guides/books about New Zealand",NA,"8"
3591409,90,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3586289,121,"Another source",NA,"Another source"
3586235,93,"Airline websites","Airline websites","Very Useful10"
3586289,119,"Friends, family and colleagues",NA,"Very Useful10"
3586236,128,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","3"
3591418,129,"100% Pure New Zealand www.newzealand.com",NA,"9"
3586298,89,"None of these",NA,"None of these"
3591418,128,"Friends, family and colleagues",NA,"Very Useful10"
3586250,138,"Friends, family and colleagues",NA,"9"
3591418,128,"Airline websites","Airline websites","Very Useful10"
3591418,128,"Airline websites","Airline websites","9"
3586250,139,"Travel guides/books about New Zealand",NA,"Very Useful10"
3591418,130,"Online travel blogs",NA,"6"
3591418,130,"Online travel blogs",NA,"7"
3586250,138,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3586250,138,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3586305,98,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3591418,131,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3591418,132,"Other publications e.g. magazines",NA,"8"
3586307,119,"www.tripadvisor.com",NA,"7"
3591418,132,"Another source","Another source","Another source"
3591418,132,"Another source","Another source","8"
3586307,118,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3586252,117,"Friends, family and colleagues",NA,"Very Useful10"
3586330,156,"Friends, family and colleagues",NA,"8"
3586493,140,"www.lonleyplanet.com",NA,"6"
3591429,155,"Friends, family and colleagues",NA,"9"
3586330,156,"Airline websites",NA,"8"
3591429,155,"Airline websites","Airline websites","9"
3586330,158,"www.lonleyplanet.com",NA,"Very Useful10"
3591429,155,"Airline websites","Airline websites","8"
3586330,158,"www.lonleyplanet.com",NA,"4"
3591429,156,"www.tripadvisor.com",NA,"8"
3586330,157,"Travel agents in your home country in person","Travel agents in your home country in person","5"
3586266,122,"None of these","None of these","None of these"
3591429,157,"Travel guides/books about New Zealand",NA,"9"
3591429,157,"Travel guides/books about New Zealand",NA,"9"
3586268,105,"Travel guides/books about New Zealand",NA,"6"
3586268,105,"Travel guides/books about New Zealand",NA,"8"
3586268,104,"100% Pure New Zealand www.newzealand.com",NA,"9"
3586364,148,"100% Pure New Zealand www.newzealand.com",NA,"8"
3586364,150,"Pinterest",NA,"Very Useful10"
3586364,149,"Instagram",NA,"Very Useful10"
3586364,149,"Instagram",NA,"Very Useful10"
3586495,100,"100% Pure New Zealand www.newzealand.com",NA,"7"
3586495,100,"100% Pure New Zealand www.newzealand.com",NA,"7"
3591436,147,"Airline websites","Airline websites","8"
3586495,99,"Friends, family and colleagues",NA,"Very Useful10"
3591436,148,"100% Pure New Zealand www.newzealand.com",NA,"9"
3591436,148,"www.i-SITE.org.nz",NA,"9"
3591436,149,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3586512,102,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3586285,88,"Travel agents in your home country via the internet",NA,"8"
3586285,88,"Travel agents in your home country via the internet",NA,"8"
3591436,150,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","9"
3586512,102,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3586285,87,"Airline websites",NA,"8"
3586285,89,"Travel agents in your home country in person",NA,"8"
3586512,103,"Travel guides/books about New Zealand",NA,"6"
3586285,90,"Online travel blogs",NA,"8"
3586285,90,"Online travel blogs",NA,"9"
3586512,100,"Friends, family and colleagues",NA,"Very Useful10"
3586512,101,"100% Pure New Zealand www.newzealand.com",NA,"5"
3586380,89,"None of these",NA,"None of these"
3591438,154,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
