"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3626459,151,"Other publications e.g. magazines",NA,"9"
3605789,132,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3606511,136,"www.wotif.com",NA,"6"
3605804,123,"Travel guides/books about New Zealand",NA,"7"
3606511,138,"100% Pure New Zealand www.newzealand.com",NA,"9"
3626459,141,"Twitter",NA,"Not Sure"
3605828,137,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","9"
3605804,123,"Travel guides/books about New Zealand",NA,"Very Useful10"
3605828,139,"Travel guides/books about New Zealand",NA,"8"
3605804,122,"Friends, family and colleagues",NA,"Very Useful10"
3605828,139,"Travel guides/books about New Zealand",NA,"8"
3606511,136,"www.tripadvisor.com",NA,"6"
3605828,138,"www.lonleyplanet.com",NA,"8"
3606511,137,"www.lonleyplanet.com",NA,"7"
3606511,137,"www.lonleyplanet.com",NA,"7"
3605805,100,"None of these","None of these","None of these"
3626459,143,"An i-SITE consultant or staff member by email or phone",NA,"8"
3606511,139,"Twitter",NA,"8"
3606511,139,"Twitter",NA,"8"
3605806,108,"Friends, family and colleagues",NA,"Very Useful10"
3606511,141,"An i-SITE consultant or staff member by email or phone",NA,"8"
3605831,96,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","7"
3606511,141,"An i-SITE consultant or staff member by email or phone",NA,"8"
3605831,96,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","7"
3605822,127,"Friends, family and colleagues",NA,"5"
3605822,128,"www.lonleyplanet.com",NA,"Not Sure"
3605822,128,"www.lonleyplanet.com",NA,"9"
3605831,96,"www.tripadvisor.com",NA,"7"
3605831,95,"Airline websites","Airline websites","7"
3606511,140,"Websites of individual i-SITE centres",NA,"8"
3605823,123,"Travel guides/books about New Zealand",NA,"Very Useful10"
3626459,145,"Google+",NA,"8"
3605823,122,"www.lonleyplanet.com",NA,"Very Useful10"
3605823,122,"Websites of individual i-SITE centres","Websites of individual i-SITE centres","Very Useful10"
3605823,122,"Websites of individual i-SITE centres","Websites of individual i-SITE centres","Very Useful10"
3605861,96,"Travel guides/books about New Zealand",NA,"8"
3606511,143,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3606511,143,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3605823,124,"Other publications e.g. magazines",NA,"Very Useful10"
3605823,124,"Other publications e.g. magazines",NA,"Very Useful10"
3605861,95,"Travel agents in your home country in person","Travel agents in your home country in person","6"
3606511,138,"Facebook",NA,"9"
3626473,96,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3605861,95,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3605861,95,"Friends, family and colleagues",NA,"6"
3606511,140,"www.i-SITE.org.nz",NA,"8"
3626475,99,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3606511,144,"Google+",NA,"7"
3605838,111,"Airline websites",NA,"8"
3605865,106,"Another source","Another source","Another source"
3606511,145,"Essential New Zealand mobile app",NA,"8"
3626480,135,"Travel guides/books about New Zealand",NA,"5"
3606511,145,"Essential New Zealand mobile app",NA,"7"
3605838,114,"Travel guides/books about New Zealand",NA,"Very Useful10"
3626480,135,"www.tripadvisor.com",NA,"5"
3605838,111,"Travel agents in your home country in person",NA,"8"
3626480,134,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3606511,142,"Instagram",NA,"8"
3605838,112,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3626489,176,"None of these","None of these","None of these"
3605838,112,"100% Pure New Zealand www.newzealand.com",NA,"5"
3605880,131,"www.i-SITE.org.nz",NA,"9"
3605838,113,"Expedia","Expedia","Very Useful10"
3606511,144,"Wechat",NA,"7"
3605880,130,"Twitter",NA,"9"
3605880,130,"Twitter",NA,"9"
3605880,132,"Wechat",NA,"9"
3606511,146,"Expedia",NA,"7"
3605870,109,"www.lonleyplanet.com",NA,"7"
3605880,132,"Wechat",NA,"9"
3606511,147,"Online travel blogs",NA,"8"
3626500,109,"Travel guides/books about New Zealand",NA,"8"
3606511,147,"Online travel blogs",NA,"7"
3626500,107,"www.tripadvisor.com",NA,"2"
3605870,110,"Expedia","Expedia","7"
3605880,133,"Webjet",NA,"9"
3605870,109,"100% Pure New Zealand www.newzealand.com",NA,"7"
3626500,108,"Pinterest",NA,"7"
3606511,146,"Webjet",NA,"7"
3626500,108,"Pinterest",NA,"9"
3605912,153,"Websites of individual i-SITE centres",NA,"8"
3605912,153,"Websites of individual i-SITE centres",NA,"8"
3605912,154,"Google+",NA,"8"
3606511,148,"Travel guides/books about New Zealand",NA,"7"
3605912,152,"www.tripadvisor.com",NA,"8"
3605872,130,"Friends, family and colleagues",NA,"Very Useful10"
3605913,138,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3606511,148,"Another social networking website",NA,"7"
3605913,138,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3626514,123,"100% Pure New Zealand www.newzealand.com",NA,"8"
3605872,134,"Travel guides/books about New Zealand",NA,"7"
3605913,138,"Friends, family and colleagues",NA,"Very Useful10"
3606511,142,"Pinterest",NA,"8"
3626514,124,"Google+","Google+","8"
3605913,139,"Travel agents in your home country via the internet",NA,"Very Useful10"
3605872,131,"www.tripadvisor.com","www.tripadvisor.com","6"
3605913,141,"Travel guides/books about New Zealand",NA,"Very Useful10"
3606511,149,"Other publications e.g. magazines",NA,"8"
3605913,141,"Travel guides/books about New Zealand",NA,"Very Useful10"
3606511,149,"Other publications e.g. magazines",NA,"8"
3605913,140,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3606511,150,"Another source",NA,"Another source"
3605872,132,"Websites of individual i-SITE centres",NA,"9"
3605872,132,"Websites of individual i-SITE centres",NA,"9"
3626514,123,"www.lonleyplanet.com",NA,"8"
3605872,133,"Expedia","Expedia","7"
3605872,133,"Expedia","Expedia","8"
3626514,125,"Online travel blogs",NA,"8"
3606534,140,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3626514,125,"Online travel blogs",NA,"9"
3605873,133,"Friends, family and colleagues",NA,"7"
3605873,134,"www.lonleyplanet.com",NA,"Very Useful10"
3626516,99,"Friends, family and colleagues",NA,"7"
3606552,116,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3605915,105,"Google+",NA,"8"
3605873,136,"Websites of individual i-SITE centres",NA,"8"
3605873,136,"Websites of individual i-SITE centres",NA,"7"
3626516,99,"Airline websites","Airline websites","7"
3605873,133,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3626516,99,"Airline websites","Airline websites","7"
3606568,135,"www.tripadvisor.com",NA,"Very Useful10"
3605873,133,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3606568,137,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3626523,126,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","7"
3605915,104,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","6"
3606568,138,"Travel guides/books about New Zealand",NA,"Very Useful10"
3605873,135,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","6"
3606568,134,"Airline websites","Airline websites","Very Useful10"
3605915,103,"Friends, family and colleagues","Friends, family and colleagues","8"
3605873,138,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3606568,135,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3606568,136,"www.i-SITE.org.nz",NA,"Very Useful10"
3605915,105,"www.i-SITE.org.nz",NA,"8"
3606568,136,"www.i-SITE.org.nz",NA,"Very Useful10"
3605873,138,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3626534,108,"Travel guides/books about New Zealand",NA,"9"
3605915,106,"Travel guides/books about New Zealand",NA,"8"
3605915,106,"Travel guides/books about New Zealand",NA,"8"
3605873,139,"Travel guides/books about New Zealand",NA,"8"
3626534,106,"www.tripadvisor.com",NA,"Very Useful10"
3605873,137,"Instagram",NA,"6"
3626534,106,"Friends, family and colleagues",NA,"Very Useful10"
3605873,137,"Pinterest",NA,"6"
3605982,151,"Online travel blogs",NA,"5"
3606570,125,"Friends, family and colleagues",NA,"9"
3605982,151,"Online travel blogs",NA,"6"
3626539,110,"100% Pure New Zealand www.newzealand.com",NA,"9"
3626539,109,"www.tripadvisor.com",NA,"9"
3605982,150,"Facebook",NA,"8"
3626539,109,"www.tripadvisor.com",NA,"9"
3606570,127,"100% Pure New Zealand www.newzealand.com",NA,"9"
3626539,108,"Friends, family and colleagues",NA,"9"
3605995,119,"Another source",NA,"7"
3606570,128,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3626539,110,"Google+",NA,"9"
3606570,128,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3605887,127,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","9"
3626539,111,"Wechat",NA,"9"
3626539,111,"Wechat",NA,"9"
3606570,126,"www.lonleyplanet.com",NA,"9"
3606570,126,"www.lonleyplanet.com",NA,"9"
3605887,126,"Friends, family and colleagues",NA,"Very Useful10"
3605996,131,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3606570,125,"www.tripadvisor.com",NA,"9"
3605887,128,"Travel guides/books about New Zealand",NA,"6"
3605887,128,"Travel guides/books about New Zealand",NA,"Very Useful10"
3605996,131,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3606570,131,"Travel guides/books about New Zealand",NA,"9"
3605996,133,"Travel guides/books about New Zealand",NA,"Very Useful10"
3605887,126,"www.tripadvisor.com",NA,"Very Useful10"
3606570,130,"Another social networking website",NA,"9"
3605996,133,"Other publications e.g. magazines",NA,"Very Useful10"
3606570,130,"Another social networking website",NA,"9"
3606570,127,"Instagram",NA,"9"
3606570,129,"Online travel blogs",NA,"9"
3605996,132,"Online travel blogs",NA,"8"
3626550,90,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3605996,132,"Online travel blogs",NA,"9"
3605888,100,"www.tripadvisor.com",NA,"Very Useful10"
3605996,130,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3605888,100,"Another source","Another source","Very Useful10"
3606579,132,"Friends, family and colleagues",NA,"9"
3626557,129,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3605888,100,"Another source","Another source","Another source"
3626557,130,"Google+",NA,"Very Useful10"
3606579,133,"By phoning airlines",NA,"9"
3606579,133,"By phoning airlines",NA,"9"
3626557,131,"Essential New Zealand mobile app",NA,"Very Useful10"
3605998,95,"None of these","None of these","None of these"
3606579,134,"www.tripadvisor.com",NA,"9"
3626557,131,"Essential New Zealand mobile app",NA,"8"
3606013,129,"100% Pure New Zealand www.newzealand.com",NA,"6"
3605890,116,"Travel guides/books about New Zealand",NA,"8"
3605890,116,"Travel guides/books about New Zealand",NA,"8"
3606013,128,"www.lonleyplanet.com",NA,"7"
3626557,130,"Facebook",NA,"Very Useful10"
3606579,134,"Google+","Google+","9"
3606013,130,"Travel guides/books about New Zealand",NA,"6"
3606579,134,"Google+","Google+","Very Useful10"
3605890,114,"Friends, family and colleagues",NA,"8"
3626564,109,"Another source",NA,"6"
3606013,130,"Travel guides/books about New Zealand",NA,"4"
3605890,114,"Airline websites","Airline websites","8"
3605890,114,"Airline websites","Airline websites","8"
3606013,129,"Essential New Zealand mobile app",NA,"6"
3605890,115,"www.lonleyplanet.com",NA,"8"
3606013,131,"Another source",NA,"Another source"
3606593,136,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3626584,119,"None of these","None of these","None of these"
3606014,97,"By visiting an airline outlet","By visiting an airline outlet","8"
3606604,141,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3605939,131,"Airline websites",NA,"Not Sure"
3606604,139,"Airline websites",NA,"4"
3605939,134,"Expedia",NA,"9"
3606604,139,"Travel agents in your home country in person",NA,"4"
3605939,134,"Expedia",NA,"9"
3606604,140,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3606604,140,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3606032,120,"Wechat",NA,"8"
3626591,181,"Travel guides/books about New Zealand",NA,"8"
3605939,135,"Online travel blogs",NA,"Not Sure"
3626591,181,"Travel guides/books about New Zealand",NA,"9"
3606604,142,"Google+",NA,"Very Useful10"
3626591,180,"Facebook",NA,"4"
3606032,119,"Google+",NA,"Very Useful10"
3605939,132,"www.tripadvisor.com",NA,"7"
3606609,97,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3626591,178,"Friends, family and colleagues",NA,"9"
3606047,104,"Websites of individual i-SITE centres",NA,"8"
3605939,132,"www.tripadvisor.com",NA,"7"
3606047,104,"100% Pure New Zealand www.newzealand.com",NA,"8"
3626591,179,"www.lonleyplanet.com",NA,"5"
3626591,179,"www.lonleyplanet.com",NA,"9"
3605939,133,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3626591,180,"Online travel blogs",NA,"4"
3606611,121,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3605939,133,"Google+",NA,"Not Sure"
3606611,121,"Travel agents in your home country in person","Travel agents in your home country in person","6"
3626598,108,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3606081,93,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3626598,108,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3606611,121,"Friends, family and colleagues",NA,"6"
3626598,110,"Travel guides/books about New Zealand",NA,"7"
3606081,94,"Airline websites","Airline websites","6"
3626598,110,"Travel guides/books about New Zealand",NA,"7"
3626598,108,"Friends, family and colleagues",NA,"8"
3606638,131,"Travel guides/books about New Zealand",NA,"Very Useful10"
3605956,146,"www.tripadvisor.com",NA,"Very Useful10"
3606638,129,"Friends, family and colleagues",NA,"8"
3605956,146,"www.tripadvisor.com",NA,"9"
3626598,109,"Wechat",NA,"9"
3606638,129,"www.tripadvisor.com",NA,"8"
3606082,115,"www.tripadvisor.com",NA,"Not at all Useful1"
3606638,130,"100% Pure New Zealand www.newzealand.com",NA,"5"
3606638,130,"100% Pure New Zealand www.newzealand.com",NA,"7"
3605956,143,"Friends, family and colleagues",NA,"Very Useful10"
3605973,137,"Friends, family and colleagues",NA,"8"
3605973,139,"www.lonleyplanet.com",NA,"Very Useful10"
3606082,116,"www.lonleyplanet.com","www.lonleyplanet.com","9"
3606643,136,"Friends, family and colleagues",NA,"7"
3605973,138,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3605973,138,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3605973,137,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3605973,137,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3606643,137,"Facebook",NA,"Very Useful10"
3626609,97,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Not Sure"
3606643,137,"Facebook",NA,"5"
3605973,140,"100% Pure New Zealand www.newzealand.com",NA,"7"
3626614,116,"Friends, family and colleagues",NA,"Very Useful10"
3605973,140,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3606113,92,"By visiting an airline outlet","By visiting an airline outlet","Not Sure"
3605973,141,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3626614,117,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3606113,93,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3626614,118,"Google+","Google+","Very Useful10"
3605973,142,"Travel guides/books about New Zealand",NA,"8"
3605973,142,"Travel guides/books about New Zealand",NA,"Very Useful10"
3606114,126,"Airline websites",NA,"Very Useful10"
3626614,119,"Another source","Another source","Another source"
3626614,119,"Another source","Another source","Very Useful10"
3606663,132,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3606114,126,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3605973,141,"Google+",NA,"8"
3626614,116,"Airline websites","Airline websites","Very Useful10"
3626614,116,"Airline websites","Airline websites","Very Useful10"
3606663,133,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3606132,133,"Travel guides/books about New Zealand",NA,"Very Useful10"
3626616,94,"None of these","None of these","None of these"
3605987,115,"Airline websites","Airline websites","Very Useful10"
3606663,134,"Travel guides/books about New Zealand",NA,"7"
3606663,134,"Travel guides/books about New Zealand",NA,"8"
3606663,133,"www.tripadvisor.com",NA,"7"
3606132,131,"Friends, family and colleagues",NA,"7"
3605987,116,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3606132,132,"Google+",NA,"Very Useful10"
3606132,132,"Google+",NA,"7"
3606670,100,"Pinterest",NA,"9"
3626623,124,"Friends, family and colleagues",NA,"6"
3605988,136,"Another source","Another source","Another source"
3626623,126,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3606147,86,"Airline websites","Airline websites","8"
3626623,128,"Travel guides/books about New Zealand",NA,"7"
3626623,126,"www.lonleyplanet.com",NA,"7"
3626623,127,"Online travel blogs",NA,"7"
3626623,127,"Online travel blogs",NA,"8"
3606677,106,"www.wotif.com",NA,"9"
3606149,96,"None of these",NA,"None of these"
3606677,106,"www.wotif.com",NA,"5"
3605990,122,"Online travel blogs",NA,"8"
3605990,122,"Online travel blogs",NA,"8"
3606677,107,"100% Pure New Zealand www.newzealand.com",NA,"4"
3605990,119,"www.wotif.com",NA,"Very Useful10"
3606677,104,"Friends, family and colleagues",NA,"6"
3606677,105,"www.tripadvisor.com",NA,"6"
3605990,120,"100% Pure New Zealand www.newzealand.com",NA,"8"
3605990,120,"100% Pure New Zealand www.newzealand.com",NA,"8"
3606677,104,"Airline websites","Airline websites","6"
3606677,104,"Airline websites","Airline websites","6"
3606164,102,"Airline websites","Airline websites","7"
3605990,121,"Google+",NA,"8"
3606197,115,"Friends, family and colleagues",NA,"Very Useful10"
3626623,125,"www.tripadvisor.com",NA,"6"
3606688,107,"Friends, family and colleagues","Friends, family and colleagues","9"
3626623,125,"www.tripadvisor.com",NA,"7"
3606197,115,"Airline websites",NA,"Very Useful10"
3605990,121,"Facebook",NA,"8"
3606688,108,"Airline websites","Airline websites","9"
3606197,116,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3606197,117,"Travel agents in your home country via the internet",NA,"Very Useful10"
3606197,117,"Travel agents in your home country via the internet",NA,"Very Useful10"
3606704,121,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3626625,131,"www.tripadvisor.com",NA,"7"
3606006,106,"www.tripadvisor.com",NA,"9"
3626625,135,"Travel guides/books about New Zealand",NA,"9"
3606704,122,"Another source","Another source","Another source"
3606006,107,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3606006,107,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3626625,132,"Facebook",NA,"9"
3626625,132,"Facebook",NA,"5"
3626625,133,"Pinterest",NA,"5"
3606198,148,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3606711,149,"www.tripadvisor.com",NA,"8"
3626625,133,"Instagram",NA,"5"
3606021,108,"Friends, family and colleagues",NA,"7"
3626625,134,"Online travel blogs",NA,"9"
3606711,148,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3606198,146,"www.tripadvisor.com",NA,"Very Useful10"
3626625,134,"Online travel blogs",NA,"5"
3606021,109,"www.tripadvisor.com",NA,"Very Useful10"
3606711,149,"100% Pure New Zealand www.newzealand.com",NA,"8"
3606021,109,"www.tripadvisor.com",NA,"Not Sure"
3626632,138,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3606198,146,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3606021,110,"Expedia",NA,"7"
3626632,139,"Airline websites","Airline websites","8"
3606198,145,"Airline websites","Airline websites","Very Useful10"
3626632,140,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","7"
3606198,147,"www.i-SITE.org.nz",NA,"Very Useful10"
3606198,147,"www.i-SITE.org.nz",NA,"9"
3626632,141,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","7"
3606729,89,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3606022,116,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3606198,150,"Travel guides/books about New Zealand",NA,"9"
3626632,142,"www.tripadvisor.com","www.tripadvisor.com","8"
3606198,149,"Expedia","Expedia","Very Useful10"
3606736,136,"www.lonleyplanet.com",NA,"8"
3606037,109,"Friends, family and colleagues","Friends, family and colleagues","9"
3606754,95,"Webjet","Webjet","8"
3626632,143,"Instagram","Instagram","8"
3606037,110,"www.lonleyplanet.com",NA,"6"
3606216,126,"Another source","Another source","Another source"
3626632,144,"Online travel blogs","Online travel blogs","Very Useful10"
3606037,110,"Travel agents in your home country in person",NA,"6"
3606216,125,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Not Sure"
3606037,111,"Google+",NA,"9"
3606037,111,"Google+",NA,"5"
3606770,152,"Travel agents in your home country over the phone",NA,"9"
3606231,90,"None of these","None of these","None of these"
3606770,154,"www.lonleyplanet.com",NA,"Very Useful10"
3606770,155,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3606770,155,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3606770,156,"Travel guides/books about New Zealand",NA,"9"
3626634,104,"Airline websites","Airline websites","9"
3606770,154,"www.i-SITE.org.nz",NA,"Very Useful10"
3606770,152,"Friends, family and colleagues",NA,"9"
3626634,105,"www.wotif.com",NA,"9"
3606054,117,"Google+","Google+","8"
3606054,114,"100% Pure New Zealand www.newzealand.com",NA,"6"
3606054,113,"Friends, family and colleagues",NA,"9"
3626634,105,"Another source",NA,"9"
3606777,89,"Friends, family and colleagues",NA,"Very Useful10"
3606232,132,"Travel agents in your home country over the phone",NA,"Very Useful10"
3606054,118,"Travel guides/books about New Zealand",NA,"9"
3606054,113,"Airline websites","Airline websites","6"
3606054,113,"Airline websites","Airline websites","9"
3606232,132,"Friends, family and colleagues",NA,"Very Useful10"
3606793,118,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Not Sure"
3606054,115,"Websites of individual i-SITE centres",NA,"8"
3606795,104,"Friends, family and colleagues",NA,"Very Useful10"
3606054,115,"Websites of individual i-SITE centres",NA,"8"
3606232,133,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3606795,104,"Airline websites","Airline websites","6"
3626648,136,"Friends, family and colleagues",NA,"Very Useful10"
3606795,104,"Airline websites","Airline websites","Very Useful10"
3606054,116,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3606232,134,"www.lonleyplanet.com",NA,"7"
3606232,134,"www.lonleyplanet.com",NA,"Very Useful10"
3626648,138,"www.tripadvisor.com",NA,"Very Useful10"
3606088,128,"Travel guides/books about New Zealand",NA,"7"
3606232,135,"Travel guides/books about New Zealand",NA,"7"
3626648,137,"By phoning airlines",NA,"9"
3606088,127,"An i-SITE consultant or staff member by email or phone","An i-SITE consultant or staff member by email or phone","7"
3606802,94,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3626648,137,"By phoning airlines",NA,"8"
3606088,127,"An i-SITE consultant or staff member by email or phone","An i-SITE consultant or staff member by email or phone","7"
3606088,127,"Friends, family and colleagues",NA,"7"
3626648,138,"Facebook",NA,"Very Useful10"
3606263,110,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3626648,140,"Pinterest",NA,"Very Useful10"
3606827,119,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3606123,91,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Not Sure"
3626648,141,"Travel guides/books about New Zealand",NA,"8"
3626648,141,"Travel guides/books about New Zealand",NA,"8"
3626648,139,"Instagram",NA,"8"
3626648,139,"Instagram",NA,"Very Useful10"
3626648,140,"Online travel blogs",NA,"Very Useful10"
3606829,100,"Travel guides/books about New Zealand",NA,"6"
3606829,100,"Travel guides/books about New Zealand",NA,"2"
3606266,112,"www.lonleyplanet.com",NA,"7"
3626657,129,"www.tripadvisor.com",NA,"8"
3606137,129,"Friends, family and colleagues",NA,"9"
3606829,99,"Friends, family and colleagues",NA,"Very Useful10"
3606266,111,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3626657,131,"Another social networking website",NA,"7"
3606137,131,"Travel guides/books about New Zealand",NA,"9"
3626657,127,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","9"
3606836,126,"Travel guides/books about New Zealand",NA,"Very Useful10"
3606137,130,"www.tripadvisor.com",NA,"7"
3606836,126,"Travel guides/books about New Zealand",NA,"Very Useful10"
3606137,130,"www.tripadvisor.com",NA,"9"
3606836,127,"Another source","Another source","Another source"
3626657,128,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","9"
3606137,131,"Online travel blogs",NA,"9"
3606836,125,"Online travel blogs",NA,"Very Useful10"
3606155,91,"None of these","None of these","None of these"
3606279,142,"Travel agents in your home country in person","Travel agents in your home country in person","5"
3606279,142,"Travel agents in your home country in person","Travel agents in your home country in person","5"
3606157,90,"Webjet","Webjet","Very Useful10"
3626657,129,"100% Pure New Zealand www.newzealand.com",NA,"8"
3606836,125,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3606279,142,"Travel agents in your home country via the internet",NA,"5"
3606279,144,"100% Pure New Zealand www.newzealand.com",NA,"7"
3606279,144,"100% Pure New Zealand www.newzealand.com",NA,"8"
3626657,130,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3626657,130,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3606189,135,"Travel guides/books about New Zealand",NA,"8"
3606279,143,"www.lonleyplanet.com",NA,"5"
3606838,127,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3626657,131,"Online travel blogs",NA,"7"
3606189,133,"www.tripadvisor.com",NA,"8"
3606838,128,"www.tripadvisor.com",NA,"Very Useful10"
3606279,145,"Facebook",NA,"Not at all Useful1"
3606189,133,"Airline websites",NA,"8"
3606838,128,"www.lonleyplanet.com",NA,"Very Useful10"
3606189,134,"Essential New Zealand mobile app",NA,"7"
3606279,147,"Other publications e.g. magazines",NA,"Not at all Useful1"
3606189,134,"Essential New Zealand mobile app",NA,"8"
3626657,132,"Travel guides/books about New Zealand",NA,"8"
3606838,130,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3606279,147,"Another social networking website",NA,"Not at all Useful1"
3626657,132,"Travel guides/books about New Zealand",NA,"9"
3606189,132,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3606279,148,"Another source",NA,"4"
3606279,148,"Another source",NA,"Another source"
3626657,133,"Other publications e.g. magazines",NA,"9"
3606838,129,"100% Pure New Zealand www.newzealand.com",NA,"8"
3606838,129,"100% Pure New Zealand www.newzealand.com",NA,"8"
3606279,145,"Instagram",NA,"Not at all Useful1"
3626664,109,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","6"
3606221,91,"By visiting an airline outlet","By visiting an airline outlet","9"
3606838,131,"Webjet",NA,"8"
3626664,107,"100% Pure New Zealand www.newzealand.com",NA,"5"
3606838,132,"Travel guides/books about New Zealand",NA,"8"
3606838,132,"Travel guides/books about New Zealand",NA,"8"
3626664,108,"Online travel blogs",NA,"5"
