"SurveyResponseID","AnswerNumber","AirlineUsed","AirlineRating"
3584434,166,"Emirates","7"
3585327,179,"Air New Zealand","9"
3584406,203,"Emirates","9"
3586773,108,"Another airline",NA
3585335,138,"Emirates","Excellent  10"
3584438,133,"Emirates","Excellent  10"
3585028,149,"Air New Zealand","Excellent  10"
3586793,118,"Virgin/Virgin Blue/Pacific Blue","3"
3585303,104,"Air New Zealand","Excellent  10"
3586805,160,"Emirates","Excellent  10"
3584426,141,"JetStar","7"
3585096,153,"Air New Zealand","Excellent  10"
3585040,115,"Air New Zealand","7"
3584454,155,"Air New Zealand","8"
3585104,133,"Air New Zealand","8"
3584466,104,"Air New Zealand","Excellent  10"
3585172,116,"Emirates","5"
3586881,147,"Emirates","8"
3584162,124,"Korean Air","Excellent  10"
3586901,140,"Korean Air","8"
3586817,129,"Qantas","9"
3585307,110,"Air New Zealand","Excellent  10"
3584530,143,"Emirates","9"
3586833,117,"Air New Zealand","Excellent  10"
3584218,117,"Korean Air","9"
3586889,129,"Korean Air","7"
3584394,120,"Qantas","9"
3585112,119,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3585367,116,"Virgin/Virgin Blue/Pacific Blue","9"
3586897,192,"Emirates","7"
3584478,103,"Air New Zealand","8"
3585331,192,"Singapore Airlines","9"
3585192,119,"Virgin/Virgin Blue/Pacific Blue","3"
3584522,106,"Qantas","Excellent  10"
3586905,123,"Singapore Airlines","Excellent  10"
3584546,163,"Singapore Airlines","9"
3585347,164,"Emirates","Excellent  10"
3586893,172,"Emirates","9"
3585196,177,"Emirates","9"
3585323,149,"Air New Zealand","8"
3585200,263,"Emirates","9"
3585180,151,"Singapore Airlines","Excellent  10"
3585315,134,"Emirates","Excellent  10"
3585184,187,"Emirates","9"
3585299,99,"Korean Air","8"
3585359,164,"Cathay Pacific","7"
3586829,116,"Qantas","7"
3585132,113,"Virgin/Virgin Blue/Pacific Blue","6"
3586909,165,"Virgin/Virgin Blue/Pacific Blue","7"
3585343,103,"Air New Zealand","8"
3584490,199,"China Southern","5"
3585160,163,"Air New Zealand","4"
3586845,108,"Air New Zealand","7"
3585168,125,"Air New Zealand","8"
3585387,139,"Air New Zealand","Excellent  10"
3584526,152,"Air New Zealand","Excellent  10"
3584578,126,"Singapore Airlines","9"
3584518,159,"Air New Zealand","Excellent  10"
3585244,176,"Cathay Pacific","Excellent  10"
3586965,114,"Air New Zealand","8"
3585375,153,"Emirates","7"
3585411,175,"Emirates","9"
3587009,124,"Virgin/Virgin Blue/Pacific Blue","7"
3587025,153,"Singapore Airlines","Excellent  10"
3585415,110,"Emirates","7"
3584602,203,"Air New Zealand","6"
3585240,158,"Emirates","8"
3586949,156,"Qantas","9"
3586969,126,"Not sure",NA
3586977,147,"Virgin/Virgin Blue/Pacific Blue","9"
3585224,161,"Virgin/Virgin Blue/Pacific Blue","2"
3585248,145,"Air New Zealand","9"
3585447,159,"Air New Zealand","8"
3584582,156,"Virgin/Virgin Blue/Pacific Blue","6"
3584626,123,"Air New Zealand","Excellent  10"
3584698,172,"Air New Zealand","9"
3585455,188,"Air Asia X","6"
3584562,176,"Air New Zealand","Excellent  10"
3584730,183,"Air New Zealand","9"
3585164,142,"Air New Zealand","Excellent  10"
3587033,124,"Another airline",NA
3584678,127,"Virgin/Virgin Blue/Pacific Blue","6"
3584702,107,"Singapore Airlines","Excellent  10"
3587045,116,"JetStar","Excellent  10"
3584510,136,"Air Asia X","7"
3585499,183,"Air New Zealand","9"
3585483,165,"China Southern","Excellent  10"
3585204,122,"JetStar","9"
3584794,201,"Air New Zealand","8"
3584358,123,"Korean Air","9"
3585256,105,"Air New Zealand","Excellent  10"
3585336,121,"Cathay Pacific","9"
3584706,166,"China Southern","5"
3585459,219,"Air Asia X","7"
3584746,185,"Emirates","Excellent  10"
3585288,112,"Air New Zealand","7"
3585316,189,"Emirates","Excellent  10"
3587061,180,"Emirates","Excellent  10"
3585467,124,"Air New Zealand","Excellent  10"
3586993,157,"Virgin/Virgin Blue/Pacific Blue","8"
3585372,153,"Emirates","9"
3587037,176,"Emirates","Excellent  10"
3585423,128,"Air New Zealand","8"
3587013,150,"Another airline",NA
3585276,119,"Air New Zealand","Excellent  10"
3584650,124,"Singapore Airlines","7"
3587029,182,"Singapore Airlines","Not Sure"
3584766,127,"Air New Zealand","Excellent  10"
3585527,121,"Another airline",NA
3584806,145,"Air New Zealand","Excellent  10"
3584714,134,"Virgin/Virgin Blue/Pacific Blue","3"
3587089,106,"Air New Zealand","8"
3585292,177,"Qantas","9"
3585332,137,"Qantas","Excellent  10"
3585567,128,"Air New Zealand","8"
3584718,128,"Virgin/Virgin Blue/Pacific Blue","7"
3584754,108,"Qantas","Excellent  10"
3585340,198,"Qantas","Excellent  10"
3584738,116,"Qantas","2"
3585404,150,"Singapore Airlines","9"
3585412,132,"Another airline",NA
3587049,147,"Singapore Airlines","9"
3584898,141,"Emirates","7"
3585551,107,"Qantas","7"
3585324,214,"Emirates","9"
3584822,154,"Qantas","9"
3585420,123,"Another airline",NA
3587101,151,"Air New Zealand","9"
3587193,201,"Emirates","Excellent  10"
3585427,106,"Qantas","9"
3585587,249,"Qantas","6"
3585388,226,"Emirates","Excellent  10"
3584858,147,"Air New Zealand","Excellent  10"
3584874,110,"Emirates","9"
3585619,129,"Air New Zealand","Excellent  10"
3584842,135,"Virgin/Virgin Blue/Pacific Blue","5"
3585603,151,"Singapore Airlines","7"
3587133,111,"Qantas","Excellent  10"
3587205,116,"Qantas","8"
3587241,103,"Air New Zealand","9"
3585719,164,"JetStar","6"
3585727,182,"Air New Zealand","8"
3585436,214,"Emirates","Excellent  10"
3584902,165,"Emirates","Excellent  10"
3585508,136,"Singapore Airlines","Excellent  10"
3587289,135,"JetStar","7"
3585767,107,"Air New Zealand","Excellent  10"
3584958,132,"Air New Zealand","Excellent  10"
3585528,206,"China Southern","8"
3587337,133,"Air New Zealand","Excellent  10"
3584894,129,"Air New Zealand","9"
3584770,154,"Emirates","8"
3585464,116,"Air New Zealand","Excellent  10"
3587125,111,"Emirates","7"
3585691,127,"Air New Zealand","8"
3585615,173,"Emirates","9"
3585631,142,"Qantas","9"
3584862,159,"Emirates","8"
3584922,137,"Singapore Airlines","9"
3584838,145,"Singapore Airlines","9"
3585795,114,"Virgin/Virgin Blue/Pacific Blue","9"
3587321,161,"Singapore Airlines","8"
3587157,110,"Qantas","Excellent  10"
3584938,188,"China Southern","6"
3585452,136,"Singapore Airlines","8"
3584910,166,"Air New Zealand","7"
3585547,126,"Korean Air","8"
3585647,105,"Virgin/Virgin Blue/Pacific Blue","5"
3585591,107,"JetStar","Excellent  10"
3587153,141,"Air New Zealand","4"
3585520,144,"Korean Air","9"
3584926,133,"Qantas","4"
3587121,150,"Qantas","Excellent  10"
3587249,110,"Qantas","Excellent  10"
3585424,131,"Singapore Airlines","7"
3584930,156,"Air New Zealand","7"
3585476,152,"Emirates","8"
3585456,134,"Singapore Airlines","8"
3585432,117,"Emirates","8"
3585600,134,"Qantas","4"
3584942,128,"Emirates","8"
3585532,199,"Emirates","Excellent  10"
3585002,114,"Qantas","8"
3584970,164,"Air New Zealand","9"
3585516,122,"Qantas","Excellent  10"
3585811,124,"JetStar","5"
3587233,112,"Qantas","Excellent  10"
3584990,155,"Air New Zealand","8"
3585839,109,"Qantas","Excellent  10"
3587305,162,"Qantas","6"
3585006,136,"Not sure",NA
3587333,168,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3585616,173,"Air New Zealand","9"
3584974,144,"Singapore Airlines","9"
3585827,195,"JetStar","Poor  1"
3585576,175,"Singapore Airlines","Excellent  10"
3587385,131,"Emirates","9"
3585807,175,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3585632,160,"Air New Zealand","8"
3587329,124,"Emirates","7"
3585664,272,"Emirates","Excellent  10"
3587377,121,"Emirates","8"
3585018,140,"Air New Zealand","Excellent  10"
3584994,129,"Air New Zealand","6"
3585612,189,"Virgin/Virgin Blue/Pacific Blue","9"
3585771,106,"Korean Air","9"
3585066,137,"Korean Air","8"
3585022,136,"China Southern","7"
3587373,123,"Qantas","Excellent  10"
3585851,117,"Virgin/Virgin Blue/Pacific Blue","3"
3587389,114,"Singapore Airlines","Poor  1"
3585855,132,"Air New Zealand","8"
3587221,131,"Emirates","Excellent  10"
3585775,187,"Emirates","Excellent  10"
3585588,157,"Air New Zealand","9"
3587253,105,"Qantas","Excellent  10"
3584954,125,"Virgin/Virgin Blue/Pacific Blue","9"
3585540,102,"Qantas","8"
3587341,175,"Singapore Airlines","9"
3585495,125,"Korean Air","5"
3585636,132,"Korean Air","8"
3585058,104,"Air New Zealand","9"
3585700,112,"Emirates","9"
3585496,125,"Emirates","9"
3585564,110,"Emirates","Excellent  10"
3587445,166,"Emirates","9"
3587489,119,"Emirates","Excellent  10"
3585883,136,"Emirates","Excellent  10"
3587517,129,"Emirates","9"
3585010,204,"Emirates","8"
3584978,197,"China Southern","7"
3585692,150,"Cathay Pacific","Excellent  10"
3585676,118,"Air New Zealand","9"
3587353,147,"Qantas","Excellent  10"
3585907,170,"Singapore Airlines","8"
3587397,129,"Qantas","Excellent  10"
3585728,129,"Cathay Pacific","7"
3585684,161,"Emirates","Excellent  10"
3585716,131,"Air New Zealand","8"
3587409,114,"Emirates","8"
3585863,109,"Air New Zealand","6"
3585887,156,"Air New Zealand","7"
3585931,138,"Singapore Airlines","9"
3587549,119,"JetStar","8"
3585939,130,"Air New Zealand","Excellent  10"
3585094,111,"Air New Zealand","9"
3587565,156,"Air New Zealand","6"
3585130,110,"Air New Zealand","8"
3587429,114,"Air New Zealand","8"
3587525,98,"Emirates","Excellent  10"
3587405,130,"Virgin/Virgin Blue/Pacific Blue","9"
3585963,140,"Air New Zealand","Excellent  10"
3585696,153,"Qantas","8"
3585704,168,"Qantas","8"
3587437,127,"Singapore Airlines","Excellent  10"
3587425,174,"JetStar","6"
3585895,170,"Air New Zealand","8"
3585170,127,"Air New Zealand","Excellent  10"
3587469,116,"Air New Zealand","5"
3585915,134,"Air New Zealand","Excellent  10"
3585760,149,"Air New Zealand","9"
3585062,199,"Emirates","9"
3585935,117,"Air New Zealand","8"
3585604,115,"Qantas","Excellent  10"
3587537,162,"Emirates","7"
3585086,126,"Air New Zealand","5"
3585975,137,"Singapore Airlines","8"
3585800,109,"Emirates","8"
3587641,173,"Emirates","8"
3585134,185,"Emirates","Excellent  10"
3587617,184,"Singapore Airlines","8"
3585967,139,"Emirates","Excellent  10"
3587481,121,"Qantas","8"
3585724,128,"Emirates","Excellent  10"
3587613,112,"Virgin/Virgin Blue/Pacific Blue","7"
3587645,157,"Singapore Airlines","Excellent  10"
3585740,118,"Emirates","8"
3585154,115,"Malaysian Airlines","4"
3587581,135,"Air New Zealand","7"
3585138,112,"Virgin/Virgin Blue/Pacific Blue","7"
3585792,179,"Emirates","Excellent  10"
3585995,254,"Emirates","9"
3587589,160,"Virgin/Virgin Blue/Pacific Blue","9"
3585772,142,"Qantas","6"
3585178,192,"Virgin/Virgin Blue/Pacific Blue","7"
3586003,162,"Singapore Airlines","9"
3585788,123,"Another airline",NA
3585812,136,"Air New Zealand","Excellent  10"
3587593,165,"Air New Zealand","Excellent  10"
3585983,144,"Air New Zealand","9"
3586007,164,"JetStar","Excellent  10"
3587649,118,"JetStar","8"
3585784,120,"Emirates","Excellent  10"
3585226,107,"Another airline",NA
3586019,213,"Emirates","9"
3585174,137,"Air New Zealand","Excellent  10"
3585844,115,"JetStar","8"
3585234,173,"Air New Zealand","Excellent  10"
3585242,170,"Air New Zealand","8"
3587625,156,"Air New Zealand","Excellent  10"
3585270,105,"Another airline",NA
3586087,139,"Air New Zealand","8"
3585836,147,"Emirates","6"
3585214,104,"Air New Zealand","9"
3587733,126,"Emirates","8"
3587637,141,"Air New Zealand","Excellent  10"
3587713,145,"Air New Zealand","8"
3585218,135,"Air New Zealand","Excellent  10"
3585824,125,"Qantas","8"
3587665,151,"Emirates","9"
3587661,152,"Qantas","9"
3585860,134,"China Southern","9"
3585302,136,"Emirates","Excellent  10"
3586047,167,"JetStar","8"
3585828,164,"Air New Zealand","Excellent  10"
3587705,163,"Air New Zealand","Excellent  10"
3585286,155,"Air New Zealand","9"
3587717,132,"Virgin/Virgin Blue/Pacific Blue","8"
3586059,105,"Another airline",NA
3586091,186,"Air New Zealand","Excellent  10"
3586027,118,"Qantas","8"
3585884,169,"Qantas","9"
3585322,143,"China Southern","Excellent  10"
3585888,176,"Air New Zealand","Excellent  10"
3586175,140,"Another airline",NA
3585964,177,"China Southern","8"
3585294,153,"Air New Zealand","Excellent  10"
3586099,176,"Another airline",NA
3586107,123,"Air New Zealand","4"
3587749,203,"China Southern","8"
3585880,130,"Air New Zealand","7"
3586151,166,"Air New Zealand","9"
3585980,149,"Air New Zealand","9"
3590120,224,"Air Asia X","9"
3586263,145,"Air New Zealand","Excellent  10"
3586016,120,"Air New Zealand","9"
3587757,113,"Air New Zealand","Excellent  10"
3586044,156,"Air New Zealand","Excellent  10"
3586119,117,"Air New Zealand","7"
3585900,128,"Air New Zealand","8"
3586052,164,"Air New Zealand","8"
3585394,143,"Air New Zealand","Excellent  10"
3586227,140,"Air New Zealand","9"
3585318,221,"Emirates","8"
3587769,145,"Emirates","7"
3585912,136,"Singapore Airlines","7"
3586123,148,"JetStar","5"
3586028,123,"Air New Zealand","Excellent  10"
3586147,214,"Air New Zealand","Excellent  10"
3586307,140,"Air New Zealand","9"
3585374,130,"Emirates","Excellent  10"
3586056,169,"Emirates","8"
3586231,149,"China Southern","8"
3586060,111,"Air New Zealand","7"
3585406,130,"Air New Zealand","Excellent  10"
3586112,146,"Air New Zealand","Excellent  10"
3587701,122,"Emirates","9"
3587793,178,"Emirates","9"
3585984,142,"Emirates","9"
3585988,151,"Emirates","Excellent  10"
3585334,136,"Air New Zealand","Excellent  10"
3590100,139,"Air New Zealand","Excellent  10"
3586012,118,"Another airline",NA
3585868,159,"Qantas","Excellent  10"
3586159,103,"Virgin/Virgin Blue/Pacific Blue","Poor  1"
3585442,120,"Air New Zealand","Excellent  10"
3590180,175,"Air New Zealand","4"
3585996,206,"Another airline",NA
3586136,115,"Air New Zealand","9"
3585362,108,"Singapore Airlines","4"
3586115,208,"Emirates","8"
3590176,195,"Emirates","9"
3586004,117,"Air New Zealand","8"
3585398,137,"Air New Zealand","4"
3586255,193,"Air New Zealand","Excellent  10"
3585414,150,"Air New Zealand","8"
3590124,199,"Another airline",NA
3590196,120,"Emirates","9"
3587781,147,"Virgin/Virgin Blue/Pacific Blue","6"
3586132,195,"Emirates","8"
3586168,119,"Air New Zealand","5"
3585944,116,"Singapore Airlines","9"
3586124,138,"Another airline",NA
3587805,111,"Virgin/Virgin Blue/Pacific Blue","8"
3585358,161,"Emirates","6"
3586291,119,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3586235,110,"Emirates","Excellent  10"
3586084,163,"Air New Zealand","Excellent  10"
3586171,143,"Qantas","5"
3585402,143,"China Southern","7"
3586140,136,"Air New Zealand","9"
3585378,130,"Singapore Airlines","8"
3585470,162,"China Southern","Excellent  10"
3585972,151,"Singapore Airlines","Excellent  10"
3586359,112,"Emirates","Excellent  10"
3585462,133,"Air New Zealand","Excellent  10"
3586363,153,"Emirates","9"
3586395,135,"Another airline",NA
3586196,145,"American Airlines","5"
3586164,130,"Another airline",NA
3590236,99,"Air New Zealand","9"
3586188,148,"Air New Zealand","Excellent  10"
3590208,138,"Korean Air","8"
3590172,127,"Qantas","5"
3586439,142,"Another airline",NA
3590248,129,"Qantas","Excellent  10"
3586411,214,"Cathay Pacific","6"
3585386,133,"Singapore Airlines","9"
3590252,115,"Qantas","9"
3590224,145,"Singapore Airlines","8"
3585502,101,"Air New Zealand","9"
3590276,143,"Qantas","9"
3586180,161,"Virgin/Virgin Blue/Pacific Blue","9"
3586471,172,"Air New Zealand","Excellent  10"
3586455,123,"Air New Zealand","9"
3585422,138,"Korean Air","7"
3590264,106,"Air New Zealand","7"
3585534,112,"Air New Zealand","7"
3586216,135,"Another airline",NA
3585514,185,"China Southern","5"
3590304,130,"Air New Zealand","Excellent  10"
3590200,118,"Qantas","9"
3585578,126,"Singapore Airlines","9"
3586459,180,"Another airline",NA
3586467,198,"Another airline",NA
3585550,120,"Air New Zealand","7"
3590288,148,"Virgin/Virgin Blue/Pacific Blue","7"
3590312,111,"Air New Zealand","5"
3590340,198,"Cathay Pacific","8"
3585542,180,"Virgin/Virgin Blue/Pacific Blue","7"
3585454,219,"Emirates","Excellent  10"
3586503,165,"Malaysian Airlines","7"
3586048,204,"Emirates","9"
3590348,123,"Air New Zealand","9"
3586499,183,"Emirates","7"
3586555,126,"China Southern","7"
3590280,150,"Air New Zealand","9"
3590284,111,"Air New Zealand","9"
3586204,121,"Air New Zealand","8"
3586495,124,"Air New Zealand","8"
3586475,128,"Qantas","8"
3590324,177,"Qantas","8"
3586228,145,"Emirates","8"
3586535,142,"Malaysian Airlines","9"
3585574,165,"Air New Zealand","9"
3586220,230,"Korean Air","Excellent  10"
3585562,127,"Air New Zealand","Excellent  10"
3586232,152,"Air New Zealand","7"
3586240,157,"Another airline",NA
3585582,139,"JetStar","6"
3590354,105,"Another airline",NA
3586559,155,"Singapore Airlines","Excellent  10"
3586543,159,"Air New Zealand","9"
3586571,121,"Qantas","9"
3586268,129,"Qantas","9"
3590462,143,"Singapore Airlines","7"
3585350,160,"Korean Air","Excellent  10"
3585650,109,"Korean Air","3"
3586260,103,"Another airline",NA
3586595,163,"Cathay Pacific","9"
3585598,142,"Air New Zealand","Excellent  10"
3586607,169,"Air New Zealand","Excellent  10"
3590378,128,"Another airline",NA
3586635,175,"China Southern","8"
3585610,129,"Not sure",NA
3590466,141,"Air New Zealand","8"
3586647,112,"Air New Zealand","Excellent  10"
3586280,177,"Singapore Airlines","Excellent  10"
3586236,159,"Emirates","Excellent  10"
3585634,122,"Another airline",NA
3585626,108,"Air New Zealand","Excellent  10"
3586659,148,"American Airlines","7"
3587497,112,"Korean Air","7"
3586435,138,"Emirates","6"
3590332,174,"Emirates","Excellent  10"
3585678,118,"Korean Air","5"
3590358,139,"Emirates","Excellent  10"
3585654,124,"Singapore Airlines","8"
3590470,124,"Qantas","Excellent  10"
3585662,105,"Air New Zealand","7"
3586655,125,"Singapore Airlines","8"
3586328,109,"Emirates","9"
3590442,133,"Emirates","8"
3585694,210,"Cathay Pacific","9"
3590514,114,"Emirates","Excellent  10"
3585666,198,"Air New Zealand","Excellent  10"
3590550,121,"Cathay Pacific","9"
3586256,178,"JetStar","8"
3585742,231,"Emirates","8"
3586723,129,"Emirates","Excellent  10"
3590482,160,"Air Asia X","8"
3590578,153,"American Airlines","5"
3590490,104,"Air New Zealand","8"
3586364,181,"Air New Zealand","Not Sure"
3586727,153,"Singapore Airlines","7"
3586408,172,"Cathay Pacific","9"
3586767,113,"Virgin/Virgin Blue/Pacific Blue","8"
3585762,113,"Virgin/Virgin Blue/Pacific Blue","9"
3586272,178,"China Southern","Excellent  10"
3590366,173,"Emirates","8"
3590635,102,"Emirates","Excellent  10"
3586252,163,"Emirates","7"
3590422,129,"Emirates","Excellent  10"
3586667,117,"Qantas","9"
3586344,145,"Qantas","Excellent  10"
3586599,117,"Emirates","Excellent  10"
3590474,122,"Emirates","Excellent  10"
3590486,136,"Another airline",NA
3590534,119,"Virgin/Virgin Blue/Pacific Blue","7"
3586396,136,"China Southern","9"
3586356,117,"Air New Zealand","7"
3590566,105,"Virgin/Virgin Blue/Pacific Blue","7"
3585710,183,"Qantas","Excellent  10"
3586400,106,"Air New Zealand","9"
3590510,135,"Emirates","9"
3586308,170,"China Southern","Excellent  10"
3585786,175,"Emirates","Excellent  10"
3586380,100,"Air New Zealand","9"
3586787,132,"Cathay Pacific","7"
3586292,105,"Korean Air","8"
3586388,244,"Korean Air","8"
3585838,134,"Singapore Airlines","8"
3585674,147,"Air New Zealand","8"
3590627,163,"Qantas","9"
3586675,117,"Emirates","Excellent  10"
3585866,135,"Cathay Pacific","5"
3585774,240,"Malaysian Airlines","8"
3590611,148,"Another airline",NA
3585758,205,"Korean Air","Excellent  10"
3585766,142,"Korean Air","9"
3586763,109,"Air New Zealand","9"
3590647,122,"JetStar","8"
3586755,150,"Qantas","Excellent  10"
3585754,119,"Virgin/Virgin Blue/Pacific Blue","5"
3590667,131,"Another airline",NA
3585746,183,"JetStar","8"
3590542,133,"Another airline",NA
3586416,114,"Qantas","7"
3586819,128,"Qantas","9"
3586771,192,"China Southern","Excellent  10"
3590675,212,"Emirates","9"
3590687,171,"Malaysian Airlines","8"
3590574,179,"Air New Zealand","8"
3585750,146,"Another airline",NA
3585794,118,"Emirates","8"
3586436,114,"Emirates","Excellent  10"
3586775,123,"Air New Zealand","9"
3586420,213,"Air New Zealand","Excellent  10"
3590683,153,"Air New Zealand","8"
3585814,153,"Another airline",NA
3586496,114,"Singapore Airlines","7"
3586839,188,"Air New Zealand","Excellent  10"
3585822,126,"Air New Zealand","3"
3585942,137,"Singapore Airlines","9"
3585870,136,"Air New Zealand","Excellent  10"
3585682,140,"Korean Air","6"
3586476,193,"Cathay Pacific","9"
3586835,103,"Air New Zealand","7"
3585806,194,"Air New Zealand","Excellent  10"
3585914,126,"Singapore Airlines","7"
3586448,131,"Air Asia X","9"
3585894,114,"Air New Zealand","Excellent  10"
3586444,132,"Another airline",NA
3590695,108,"JetStar","8"
3585906,140,"Air New Zealand","Excellent  10"
3585898,144,"Singapore Airlines","8"
3590703,186,"Air Asia X","6"
3586847,124,"Air New Zealand","Excellent  10"
3586464,141,"China Southern","Excellent  10"
3586468,131,"Another airline",NA
3586879,109,"Air New Zealand","Excellent  10"
3586931,220,"Cathay Pacific","8"
3586428,126,"Emirates","Excellent  10"
3586492,159,"Emirates","Excellent  10"
3586540,291,"Malaysian Airlines","7"
3586504,155,"Another airline",NA
3590727,136,"JetStar","8"
3586923,192,"Emirates","Excellent  10"
3585938,123,"Air New Zealand","Excellent  10"
3586947,136,"Malaysian Airlines","Excellent  10"
3590711,147,"Emirates","Excellent  10"
3586548,195,"Emirates","Excellent  10"
3586516,116,"Air New Zealand","8"
3586552,127,"Air New Zealand","5"
3590739,104,"JetStar","8"
3586608,127,"Air New Zealand","7"
3586971,133,"Air New Zealand","Excellent  10"
3585926,150,"Air Asia X","9"
3586883,138,"Another airline",NA
3590743,178,"Another airline",NA
3585970,108,"Air New Zealand","Excellent  10"
3586560,109,"Air New Zealand","6"
3590775,152,"China Southern","9"
3586867,154,"Emirates","9"
3590759,172,"Air Asia X","5"
3586588,117,"Another airline",NA
3586010,139,"Another airline",NA
3590731,102,"American Airlines","8"
3590767,120,"China Southern","8"
3586616,157,"Another airline",NA
3586512,121,"Air New Zealand","8"
3586899,260,"Air New Zealand","Excellent  10"
3585978,140,"Virgin/Virgin Blue/Pacific Blue","8"
3590791,128,"Virgin/Virgin Blue/Pacific Blue",NA
3586975,170,"Singapore Airlines","7"
3590819,144,"Cathay Pacific","9"
3590849,168,"American Airlines","8"
3586859,139,"Korean Air","Excellent  10"
3590845,172,"Virgin/Virgin Blue/Pacific Blue","7"
3590747,121,"Cathay Pacific","8"
3585962,124,"JetStar","7"
3586568,120,"Another airline",NA
3590751,130,"China Southern","6"
3586624,141,"Qantas","9"
3590787,130,"Singapore Airlines","8"
3586987,158,"Another airline",NA
3587039,109,"Air New Zealand","Not Sure"
3586114,152,"Air New Zealand","6"
3590881,103,"Air New Zealand","7"
3586066,122,"Qantas","8"
3586660,159,"Qantas","8"
3590837,138,"Air Asia X","5"
3586134,150,"China Southern","8"
3587127,109,"Air New Zealand","Excellent  10"
3590799,123,"JetStar","6"
3586788,182,"Cathay Pacific","9"
3586042,109,"Air New Zealand","Excellent  10"
3586848,212,"Cathay Pacific","8"
3586628,215,"Air New Zealand","Excellent  10"
3587007,123,"Air New Zealand","Excellent  10"
3586074,177,"Air New Zealand","9"
3590853,161,"Air New Zealand","Excellent  10"
3586656,142,"Air New Zealand","9"
3587067,153,"Air New Zealand","8"
3586991,149,"China Southern","4"
3586122,194,"Emirates","8"
3586118,130,"Air New Zealand","9"
3586162,139,"Air New Zealand","Excellent  10"
3586652,113,"Another airline",NA
3587123,110,"Air New Zealand","7"
3586820,147,"American Airlines","Excellent  10"
3586090,115,"Another airline",NA
3590889,144,"Another airline",NA
3590857,151,"American Airlines","4"
3587139,119,"Qantas","9"
3586784,116,"JetStar","Excellent  10"
3587147,127,"Qantas","5"
3586824,131,"JetStar","8"
3586182,106,"Singapore Airlines","9"
3586676,170,"Malaysian Airlines","8"
3586760,119,"Air New Zealand","Excellent  10"
3587223,122,"Emirates","7"
3586948,167,"Malaysian Airlines","8"
3590929,136,"Another airline",NA
3586744,109,"Emirates","8"
3586692,204,"Qantas","9"
3590941,137,"Air New Zealand","Excellent  10"
3586956,105,"Air New Zealand","Excellent  10"
3586808,187,"Emirates","Excellent  10"
3587155,109,"Qantas","8"
3590885,140,"Emirates","Excellent  10"
3590949,132,"Air New Zealand","6"
3586772,126,"Air New Zealand","Excellent  10"
3586868,135,"Emirates","8"
3590873,119,"Not sure",NA
3590965,161,"Air New Zealand","7"
3586700,118,"Qantas","Excellent  10"
3587255,110,"Air New Zealand","5"
3586202,167,"Emirates","8"
3587175,114,"Emirates","Excellent  10"
3590893,144,"Virgin/Virgin Blue/Pacific Blue","6"
3586884,153,"China Southern","8"
3590901,216,"China Southern","8"
3586190,145,"Not sure",NA
3586904,117,"Singapore Airlines","Excellent  10"
3586896,128,"Emirates","Excellent  10"
3591025,163,"Malaysian Airlines","9"
3586984,150,"Air New Zealand","8"
3586270,181,"Air New Zealand","9"
3590925,110,"Air New Zealand","5"
3587131,116,"Qantas","8"
3586262,145,"Air New Zealand","Excellent  10"
3586198,229,"Air New Zealand",NA
3590921,107,"Qantas","Excellent  10"
3586960,108,"Another airline",NA
3586210,140,"Emirates","5"
3586250,174,"Emirates","6"
3586988,111,"Another airline",NA
3586992,150,"American Airlines","9"
3587195,108,"Qantas","Excellent  10"
3586298,106,"Emirates","Excellent  10"
3586242,162,"Singapore Airlines","9"
3591037,144,"Emirates","Excellent  10"
3586864,108,"JetStar","Excellent  10"
3586996,123,"Air Asia X","6"
3591013,127,"Another airline",NA
3586282,122,"Air New Zealand","8"
3587287,130,"JetStar","9"
3586310,216,"Another airline",NA
3586382,137,"Air New Zealand","8"
3586386,150,"China Southern","9"
3587219,128,"Air New Zealand","9"
3586266,148,"Air New Zealand","Excellent  10"
3587331,125,"JetStar","7"
3587267,126,"Singapore Airlines","9"
3587008,155,"Air New Zealand","Excellent  10"
3587000,142,"Air New Zealand","8"
3586972,129,"Air New Zealand","8"
3591029,132,"Air Asia X","7"
3591057,156,"Another airline",NA
3587012,154,"Cathay Pacific","8"
3587028,124,"Air New Zealand","9"
3586302,148,"Qantas","7"
3586338,112,"Virgin/Virgin Blue/Pacific Blue","9"
3591065,104,"JetStar","6"
3591081,153,"Another airline",NA
3587315,141,"Singapore Airlines","7"
3587299,139,"Emirates","9"
3587056,125,"American Airlines","8"
3586330,192,"Emirates","Excellent  10"
3587367,137,"Emirates","9"
3590985,149,"Air New Zealand","9"
3586920,126,"Qantas","Excellent  10"
3590933,124,"Qantas","7"
3587227,110,"Qantas","9"
3587239,108,"Qantas","8"
3590993,183,"Air New Zealand","8"
3586274,131,"Air New Zealand","Excellent  10"
3587283,167,"Singapore Airlines","Excellent  10"
3587319,144,"Singapore Airlines","8"
3587088,160,"Air New Zealand","Excellent  10"
3587327,161,"Virgin/Virgin Blue/Pacific Blue","9"
3591053,137,"Virgin/Virgin Blue/Pacific Blue","9"
3591124,153,"Air New Zealand","9"
3587335,158,"Singapore Airlines","9"
