"SurveyResponseID","AnswerNumber","AirlineUsed","AirlineRating"
3595113,149,"Virgin/Virgin Blue/Pacific Blue","7"
3594608,131,"Not sure",NA
3595137,138,"Singapore Airlines","9"
3596203,147,"China Southern","9"
3594852,137,"JetStar","7"
3594872,143,"Air New Zealand","8"
3595145,114,"Air New Zealand","Excellent  10"
3594844,192,"Emirates","Excellent  10"
3594612,147,"Emirates","Excellent  10"
3594904,145,"Qantas","5"
3594912,141,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3594932,140,"Virgin/Virgin Blue/Pacific Blue","2"
3596243,110,"Qantas","9"
3595205,139,"Singapore Airlines","5"
3594904,144,"Singapore Airlines","6"
3596171,128,"Air Asia X","Excellent  10"
3594612,145,"Air New Zealand","Excellent  10"
3595157,140,"Air New Zealand","8"
3596203,148,"JetStar","8"
3596215,184,"Air New Zealand","9"
3594620,144,"Another airline",NA
3596223,141,"Air New Zealand","7"
3594924,156,"Qantas","6"
3595185,138,"Qantas","8"
3595189,140,"Not sure",NA
3594936,147,"Not sure",NA
3594612,148,"Virgin/Virgin Blue/Pacific Blue","5"
3595137,139,"JetStar","6"
3595177,148,"Virgin/Virgin Blue/Pacific Blue","8"
3595086,131,"Emirates","9"
3595213,152,"Emirates","Excellent  10"
3596259,174,"JetStar","8"
3594628,146,"Singapore Airlines","Excellent  10"
3594640,146,"Air New Zealand","Excellent  10"
3594944,149,"JetStar","9"
3594952,151,"Air New Zealand","Excellent  10"
3594644,111,"Qantas","9"
3594964,145,"Air New Zealand","9"
3596247,171,"Qantas","Excellent  10"
3594612,146,"JetStar","7"
3596231,164,"Air New Zealand","Excellent  10"
3594876,139,"Air New Zealand","8"
3596235,199,"Air New Zealand","Excellent  10"
3596263,164,"JetStar","7"
3595157,141,"JetStar","5"
3596279,151,"JetStar","6"
3595177,147,"Air New Zealand","6"
3595217,144,"Virgin/Virgin Blue/Pacific Blue","6"
3595233,130,"Air New Zealand","Excellent  10"
3594904,146,"Emirates","7"
3594932,139,"Air New Zealand","9"
3596259,175,"Emirates","Excellent  10"
3595185,139,"Emirates","Excellent  10"
3594964,146,"Emirates","Excellent  10"
3595020,142,"JetStar","6"
3594944,150,"Another airline",NA
3594884,140,"Not sure",NA
3595237,133,"JetStar","6"
3596288,180,"Cathay Pacific","8"
3595016,136,"Cathay Pacific","Excellent  10"
3594952,152,"Emirates","8"
3594715,153,"Emirates","9"
3595221,137,"Air New Zealand","7"
3596283,193,"Air New Zealand","6"
3595016,135,"Air New Zealand","Excellent  10"
3594684,141,"Air New Zealand","Excellent  10"
3595020,141,"Air New Zealand","7"
3594700,151,"Air New Zealand","7"
3596263,165,"Emirates","7"
3595044,146,"Emirates","9"
3596314,107,"Air New Zealand","6"
3595201,136,"Qantas","Excellent  10"
3594628,145,"Air New Zealand","9"
3594664,144,"Virgin/Virgin Blue/Pacific Blue","7"
3596279,150,"Singapore Airlines","Excellent  10"
3594676,142,"Cathay Pacific","7"
3596235,200,"JetStar","7"
3595217,142,"Air New Zealand","Excellent  10"
3595032,154,"Air New Zealand","8"
3595221,138,"Emirates","7"
3594692,142,"Emirates","7"
3596283,194,"Singapore Airlines","8"
3595020,143,"Qantas","Excellent  10"
3595036,130,"Air New Zealand","4"
3595241,145,"JetStar","5"
3595245,157,"Air New Zealand","7"
3595036,131,"JetStar","7"
3594707,143,"Air New Zealand","6"
3594972,135,"Not sure",NA
3596314,108,"Virgin/Virgin Blue/Pacific Blue","7"
3596338,116,"Qantas","7"
3594711,148,"Virgin/Virgin Blue/Pacific Blue","5"
3595036,132,"Another airline",NA
3595024,142,"Qantas","8"
3594719,130,"Air New Zealand","Excellent  10"
3596354,136,"Virgin/Virgin Blue/Pacific Blue","6"
3595044,145,"Singapore Airlines","9"
3596358,148,"Singapore Airlines","9"
3595217,143,"Qantas","6"
3595245,158,"Singapore Airlines","9"
3594704,143,"JetStar","Excellent  10"
3596366,124,"Air New Zealand","7"
3595052,159,"Not sure",NA
3596370,116,"Air New Zealand","9"
3595241,144,"Air New Zealand","Excellent  10"
3595068,136,"Air New Zealand","7"
3595257,139,"Air New Zealand","9"
3594723,143,"Air New Zealand","8"
3594715,152,"Qantas","Excellent  10"
3596386,124,"Air New Zealand","Excellent  10"
3595253,142,"Singapore Airlines","7"
3596382,131,"Qantas","6"
3595260,120,"Singapore Airlines","Excellent  10"
3594727,159,"Air New Zealand","8"
3594731,150,"Virgin/Virgin Blue/Pacific Blue","6"
3595280,123,"Air New Zealand","9"
3595104,139,"Not sure",NA
3595112,141,"Virgin/Virgin Blue/Pacific Blue","6"
3596374,145,"Air New Zealand","9"
3594735,128,"Cathay Pacific","7"
3595312,138,"Singapore Airlines","Excellent  10"
3596406,128,"Qantas","Excellent  10"
3594739,129,"Air New Zealand","Excellent  10"
3596426,150,"Qantas","8"
3595264,127,"Air New Zealand","8"
3594743,144,"Air New Zealand","9"
3596418,139,"Air New Zealand","9"
3594735,126,"Air New Zealand","8"
3595100,150,"Air New Zealand","Excellent  10"
3595076,132,"Virgin/Virgin Blue/Pacific Blue","7"
3594731,149,"Singapore Airlines","Excellent  10"
3596382,132,"Virgin/Virgin Blue/Pacific Blue","8"
3596446,143,"Cathay Pacific","Poor  1"
3595288,153,"Not sure",NA
3595300,125,"Not sure",NA
3595076,131,"Air New Zealand","6"
3595124,146,"Not sure",NA
3594700,152,"Emirates","9"
3595132,147,"Singapore Airlines","7"
3595280,124,"Emirates","8"
3596418,140,"Emirates","9"
3596454,117,"Emirates","8"
3595312,139,"Emirates","Excellent  10"
3594747,139,"Emirates","9"
3594755,137,"Emirates","7"
3594763,142,"Emirates","9"
3594767,196,"Malaysian Airlines","7"
3596382,130,"Air New Zealand","Excellent  10"
3596378,128,"Not sure",NA
3595276,144,"Not sure",NA
3595090,154,"Not sure",NA
3596398,124,"Not sure",NA
3595324,130,"Singapore Airlines","Excellent  10"
3596442,147,"Virgin/Virgin Blue/Pacific Blue","8"
3596426,149,"Air New Zealand","8"
3596446,142,"Qantas","6"
3595328,145,"Virgin/Virgin Blue/Pacific Blue","2"
3596454,118,"Virgin/Virgin Blue/Pacific Blue","5"
3594735,127,"Virgin/Virgin Blue/Pacific Blue","5"
3594747,138,"Qantas","9"
3596422,123,"Qantas","Excellent  10"
3595112,140,"Air New Zealand","7"
3596438,132,"Cathay Pacific","9"
3595312,137,"Air New Zealand","8"
3594751,133,"Qantas","6"
3596426,151,"Virgin/Virgin Blue/Pacific Blue","7"
3596462,164,"Not sure",NA
3595316,139,"Air New Zealand","5"
3594771,116,"Virgin/Virgin Blue/Pacific Blue","8"
3594755,136,"Qantas","8"
3594755,135,"Air New Zealand","8"
3595140,149,"Air New Zealand","8"
3595332,138,"Air New Zealand","7"
3594775,147,"Air New Zealand","7"
3594763,141,"Qantas","8"
3595316,140,"JetStar","7"
3596446,141,"Air New Zealand","9"
3595132,146,"Air New Zealand","7"
3595328,144,"JetStar","9"
3595176,108,"Qantas","Excellent  10"
3595144,142,"Not sure",NA
3596470,127,"Another airline",NA
3594759,127,"Another airline",NA
3594791,165,"Singapore Airlines","8"
3594743,145,"Emirates","9"
3596486,111,"Air New Zealand","7"
3595376,171,"Virgin/Virgin Blue/Pacific Blue","5"
3596506,143,"Virgin/Virgin Blue/Pacific Blue","8"
3595340,138,"Emirates","Excellent  10"
3594795,134,"Qantas","8"
3595368,149,"Singapore Airlines","Excellent  10"
3594771,115,"Air New Zealand","8"
3595140,150,"Qantas","7"
3595184,138,"Not sure",NA
3594787,144,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3595148,134,"JetStar","Excellent  10"
3595152,152,"JetStar","5"
3595368,148,"Air New Zealand","7"
3595376,172,"Another airline",NA
3594779,137,"JetStar","8"
3595192,138,"Air New Zealand","6"
3595380,128,"Air New Zealand","8"
3595336,142,"JetStar","7"
3595196,131,"Another airline",NA
3596506,142,"Air New Zealand","8"
3596575,104,"Air New Zealand","6"
3595352,158,"Another airline",NA
3596502,112,"Air New Zealand","Excellent  10"
3594783,176,"Air New Zealand","7"
3594807,146,"Singapore Airlines","9"
3595422,128,"Singapore Airlines","Excellent  10"
3595200,148,"JetStar","7"
3595316,141,"Emirates","Excellent  10"
3595430,133,"Air New Zealand","6"
3596563,128,"Emirates","Excellent  10"
3594815,151,"Air New Zealand","8"
3595192,139,"JetStar","5"
3595216,135,"Singapore Airlines","Excellent  10"
3594799,158,"JetStar","8"
3596575,105,"Virgin/Virgin Blue/Pacific Blue","6"
3594787,143,"Air New Zealand","Excellent  10"
3596518,136,"Air New Zealand","Poor  1"
3594799,157,"Air New Zealand","Excellent  10"
3595208,147,"Air New Zealand","7"
3595384,142,"Not sure",NA
3596563,129,"Virgin/Virgin Blue/Pacific Blue","7"
3594803,169,"Emirates","9"
3596595,152,"Emirates","8"
3595212,146,"Not sure",NA
3596518,137,"Virgin/Virgin Blue/Pacific Blue","Poor  1"
3594803,168,"Qantas","7"
3595422,129,"Continental","9"
3596567,108,"Singapore Airlines","Excellent  10"
3594811,131,"Virgin/Virgin Blue/Pacific Blue","7"
3595224,126,"Virgin/Virgin Blue/Pacific Blue","3"
3594775,148,"Emirates","9"
3595462,128,"Emirates","8"
3596615,128,"Emirates","Excellent  10"
3596639,162,"Malaysian Airlines","7"
3596599,109,"Qantas","Excellent  10"
3595248,150,"Qantas","9"
3595442,145,"JetStar","9"
3595216,136,"Qantas","7"
3595240,203,"China Southern","8"
3594823,148,"JetStar","3"
3595442,144,"Air New Zealand","8"
3594835,149,"Air New Zealand","8"
3596546,107,"Air New Zealand","8"
3595462,127,"Qantas","Excellent  10"
3595422,130,"JetStar","7"
3596663,103,"JetStar","8"
3595216,134,"Air New Zealand","7"
3595267,140,"Another airline",NA
3595434,150,"Air New Zealand","6"
3595283,137,"Air New Zealand","7"
3594811,130,"Emirates","9"
3595422,131,"Cathay Pacific","7"
3596583,168,"Singapore Airlines","Excellent  10"
3596611,173,"Emirates","9"
3595442,146,"Emirates","7"
3595256,143,"Emirates","9"
3594831,162,"Emirates","Excellent  10"
3595228,148,"Not sure",NA
3595446,151,"Not sure",NA
3594827,110,"Emirates","Excellent  10"
3596639,163,"Qantas","8"
3595240,202,"Air New Zealand","9"
3594831,160,"JetStar","7"
3594819,160,"Singapore Airlines","8"
3595470,158,"Air New Zealand","Excellent  10"
3594835,150,"JetStar","7"
3596699,119,"Air New Zealand","9"
3596611,172,"Qantas","8"
3596567,109,"Lufthansa","7"
3594831,161,"Qantas","Excellent  10"
3596635,184,"Singapore Airlines","8"
3595259,148,"Not sure",NA
3595450,145,"Air New Zealand","8"
3595470,159,"Qantas","6"
3596679,130,"Air New Zealand","8"
3595240,205,"Cathay Pacific","9"
3596283,195,"Lufthansa","3"
3596691,134,"Air New Zealand","4"
3595490,123,"Cathay Pacific","Excellent  10"
3595291,124,"British Airways","9"
3595283,138,"Singapore Airlines","8"
3596707,181,"Air New Zealand","5"
3594859,154,"Air New Zealand","9"
3596771,138,"Air New Zealand","Excellent  10"
3594843,114,"Singapore Airlines","5"
3595502,138,"Virgin/Virgin Blue/Pacific Blue","5"
3596703,119,"Qantas","5"
3595506,131,"Qantas","6"
3594839,152,"Qantas","Excellent  10"
3594863,171,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3595291,123,"Qantas","9"
3595534,145,"Virgin/Virgin Blue/Pacific Blue","7"
3595490,122,"Virgin/Virgin Blue/Pacific Blue","8"
3596821,154,"Virgin/Virgin Blue/Pacific Blue","8"
3595351,138,"JetStar","8"
3594875,143,"China Southern","6"
3596707,182,"Virgin/Virgin Blue/Pacific Blue","5"
3595319,137,"Qantas","9"
3596812,147,"Virgin/Virgin Blue/Pacific Blue","9"
3594875,142,"Singapore Airlines","Excellent  10"
3595351,137,"Air New Zealand","Excellent  10"
3595550,136,"Air New Zealand","6"
3595486,143,"Not sure",NA
3595494,138,"Not sure",NA
3596795,142,"Qantas","8"
3596623,190,"Qantas","Excellent  10"
3595327,135,"Qantas","Excellent  10"
3595534,143,"Air New Zealand","Excellent  10"
3595267,139,"Singapore Airlines","9"
3594823,147,"Air New Zealand","Excellent  10"
3595240,204,"JetStar","7"
3595502,137,"JetStar","5"
3596679,131,"Emirates","Excellent  10"
3596703,120,"Emirates","Excellent  10"
3596691,135,"Qantas","9"
3594855,154,"Virgin/Virgin Blue/Pacific Blue","8"
3595327,134,"Air New Zealand","9"
3594867,158,"Air New Zealand","8"
3595534,144,"JetStar","9"
3596829,157,"JetStar","8"
3596833,143,"Air New Zealand","8"
3594871,157,"Emirates","Excellent  10"
3594867,159,"Qantas","9"
3595387,125,"Air New Zealand","7"
3595550,137,"Virgin/Virgin Blue/Pacific Blue","7"
3594883,117,"Qantas","5"
3595391,129,"Singapore Airlines","9"
3596873,117,"Singapore Airlines","8"
3595393,122,"JetStar","7"
3595592,135,"Air New Zealand","8"
3595588,99,"Air New Zealand","Excellent  10"
3595568,132,"Not sure",NA
3594927,128,"Air New Zealand","6"
3595580,126,"Qantas","Excellent  10"
3596846,182,"Qantas","Excellent  10"
3596861,163,"Virgin/Virgin Blue/Pacific Blue","7"
3596885,136,"Virgin/Virgin Blue/Pacific Blue","4"
3595405,144,"Air New Zealand","7"
3595592,137,"Another airline",NA
3594919,144,"Virgin/Virgin Blue/Pacific Blue","8"
3595351,139,"Emirates","7"
3595371,145,"JetStar","5"
3595572,143,"JetStar","4"
3596841,142,"Air New Zealand","Excellent  10"
3595379,150,"JetStar","3"
3594851,156,"Emirates","8"
3595393,121,"Air New Zealand","9"
3594907,142,"Emirates","7"
3594875,144,"Virgin/Virgin Blue/Pacific Blue","3"
3596889,116,"Singapore Airlines","Excellent  10"
3595363,145,"Air Asia X","Excellent  10"
3596897,134,"Singapore Airlines","9"
3596841,143,"JetStar","7"
3595592,136,"Qantas","8"
3595391,130,"JetStar","3"
3595405,145,"Qantas","9"
3596861,162,"Air New Zealand","Excellent  10"
3596885,135,"Air New Zealand","9"
3594883,118,"Virgin/Virgin Blue/Pacific Blue","6"
3595580,127,"Virgin/Virgin Blue/Pacific Blue","5"
3594919,143,"Air New Zealand","9"
3595405,146,"Another airline",NA
3596905,131,"Emirates","8"
3594927,129,"Emirates","8"
3595600,152,"Qantas","8"
3595413,148,"Not sure",NA
3595604,148,"Not sure",NA
3596917,151,"Singapore Airlines","9"
3595608,141,"Virgin/Virgin Blue/Pacific Blue","8"
3596821,153,"Emirates","9"
3596954,166,"Emirates","9"
3595417,132,"Singapore Airlines","Excellent  10"
3594955,155,"Not sure",NA
3595612,141,"Qantas","9"
3596999,115,"Virgin/Virgin Blue/Pacific Blue","7"
3595409,136,"Air New Zealand","9"
3596909,109,"Singapore Airlines","9"
3595421,150,"Air New Zealand","9"
3595608,140,"China Southern","8"
3596925,138,"Emirates","8"
3596961,166,"Air New Zealand","Excellent  10"
3596929,157,"Emirates","9"
3596999,114,"Air New Zealand","7"
3594939,151,"Virgin/Virgin Blue/Pacific Blue","6"
3595620,128,"Air New Zealand","8"
3595433,134,"Qantas","Excellent  10"
3594939,150,"Qantas","Excellent  10"
3597029,129,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3596966,138,"JetStar","8"
3594959,156,"Virgin/Virgin Blue/Pacific Blue","3"
3594959,154,"Air New Zealand","7"
3595437,121,"Singapore Airlines","8"
3595640,147,"Virgin/Virgin Blue/Pacific Blue","9"
3595640,145,"Air New Zealand","5"
3597008,134,"Cathay Pacific","8"
3597004,102,"Virgin/Virgin Blue/Pacific Blue","7"
3595401,142,"Air Asia X","6"
3595421,151,"JetStar","6"
3595632,152,"JetStar","5"
3596979,109,"Air New Zealand","8"
3595437,122,"JetStar","8"
3596983,111,"JetStar","Poor  1"
3597028,130,"Another airline",NA
3595612,142,"Emirates","8"
3597033,124,"Emirates","Excellent  10"
3595433,133,"Air New Zealand","Excellent  10"
3595441,146,"Virgin/Virgin Blue/Pacific Blue","4"
3595437,123,"Another airline",NA
3597037,165,"Air New Zealand","7"
3594967,131,"Qantas","8"
3595652,136,"Not sure",NA
3597029,128,"Qantas","Excellent  10"
3594959,155,"JetStar","8"
3595457,144,"Qantas","7"
3597062,157,"Air New Zealand","Excellent  10"
3595640,146,"JetStar","6"
3595445,140,"Air New Zealand","5"
3594979,135,"Air New Zealand","6"
3595449,133,"Air New Zealand","7"
3597080,118,"Qantas","7"
3595461,132,"Not sure",NA
3595664,156,"Air New Zealand","7"
3595477,139,"JetStar","9"
3597128,128,"Air New Zealand","7"
3595620,129,"Emirates","Excellent  10"
3597120,133,"Emirates","Excellent  10"
3595019,127,"Air New Zealand","7"
3597168,140,"Air New Zealand","Excellent  10"
3595513,145,"JetStar","8"
3597172,158,"Air New Zealand","Excellent  10"
3595656,144,"Not sure",NA
3594979,136,"Virgin/Virgin Blue/Pacific Blue","8"
3595660,108,"Another airline",NA
3595001,157,"Air New Zealand","9"
3595672,176,"Air New Zealand","Poor  1"
3595493,127,"Air New Zealand","Excellent  10"
3594847,177,"Emirates","9"
3595485,154,"Emirates","9"
3595027,152,"Air New Zealand","9"
3595019,128,"Cathay Pacific","8"
3595445,141,"Virgin/Virgin Blue/Pacific Blue","8"
3597196,131,"JetStar","9"
3597072,159,"Singapore Airlines","9"
3595477,140,"Qantas","6"
3595039,133,"JetStar","Excellent  10"
3597080,119,"Virgin/Virgin Blue/Pacific Blue","7"
3597132,114,"Qantas","6"
3597216,134,"Air New Zealand","Excellent  10"
3595529,136,"Another airline",NA
3597062,158,"Another airline",NA
3595772,174,"Air New Zealand","Excellent  10"
3597076,126,"Air New Zealand","Excellent  10"
3597224,157,"Air New Zealand","Excellent  10"
3594997,131,"Air New Zealand","8"
3595672,177,"Singapore Airlines","Excellent  10"
3595672,178,"JetStar","3"
3597276,115,"Air New Zealand","9"
3595001,159,"Another airline",NA
3595010,151,"JetStar","6"
3597236,117,"Air New Zealand","9"
3595692,119,"China Southern","Excellent  10"
3595600,153,"Korean Air","8"
3595696,138,"Cathay Pacific","9"
3597172,159,"Cathay Pacific","7"
3597220,147,"JetStar","5"
3597236,118,"China Southern","4"
3597212,139,"Emirates","9"
3597216,135,"Emirates","Excellent  10"
3595010,152,"Virgin/Virgin Blue/Pacific Blue","4"
3595513,147,"Virgin/Virgin Blue/Pacific Blue","6"
3595517,137,"Qantas","Excellent  10"
3595043,122,"Qantas","8"
3597232,154,"Virgin/Virgin Blue/Pacific Blue","7"
3597112,207,"Air New Zealand","Excellent  10"
3597092,153,"Emirates","3"
3595001,158,"Emirates","6"
3597316,180,"Cathay Pacific","6"
3597132,113,"JetStar","6"
3595724,127,"Air New Zealand","9"
3595517,136,"Air New Zealand","Excellent  10"
3597208,164,"Korean Air","Excellent  10"
3595493,128,"Cathay Pacific","9"
3595575,142,"Virgin/Virgin Blue/Pacific Blue","6"
3597296,113,"JetStar","Poor  1"
3597333,138,"Air New Zealand","Excellent  10"
3597365,129,"Korean Air","8"
3595680,108,"Emirates","7"
3597381,152,"Emirates","9"
3595497,138,"Qantas","8"
3597308,174,"Virgin/Virgin Blue/Pacific Blue","5"
3595043,123,"Virgin/Virgin Blue/Pacific Blue","9"
3597312,160,"Air New Zealand","9"
3597333,139,"Virgin/Virgin Blue/Pacific Blue","6"
3597316,179,"Air New Zealand","Excellent  10"
3595047,141,"Air New Zealand","Excellent  10"
3597393,140,"Air New Zealand","6"
3595579,122,"JetStar","8"
3597405,166,"Air New Zealand","9"
3595744,107,"Air New Zealand","9"
3595043,121,"Air New Zealand","9"
3595513,146,"Qantas","7"
3595728,100,"Qantas","7"
3595533,152,"Not sure",NA
3595788,121,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3595541,154,"Not sure",NA
3595796,158,"Virgin/Virgin Blue/Pacific Blue","5"
3597308,172,"JetStar","5"
3595579,121,"Air New Zealand","5"
3595603,140,"Air New Zealand","6"
3597308,173,"Qantas","5"
3595824,107,"Air New Zealand","8"
3597365,128,"China Southern","4"
3597417,135,"Air New Zealand","7"
3595846,141,"Air New Zealand","Excellent  10"
3595800,141,"Air New Zealand","9"
3597337,126,"Singapore Airlines","8"
3595047,142,"JetStar","6"
3597389,177,"Air New Zealand","Excellent  10"
3595579,123,"Qantas","8"
3595800,142,"Virgin/Virgin Blue/Pacific Blue","9"
3595926,144,"JetStar","6"
3597393,141,"Virgin/Virgin Blue/Pacific Blue","6"
3595071,127,"Air New Zealand","8"
3597405,167,"Virgin/Virgin Blue/Pacific Blue","5"
3595595,146,"Not sure",NA
3595659,126,"Malaysian Airlines","9"
3595824,108,"Virgin/Virgin Blue/Pacific Blue","8"
3597437,154,"Qantas","5"
3595862,133,"Singapore Airlines","7"
3595047,143,"Emirates","9"
3595922,173,"Qantas","9"
3597461,172,"Singapore Airlines","Excellent  10"
3595067,148,"Not sure",NA
3597449,133,"Qantas","8"
3595579,124,"Emirates","9"
3595603,141,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3595071,128,"Virgin/Virgin Blue/Pacific Blue","8"
3595084,129,"Qantas","Excellent  10"
3595059,137,"Air New Zealand","Excellent  10"
3595647,126,"Virgin/Virgin Blue/Pacific Blue","7"
3595639,140,"Not sure",NA
3597417,136,"Cathay Pacific","5"
3597425,119,"Air New Zealand","4"
3595832,103,"Air New Zealand","Excellent  10"
3595055,128,"Qantas","5"
3597437,153,"Air New Zealand","Excellent  10"
3595812,145,"Virgin/Virgin Blue/Pacific Blue","6"
3595922,171,"Air New Zealand","9"
3595591,145,"Not sure",NA
3595623,138,"Malaysian Airlines","8"
3595059,138,"Singapore Airlines","9"
3595946,155,"Qantas","8"
3595579,125,"Cathay Pacific","8"
3597457,113,"Singapore Airlines","9"
3595796,157,"Emirates","9"
3595623,139,"Emirates","7"
3595084,130,"Virgin/Virgin Blue/Pacific Blue","7"
3595985,142,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3595946,154,"JetStar","8"
3597461,171,"Air New Zealand","7"
3597465,170,"Air New Zealand","7"
3595671,101,"China Southern","5"
3597457,112,"Air New Zealand","8"
3595615,152,"Air New Zealand","Excellent  10"
3595962,127,"Air New Zealand","9"
3597461,173,"Another airline",NA
3595985,141,"Air New Zealand","Excellent  10"
3595975,108,"Air New Zealand","5"
3597465,171,"Another airline",NA
3595103,127,"Not sure",NA
3595922,172,"JetStar","7"
3597473,144,"Qantas","8"
3595989,100,"Air New Zealand","7"
3595115,136,"Qantas","7"
3595123,133,"Not sure",NA
3595723,156,"Qantas","9"
3595993,141,"Virgin/Virgin Blue/Pacific Blue","9"
3595989,101,"Qantas","9"
3597517,109,"Virgin/Virgin Blue/Pacific Blue","9"
3595119,156,"Air New Zealand","8"
3595093,143,"JetStar","6"
3595993,140,"Air New Zealand","Excellent  10"
3595695,127,"Air New Zealand","Excellent  10"
3595703,130,"Air New Zealand","5"
3595127,141,"Air New Zealand","Excellent  10"
3596030,122,"JetStar","3"
3597525,152,"Air New Zealand","9"
3596001,109,"Air New Zealand","Excellent  10"
3595127,142,"JetStar","7"
3595731,132,"Air New Zealand","8"
3596034,104,"Air New Zealand","Excellent  10"
3596046,122,"Emirates","Excellent  10"
3597553,173,"Emirates","9"
3595099,151,"Not sure",NA
3595131,140,"Not sure",NA
3595143,130,"Singapore Airlines","Excellent  10"
3596034,105,"Virgin/Virgin Blue/Pacific Blue","4"
3595727,159,"JetStar","6"
3597549,151,"Virgin/Virgin Blue/Pacific Blue","8"
3595147,136,"Air New Zealand","8"
3595159,135,"Virgin/Virgin Blue/Pacific Blue","8"
3596042,139,"JetStar","8"
3597581,183,"Air New Zealand","9"
3597589,159,"Air New Zealand","9"
3597525,153,"Virgin/Virgin Blue/Pacific Blue","9"
3595143,129,"Air New Zealand","9"
3597577,188,"Singapore Airlines","7"
3596042,138,"China Southern","8"
3595763,116,"JetStar","6"
3595779,129,"Air New Zealand","9"
3597557,167,"Emirates","Excellent  10"
3596142,179,"Emirates","8"
3595615,153,"Korean Air","Excellent  10"
3596134,137,"Cathay Pacific","7"
3595163,139,"Not sure",NA
3597553,172,"Singapore Airlines","8"
3595731,133,"Another airline",NA
3597611,141,"Virgin/Virgin Blue/Pacific Blue","7"
3597549,150,"Air New Zealand","Excellent  10"
3595747,146,"Air New Zealand","9"
3595155,109,"Air New Zealand","8"
3595775,154,"JetStar","8"
3597639,144,"Virgin/Virgin Blue/Pacific Blue","7"
3596086,124,"Air New Zealand","7"
3595807,116,"Another airline",NA
3596102,130,"Air New Zealand","Excellent  10"
3595807,115,"Air New Zealand","9"
3597639,143,"Air New Zealand","8"
3596062,136,"JetStar","8"
3596150,124,"Air New Zealand","5"
3596118,113,"JetStar","8"
3595819,108,"Qantas","Excellent  10"
3595159,134,"Qantas","8"
3595167,152,"Not sure",NA
3597643,158,"Singapore Airlines","8"
3595823,162,"Air New Zealand","7"
3595799,101,"Air New Zealand","Excellent  10"
3596074,114,"JetStar","9"
3595837,140,"Singapore Airlines","9"
3595823,163,"JetStar","2"
3597695,180,"Air New Zealand","9"
3597699,153,"Virgin/Virgin Blue/Pacific Blue","9"
3595191,124,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3595898,100,"Korean Air","8"
3596186,151,"Qantas","8"
3597735,130,"Qantas","Excellent  10"
3595905,112,"Singapore Airlines","Excellent  10"
3595231,142,"Singapore Airlines","9"
3597755,184,"British Airways","5"
3595823,164,"Cathay Pacific","8"
3597767,117,"Malaysian Airlines","9"
3595849,101,"Qantas","7"
3597715,171,"Qantas","9"
3596182,132,"Singapore Airlines","7"
3597731,133,"Virgin/Virgin Blue/Pacific Blue","6"
3597589,160,"Emirates","5"
3595975,109,"Emirates","Excellent  10"
3595195,132,"Emirates","9"
3595203,145,"Emirates","8"
3596186,152,"Virgin/Virgin Blue/Pacific Blue","7"
3595195,131,"Singapore Airlines","8"
3595223,138,"Virgin/Virgin Blue/Pacific Blue","6"
3596154,156,"Air New Zealand","Excellent  10"
3595191,123,"Air New Zealand","Excellent  10"
3596206,152,"Qantas","7"
3595917,134,"Singapore Airlines","Excellent  10"
3595827,138,"Air New Zealand","Poor  1"
3595861,113,"Air New Zealand","Excellent  10"
3596174,123,"Air New Zealand","Excellent  10"
3595235,131,"Air New Zealand","5"
3597731,132,"Air New Zealand","8"
3595211,147,"Air New Zealand","8"
3595877,100,"Another airline",NA
3597755,182,"JetStar","4"
3596214,141,"Air New Zealand","Excellent  10"
3596238,111,"Another airline",NA
3595278,122,"JetStar","5"
3596017,134,"Air New Zealand","9"
3596262,122,"Air New Zealand","9"
3596025,139,"Air New Zealand","Excellent  10"
3595937,150,"Air New Zealand","9"
3597759,208,"Air New Zealand","Excellent  10"
3596218,117,"Air New Zealand","9"
3596009,165,"Air New Zealand","Excellent  10"
3595973,114,"Emirates","Excellent  10"
3596254,152,"Emirates","Excellent  10"
3597827,156,"Air New Zealand","7"
3597779,171,"Cathay Pacific","6"
3597783,177,"Cathay Pacific","Excellent  10"
3595235,133,"Qantas","Excellent  10"
3596218,118,"Qantas","8"
3595913,130,"JetStar","6"
3595255,147,"JetStar","7"
3596009,166,"Another airline",NA
3597715,170,"JetStar","7"
3595282,148,"Air New Zealand","Excellent  10"
3596287,135,"Air New Zealand","Excellent  10"
3596206,153,"Another airline",NA
3595937,151,"Singapore Airlines","Excellent  10"
3595235,132,"JetStar","7"
3595849,102,"Emirates","9"
3597851,154,"Emirates","6"
3596234,128,"Air New Zealand","7"
3597783,176,"British Airways","Excellent  10"
3595274,136,"Air New Zealand","Excellent  10"
3597779,170,"Air New Zealand","8"
3597815,131,"Air New Zealand","Excellent  10"
3596297,124,"China Southern","7"
3595251,152,"Qantas","7"
3595961,115,"Virgin/Virgin Blue/Pacific Blue","2"
3596262,123,"Emirates","Excellent  10"
3596349,120,"Another airline",NA
3596345,120,"JetStar","8"
