"SurveyResponseID","AnswerNumber","HobbitExpType"
3609979,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3609979,111,"Wanted to see where the film was made"
3609979,112,"I wanted to visit Hobbiton"
3609993,186,"The scenery"
3609993,187,"Wanted to see if the scenery was like it was in the film"
3609993,188,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3609993,189,"Wanted to see where the film was made"
3609993,190,"I wanted to visit Hobbiton"
3609993,191,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610023,176,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610026,151,"The scenery"
3610026,152,"I wanted to visit Hobbiton"
3610026,153,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610048,138,"The scenery"
3610048,139,"Wanted to see where the film was made"
3610084,142,"Wanted to see if the scenery was like it was in the film"
3610084,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610084,144,"Wanted to see where the film was made"
3610084,145,"I wanted to visit Hobbiton"
3610125,119,"Wanted to see if the scenery was like it was in the film"
3610125,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610125,121,"Wanted to see where the film was made"
3610125,122,"I wanted to visit Hobbiton"
3610126,175,"The scenery"
3610126,176,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610126,177,"Wanted to see where the film was made"
3610126,178,"I wanted to visit Hobbiton"
3610126,179,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610148,184,"The scenery"
3610148,185,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610169,136,"The scenery"
3610169,137,"Wanted to see if the scenery was like it was in the film"
3610169,138,"Wanted to see where the film was made"
3610169,139,"I wanted to visit Hobbiton"
3610172,198,"The scenery"
3610172,199,"Wanted to see if the scenery was like it was in the film"
3610190,144,"The scenery"
3610214,103,"The scenery"
3610214,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610214,105,"Wanted to see where the film was made"
3610214,106,"I wanted to visit Hobbiton"
3610214,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610217,123,"The scenery"
3610234,143,"The scenery"
3610234,144,"Wanted to see where the film was made"
3610234,145,"I wanted to visit Hobbiton"
3610238,160,"The scenery"
3610238,161,"Wanted to see if the scenery was like it was in the film"
3610238,162,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610238,163,"Wanted to see where the film was made"
3610238,164,"I wanted to visit Hobbiton"
3610238,165,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610252,150,"The scenery"
3610252,151,"Wanted to see if the scenery was like it was in the film"
3610252,152,"I wanted to visit Hobbiton"
3610256,157,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610256,158,"Wanted to see where the film was made"
3610256,159,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610278,170,"The scenery"
3610282,126,"The scenery"
3610282,127,"Wanted to see if the scenery was like it was in the film"
3610282,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610282,129,"Wanted to see where the film was made"
3610282,130,"I wanted to visit Hobbiton"
3610282,131,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610282,132,"Something else"
3610296,95,"The scenery"
3610317,129,"The scenery"
3610320,138,"The scenery"
3610320,139,"Wanted to see where the film was made"
3610320,140,"I wanted to visit Hobbiton"
3610320,141,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610325,118,"Wanted to see if the scenery was like it was in the film"
3610325,119,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610325,120,"Wanted to see where the film was made"
3610325,121,"I wanted to visit Hobbiton"
3610349,130,"The scenery"
3610349,131,"Wanted to see where the film was made"
3610349,132,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610413,151,"The scenery"
3610413,152,"Wanted to see if the scenery was like it was in the film"
3610413,153,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610421,120,"The scenery"
3610421,121,"Wanted to see if the scenery was like it was in the film"
3610421,122,"Wanted to see where the film was made"
3610422,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610425,115,"Wanted to see if the scenery was like it was in the film"
3610425,116,"Wanted to see where the film was made"
3610425,117,"I wanted to visit Hobbiton"
3610425,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610426,131,"The scenery"
3610426,132,"Wanted to see if the scenery was like it was in the film"
3610426,133,"Wanted to see where the film was made"
3610426,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610438,142,"Wanted to see if the scenery was like it was in the film"
3610450,129,"Not sure"
3610491,105,"Wanted to see where the film was made"
3610491,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610511,114,"The scenery"
3610511,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610511,116,"Wanted to see where the film was made"
3610511,117,"I wanted to visit Hobbiton"
3610514,154,"Wanted to see if the scenery was like it was in the film"
3610514,155,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610514,156,"I wanted to visit Hobbiton"
3610524,150,"The scenery"
3610524,151,"Wanted to see if the scenery was like it was in the film"
3610527,123,"Wanted to see if the scenery was like it was in the film"
3610527,124,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610571,146,"The scenery"
3610571,147,"I wanted to visit Hobbiton"
3610571,148,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610584,143,"The scenery"
3610584,144,"Wanted to see if the scenery was like it was in the film"
3610584,145,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610584,146,"Wanted to see where the film was made"
3610584,147,"I wanted to visit Hobbiton"
3610584,148,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610626,119,"The scenery"
3610626,120,"Wanted to see if the scenery was like it was in the film"
3610626,121,"Wanted to see where the film was made"
3610626,122,"I wanted to visit Hobbiton"
3610626,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610642,102,"Wanted to see where the film was made"
3610713,112,"The scenery"
3610713,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610713,114,"Wanted to see where the film was made"
3610753,115,"The scenery"
3610753,116,"Wanted to see if the scenery was like it was in the film"
3610753,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610753,118,"Wanted to see where the film was made"
3610753,119,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610782,132,"The scenery"
3610782,133,"Wanted to see if the scenery was like it was in the film"
3610782,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610798,146,"The scenery"
3610803,132,"The scenery"
3610803,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610803,134,"Wanted to see where the film was made"
3610803,135,"I wanted to visit Hobbiton"
3610806,134,"I wanted to visit Hobbiton"
3610817,112,"The scenery"
3610836,106,"The scenery"
3610902,154,"The scenery"
3610902,155,"Wanted to see if the scenery was like it was in the film"
3610902,156,"Wanted to see where the film was made"
3610927,106,"Wanted to see where the film was made"
3610932,136,"The scenery"
3610932,137,"Wanted to see if the scenery was like it was in the film"
3610932,138,"Wanted to see where the film was made"
3610932,139,"I wanted to visit Hobbiton"
3610932,140,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3610964,109,"Wanted to see if the scenery was like it was in the film"
3610964,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3610964,111,"Wanted to see where the film was made"
3610964,112,"I wanted to visit Hobbiton"
3611027,108,"The scenery"
3611027,109,"Wanted to see where the film was made"
3611031,125,"Wanted to see if the scenery was like it was in the film"
3611085,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611099,109,"The scenery"
3611104,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611104,118,"I wanted to visit Hobbiton"
3611126,145,"The scenery"
3611174,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3611223,106,"Wanted to see where the film was made"
3611223,107,"I wanted to visit Hobbiton"
3611239,118,"The scenery"
3611239,119,"Wanted to see if the scenery was like it was in the film"
3611239,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611239,121,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3611363,108,"The scenery"
3611363,109,"Wanted to see where the film was made"
3611363,110,"I wanted to visit Hobbiton"
3611363,111,"Something else"
3611392,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611392,105,"Wanted to see where the film was made"
3611410,108,"Wanted to see where the film was made"
3611410,109,"I wanted to visit Hobbiton"
3611423,99,"The scenery"
3611423,100,"I wanted to visit Hobbiton"
3611448,124,"The scenery"
3611465,88,"Wanted to see if the scenery was like it was in the film"
3611465,89,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611465,90,"Wanted to see where the film was made"
3611465,91,"I wanted to visit Hobbiton"
3611466,115,"Wanted to see where the film was made"
3611466,116,"I wanted to visit Hobbiton"
3611478,107,"Wanted to see if the scenery was like it was in the film"
3611478,108,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611478,109,"Wanted to see where the film was made"
3611478,110,"I wanted to visit Hobbiton"
3611514,102,"The scenery"
3611514,103,"Wanted to see if the scenery was like it was in the film"
3611514,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611514,105,"Wanted to see where the film was made"
3611514,106,"I wanted to visit Hobbiton"
3611514,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3611556,92,"The scenery"
3611556,93,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611556,94,"Wanted to see where the film was made"
3611608,100,"Wanted to see where the film was made"
3611608,101,"I wanted to visit Hobbiton"
3611649,107,"The scenery"
3611649,108,"I wanted to visit Hobbiton"
3611667,88,"Wanted to see where the film was made"
3611667,89,"I wanted to visit Hobbiton"
3611675,88,"The scenery"
3611675,89,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611675,90,"Wanted to see where the film was made"
3611675,91,"I wanted to visit Hobbiton"
3611681,96,"The scenery"
3611736,150,"The scenery"
3611736,151,"I wanted to visit Hobbiton"
3611746,102,"The scenery"
3611746,103,"Wanted to see if the scenery was like it was in the film"
3611746,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611746,105,"Wanted to see where the film was made"
3611746,106,"I wanted to visit Hobbiton"
3611746,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3611753,96,"The scenery"
3611753,97,"I wanted to visit Hobbiton"
3611753,98,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3611774,105,"Something else"
3611781,108,"The scenery"
3611781,109,"Wanted to see if the scenery was like it was in the film"
3611781,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611781,111,"Wanted to see where the film was made"
3611781,112,"I wanted to visit Hobbiton"
3611797,98,"I wanted to visit Hobbiton"
3611818,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611818,145,"Something else"
3611820,121,"The scenery"
3611820,122,"Wanted to see if the scenery was like it was in the film"
3611820,123,"Wanted to see where the film was made"
3611820,124,"I wanted to visit Hobbiton"
3611820,125,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3611880,107,"The scenery"
3611880,108,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611880,109,"Wanted to see where the film was made"
3611880,110,"I wanted to visit Hobbiton"
3611891,99,"The scenery"
3611901,101,"The scenery"
3611901,102,"Wanted to see if the scenery was like it was in the film"
3611910,96,"The scenery"
3611910,97,"Wanted to see if the scenery was like it was in the film"
3611910,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611910,99,"I wanted to visit Hobbiton"
3611910,100,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3611967,97,"The scenery"
3611967,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3611967,99,"Wanted to see where the film was made"
3611967,100,"I wanted to visit Hobbiton"
3611995,87,"I wanted to visit Hobbiton"
3612037,103,"Wanted to see if the scenery was like it was in the film"
3612037,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3612037,105,"Wanted to see where the film was made"
3612037,106,"I wanted to visit Hobbiton"
3612107,114,"The scenery"
3612117,114,"The scenery"
3612117,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3612117,116,"Wanted to see where the film was made"
3612117,117,"I wanted to visit Hobbiton"
3612117,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3617190,124,"I wanted to visit Hobbiton"
3617191,156,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617191,157,"Wanted to see where the film was made"
3617207,136,"The scenery"
3617207,137,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3617214,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617254,103,"The scenery"
3617254,104,"I wanted to visit Hobbiton"
3617265,105,"The scenery"
3617265,106,"Wanted to see where the film was made"
3617270,120,"The scenery"
3617270,121,"Wanted to see where the film was made"
3617270,122,"I wanted to visit Hobbiton"
3617276,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617276,144,"Wanted to see where the film was made"
3617276,145,"I wanted to visit Hobbiton"
3617279,134,"Wanted to see if the scenery was like it was in the film"
3617283,165,"Wanted to see if the scenery was like it was in the film"
3617283,166,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617315,165,"The scenery"
3617315,166,"Wanted to see if the scenery was like it was in the film"
3617315,167,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617315,168,"I wanted to visit Hobbiton"
3617319,113,"Wanted to see if the scenery was like it was in the film"
3617328,227,"The scenery"
3617328,228,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617328,229,"Something else"
3617341,134,"Wanted to see if the scenery was like it was in the film"
3617341,135,"Wanted to see where the film was made"
3617341,136,"I wanted to visit Hobbiton"
3617363,200,"The scenery"
3617363,201,"Wanted to see if the scenery was like it was in the film"
3617363,202,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617363,203,"Wanted to see where the film was made"
3617363,204,"I wanted to visit Hobbiton"
3617379,131,"The scenery"
3617379,132,"Wanted to see if the scenery was like it was in the film"
3617379,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617379,134,"Wanted to see where the film was made"
3617379,135,"I wanted to visit Hobbiton"
3617379,136,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3617382,147,"The scenery"
3617382,148,"Wanted to see if the scenery was like it was in the film"
3617382,149,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617382,150,"Wanted to see where the film was made"
3617382,151,"I wanted to visit Hobbiton"
3617382,152,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3617397,109,"Wanted to see if the scenery was like it was in the film"
3617397,110,"Wanted to see where the film was made"
3617397,111,"I wanted to visit Hobbiton"
3617409,129,"The scenery"
3617409,130,"Wanted to see if the scenery was like it was in the film"
3617409,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617409,132,"Wanted to see where the film was made"
3617409,133,"I wanted to visit Hobbiton"
3617409,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3617502,92,"The scenery"
3617502,93,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617502,94,"I wanted to visit Hobbiton"
3617502,95,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3617691,145,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3617891,150,"Wanted to see if the scenery was like it was in the film"
3617891,151,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3617891,152,"Wanted to see where the film was made"
3617891,153,"I wanted to visit Hobbiton"
3617891,154,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618043,116,"The scenery"
3618046,126,"The scenery"
3618046,127,"Wanted to see where the film was made"
3618046,128,"I wanted to visit Hobbiton"
3618046,129,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618052,118,"Wanted to see where the film was made"
3618052,119,"Something else"
3618075,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618075,125,"Wanted to see where the film was made"
3618088,121,"The scenery"
3618088,122,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618112,96,"I wanted to visit Hobbiton"
3618128,156,"The scenery"
3618128,157,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618130,109,"The scenery"
3618130,110,"Wanted to see if the scenery was like it was in the film"
3618130,111,"Wanted to see where the film was made"
3618130,112,"I wanted to visit Hobbiton"
3618130,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618131,121,"The scenery"
3618131,122,"Wanted to see if the scenery was like it was in the film"
3618131,123,"Wanted to see where the film was made"
3618131,124,"I wanted to visit Hobbiton"
3618131,125,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618136,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618136,99,"Wanted to see where the film was made"
3618136,100,"I wanted to visit Hobbiton"
3618143,140,"The scenery"
3618143,141,"Wanted to see if the scenery was like it was in the film"
3618143,142,"I wanted to visit Hobbiton"
3618143,143,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618152,90,"The scenery"
3618152,91,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618180,172,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618183,116,"The scenery"
3618183,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618202,136,"The scenery"
3618202,137,"Wanted to see if the scenery was like it was in the film"
3618202,138,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618202,139,"Wanted to see where the film was made"
3618202,140,"I wanted to visit Hobbiton"
3618202,141,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618222,142,"The scenery"
3618222,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618222,144,"Wanted to see where the film was made"
3618222,145,"I wanted to visit Hobbiton"
3618236,158,"Wanted to see where the film was made"
3618239,127,"Wanted to see if the scenery was like it was in the film"
3618239,128,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618281,125,"Wanted to see where the film was made"
3618296,131,"The scenery"
3618299,133,"The scenery"
3618299,134,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618299,135,"Wanted to see where the film was made"
3618299,136,"I wanted to visit Hobbiton"
3618300,112,"The scenery"
3618327,110,"Wanted to see if the scenery was like it was in the film"
3618327,111,"Wanted to see where the film was made"
3618345,92,"The scenery"
3618368,129,"The scenery"
3618371,130,"I wanted to visit Hobbiton"
3618371,131,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618386,95,"The scenery"
3618386,96,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618386,97,"Wanted to see where the film was made"
3618386,98,"I wanted to visit Hobbiton"
3618407,90,"The scenery"
3618407,91,"I wanted to visit Hobbiton"
3618430,110,"The scenery"
3618430,111,"Wanted to see if the scenery was like it was in the film"
3618430,112,"Wanted to see where the film was made"
3618430,113,"I wanted to visit Hobbiton"
3618430,114,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618453,151,"The scenery"
3618453,152,"Wanted to see if the scenery was like it was in the film"
3618453,153,"Wanted to see where the film was made"
3618453,154,"I wanted to visit Hobbiton"
3618481,121,"The scenery"
3618481,122,"Wanted to see if the scenery was like it was in the film"
3618481,123,"Wanted to see where the film was made"
3618481,124,"Something else"
3618546,122,"The scenery"
3618546,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618554,89,"The scenery"
3618554,90,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618554,91,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618564,109,"The scenery"
3618564,110,"Wanted to see if the scenery was like it was in the film"
3618580,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618580,104,"Wanted to see where the film was made"
3618580,105,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618582,109,"The scenery"
3618582,110,"Wanted to see where the film was made"
3618582,111,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618594,110,"Wanted to see if the scenery was like it was in the film"
3618623,148,"The scenery"
3618623,149,"Wanted to see if the scenery was like it was in the film"
3618623,150,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618623,151,"Wanted to see where the film was made"
3618623,152,"I wanted to visit Hobbiton"
3618635,100,"The scenery"
3618635,101,"Wanted to see where the film was made"
3618646,113,"I wanted to visit Hobbiton"
3618649,118,"The scenery"
3618649,119,"Wanted to see if the scenery was like it was in the film"
3618649,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618649,121,"Wanted to see where the film was made"
3618649,122,"I wanted to visit Hobbiton"
3618649,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618667,108,"The scenery"
3618667,109,"Wanted to see if the scenery was like it was in the film"
3618667,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618667,111,"Wanted to see where the film was made"
3618667,112,"I wanted to visit Hobbiton"
3618667,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618757,121,"The scenery"
3618757,122,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618768,146,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618780,131,"Wanted to see if the scenery was like it was in the film"
3618805,152,"The scenery"
3618805,153,"Wanted to see if the scenery was like it was in the film"
3618805,154,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618805,155,"Wanted to see where the film was made"
3618806,126,"Wanted to see if the scenery was like it was in the film"
3618832,108,"The scenery"
3618832,109,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618856,111,"Wanted to see where the film was made"
3618867,92,"The scenery"
3618869,114,"Wanted to see if the scenery was like it was in the film"
3618869,115,"I wanted to visit Hobbiton"
3618872,115,"The scenery"
3618872,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618872,117,"I wanted to visit Hobbiton"
3618872,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3618894,183,"Wanted to see if the scenery was like it was in the film"
3618894,184,"Wanted to see where the film was made"
3618908,97,"Wanted to see if the scenery was like it was in the film"
3618927,96,"The scenery"
3618940,140,"The scenery"
3618941,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618947,107,"The scenery"
3618949,94,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3618993,146,"The scenery"
3618993,147,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619012,142,"Something else"
3619020,111,"The scenery"
3619020,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3619021,141,"Wanted to see if the scenery was like it was in the film"
3619021,142,"I wanted to visit Hobbiton"
3619072,129,"The scenery"
3619072,130,"Wanted to see where the film was made"
3619084,146,"Wanted to see if the scenery was like it was in the film"
3619084,147,"I wanted to visit Hobbiton"
3619108,106,"I wanted to visit Hobbiton"
3619112,105,"Wanted to see if the scenery was like it was in the film"
3619112,106,"Wanted to see where the film was made"
3619112,107,"I wanted to visit Hobbiton"
3619119,112,"Wanted to see if the scenery was like it was in the film"
3619119,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619119,114,"I wanted to visit Hobbiton"
3619138,142,"Wanted to see where the film was made"
3619138,143,"I wanted to visit Hobbiton"
3619145,157,"Wanted to see if the scenery was like it was in the film"
3619145,158,"I wanted to visit Hobbiton"
3619149,132,"Wanted to see if the scenery was like it was in the film"
3619163,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619163,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3619197,137,"The scenery"
3619199,122,"Something else"
3619202,121,"The scenery"
3619215,118,"The scenery"
3619215,119,"Wanted to see if the scenery was like it was in the film"
3619215,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619215,121,"Wanted to see where the film was made"
3619215,122,"I wanted to visit Hobbiton"
3619223,136,"The scenery"
3619223,137,"I wanted to visit Hobbiton"
3619223,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3619239,111,"I wanted to visit Hobbiton"
3619239,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3619255,137,"The scenery"
3619255,138,"Wanted to see if the scenery was like it was in the film"
3619255,139,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3619266,113,"The scenery"
3619309,105,"The scenery"
3619321,107,"The scenery"
3619321,108,"Wanted to see if the scenery was like it was in the film"
3619321,109,"Wanted to see where the film was made"
3619321,110,"I wanted to visit Hobbiton"
3619337,114,"The scenery"
3619337,115,"Wanted to see if the scenery was like it was in the film"
3619337,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619337,117,"Wanted to see where the film was made"
3619337,118,"I wanted to visit Hobbiton"
3619337,119,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3619343,101,"The scenery"
3619343,102,"Wanted to see if the scenery was like it was in the film"
3619343,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619343,104,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3619345,148,"Wanted to see if the scenery was like it was in the film"
3619345,149,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619345,150,"I wanted to visit Hobbiton"
3619399,120,"The scenery"
3619399,121,"Wanted to see if the scenery was like it was in the film"
3619399,122,"Wanted to see where the film was made"
3619439,129,"Wanted to see if the scenery was like it was in the film"
3619439,130,"Wanted to see where the film was made"
3619441,146,"The scenery"
3619441,147,"Wanted to see if the scenery was like it was in the film"
3619441,148,"Wanted to see where the film was made"
3619441,149,"I wanted to visit Hobbiton"
3619453,135,"Wanted to see if the scenery was like it was in the film"
3619468,134,"Wanted to see where the film was made"
3619510,118,"Wanted to see if the scenery was like it was in the film"
3619528,136,"Wanted to see if the scenery was like it was in the film"
3619528,137,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619528,138,"I wanted to visit Hobbiton"
3619546,107,"The scenery"
3619546,108,"Wanted to see if the scenery was like it was in the film"
3619564,133,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3619572,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3619583,112,"The scenery"
3619602,166,"The scenery"
3619602,167,"I wanted to visit Hobbiton"
3619623,143,"Wanted to see if the scenery was like it was in the film"
3619661,120,"The scenery"
3619661,121,"Wanted to see if the scenery was like it was in the film"
3619661,122,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619661,123,"Wanted to see where the film was made"
3619661,124,"I wanted to visit Hobbiton"
3619669,96,"The scenery"
3619669,97,"Wanted to see if the scenery was like it was in the film"
3619669,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619669,99,"Wanted to see where the film was made"
3619692,113,"Wanted to see where the film was made"
3619702,116,"The scenery"
3619702,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619702,118,"Wanted to see where the film was made"
3619731,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3619731,132,"Wanted to see where the film was made"
3619731,133,"I wanted to visit Hobbiton"
3619731,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3619735,113,"The scenery"
3619735,114,"Wanted to see if the scenery was like it was in the film"
