"SurveyResponseID","AnswerNumber","HobbitExpType"
3584112,100,"Wanted to see if the scenery was like it was in the film"
3584112,101,"I wanted to visit Hobbiton"
3584119,138,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584119,139,"I wanted to visit Hobbiton"
3584119,140,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584121,154,"The scenery"
3584121,155,"Wanted to see if the scenery was like it was in the film"
3584127,118,"The scenery"
3584127,119,"Wanted to see if the scenery was like it was in the film"
3584127,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584127,121,"Wanted to see where the film was made"
3584127,122,"I wanted to visit Hobbiton"
3584127,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584129,132,"The scenery"
3584129,133,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584130,161,"The scenery"
3584130,162,"Wanted to see if the scenery was like it was in the film"
3584130,163,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584130,164,"I wanted to visit Hobbiton"
3584130,165,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584133,105,"The scenery"
3584133,106,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584134,155,"Wanted to see if the scenery was like it was in the film"
3584138,84,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584144,130,"The scenery"
3584167,114,"Wanted to see if the scenery was like it was in the film"
3584167,115,"Wanted to see where the film was made"
3584167,116,"I wanted to visit Hobbiton"
3584189,142,"The scenery"
3584189,143,"Wanted to see if the scenery was like it was in the film"
3584189,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584222,150,"The scenery"
3584222,151,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584222,152,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584232,142,"The scenery"
3584247,163,"The scenery"
3584247,164,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584247,165,"Wanted to see where the film was made"
3584247,166,"I wanted to visit Hobbiton"
3584264,97,"Wanted to see if the scenery was like it was in the film"
3584312,131,"Wanted to see if the scenery was like it was in the film"
3584312,132,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584312,133,"I wanted to visit Hobbiton"
3584322,138,"The scenery"
3584322,139,"Wanted to see if the scenery was like it was in the film"
3584322,140,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584322,141,"Wanted to see where the film was made"
3584322,142,"I wanted to visit Hobbiton"
3584328,162,"The scenery"
3584328,163,"Wanted to see if the scenery was like it was in the film"
3584328,164,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584328,165,"Wanted to see where the film was made"
3584328,166,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584338,101,"I wanted to visit Hobbiton"
3584361,97,"Wanted to see if the scenery was like it was in the film"
3584361,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584361,99,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584391,105,"The scenery"
3584391,106,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584410,109,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584472,124,"The scenery"
3584472,125,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584472,126,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584490,168,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584490,169,"Wanted to see where the film was made"
3584490,170,"I wanted to visit Hobbiton"
3584508,167,"The scenery"
3584510,94,"The scenery"
3584510,95,"Wanted to see if the scenery was like it was in the film"
3584510,96,"Wanted to see where the film was made"
3584510,97,"I wanted to visit Hobbiton"
3584526,127,"The scenery"
3584526,128,"Wanted to see where the film was made"
3584526,129,"I wanted to visit Hobbiton"
3584560,151,"The scenery"
3584560,152,"Wanted to see if the scenery was like it was in the film"
3584560,153,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584560,154,"Wanted to see where the film was made"
3584560,155,"I wanted to visit Hobbiton"
3584568,137,"Not sure"
3584569,189,"The scenery"
3584569,190,"Wanted to see if the scenery was like it was in the film"
3584569,191,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584569,192,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584585,109,"The scenery"
3584585,110,"Wanted to see if the scenery was like it was in the film"
3584595,98,"The scenery"
3584595,99,"I wanted to visit Hobbiton"
3584595,100,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584608,97,"Wanted to see where the film was made"
3584621,119,"I wanted to visit Hobbiton"
3584626,99,"The scenery"
3584626,100,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584626,101,"Wanted to see where the film was made"
3584626,102,"I wanted to visit Hobbiton"
3584626,103,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584635,109,"The scenery"
3584635,110,"Wanted to see if the scenery was like it was in the film"
3584635,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584635,112,"Wanted to see where the film was made"
3584635,113,"I wanted to visit Hobbiton"
3584675,134,"The scenery"
3584675,135,"Wanted to see if the scenery was like it was in the film"
3584675,136,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584675,137,"Wanted to see where the film was made"
3584675,138,"I wanted to visit Hobbiton"
3584679,116,"The scenery"
3584679,117,"Wanted to see where the film was made"
3584681,115,"Wanted to see if the scenery was like it was in the film"
3584681,116,"I wanted to visit Hobbiton"
3584681,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584732,137,"I wanted to visit Hobbiton"
3584737,161,"Not sure"
3584745,143,"I wanted to visit Hobbiton"
3584746,142,"The scenery"
3584746,143,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584767,151,"The scenery"
3584767,152,"Wanted to see if the scenery was like it was in the film"
3584775,129,"The scenery"
3584775,130,"Wanted to see if the scenery was like it was in the film"
3584775,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584775,132,"Wanted to see where the film was made"
3584775,133,"I wanted to visit Hobbiton"
3584775,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584792,121,"The scenery"
3584796,109,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584812,125,"The scenery"
3584812,126,"I wanted to visit Hobbiton"
3584813,122,"The scenery"
3584813,123,"Wanted to see if the scenery was like it was in the film"
3584813,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584813,125,"Wanted to see where the film was made"
3584813,126,"I wanted to visit Hobbiton"
3584842,99,"The scenery"
3584842,100,"Wanted to see if the scenery was like it was in the film"
3584842,101,"Wanted to see where the film was made"
3584842,102,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584898,105,"The scenery"
3584898,106,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584898,107,"Wanted to see where the film was made"
3584898,108,"I wanted to visit Hobbiton"
3584905,127,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584905,128,"Wanted to see where the film was made"
3584910,123,"Wanted to see if the scenery was like it was in the film"
3584910,124,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584912,104,"The scenery"
3584912,105,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584912,106,"Wanted to see where the film was made"
3584912,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584913,134,"The scenery"
3584913,135,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584930,120,"Wanted to see if the scenery was like it was in the film"
3584938,159,"The scenery"
3584938,160,"Wanted to see if the scenery was like it was in the film"
3584938,161,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584938,162,"I wanted to visit Hobbiton"
3584938,163,"Something else"
3584958,113,"The scenery"
3584958,114,"Wanted to see if the scenery was like it was in the film"
3584968,102,"The scenery"
3584968,103,"Wanted to see if the scenery was like it was in the film"
3584968,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584968,105,"Wanted to see where the film was made"
3584968,106,"I wanted to visit Hobbiton"
3584968,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584970,130,"Wanted to see if the scenery was like it was in the film"
3584970,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584970,132,"Wanted to see where the film was made"
3584970,133,"I wanted to visit Hobbiton"
3584970,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584971,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584971,116,"I wanted to visit Hobbiton"
3584984,127,"The scenery"
3584984,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3584984,129,"I wanted to visit Hobbiton"
3584984,130,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3584988,114,"The scenery"
3584988,115,"Wanted to see if the scenery was like it was in the film"
3584988,116,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585028,112,"The scenery"
3585028,113,"Wanted to see if the scenery was like it was in the film"
3585062,146,"The scenery"
3585062,147,"Wanted to see if the scenery was like it was in the film"
3585062,148,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585062,149,"Wanted to see where the film was made"
3585062,150,"I wanted to visit Hobbiton"
3585062,151,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585066,107,"Wanted to see if the scenery was like it was in the film"
3585066,108,"Wanted to see where the film was made"
3585066,109,"I wanted to visit Hobbiton"
3585127,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585127,117,"Wanted to see where the film was made"
3585127,118,"I wanted to visit Hobbiton"
3585168,104,"Not sure"
3585170,101,"The scenery"
3585170,102,"Wanted to see where the film was made"
3585170,103,"I wanted to visit Hobbiton"
3585174,106,"Wanted to see if the scenery was like it was in the film"
3585174,107,"Wanted to see where the film was made"
3585201,128,"The scenery"
3585201,129,"Wanted to see if the scenery was like it was in the film"
3585201,130,"Wanted to see where the film was made"
3585201,131,"I wanted to visit Hobbiton"
3585211,136,"The scenery"
3585211,137,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585218,113,"Wanted to see if the scenery was like it was in the film"
3585267,101,"The scenery"
3585267,102,"Wanted to see where the film was made"
3585267,103,"I wanted to visit Hobbiton"
3585276,91,"The scenery"
3585276,92,"I wanted to visit Hobbiton"
3585283,107,"The scenery"
3585283,108,"Wanted to see where the film was made"
3585283,109,"I wanted to visit Hobbiton"
3585316,136,"The scenery"
3585316,137,"I wanted to visit Hobbiton"
3585316,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585323,108,"Wanted to see if the scenery was like it was in the film"
3585323,109,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585323,110,"Wanted to see where the film was made"
3585323,111,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585324,152,"The scenery"
3585324,153,"Wanted to see if the scenery was like it was in the film"
3585327,105,"I wanted to visit Hobbiton"
3585329,127,"The scenery"
3585340,160,"The scenery"
3585340,161,"Wanted to see if the scenery was like it was in the film"
3585340,162,"I wanted to visit Hobbiton"
3585340,163,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585345,118,"The scenery"
3585345,119,"Wanted to see if the scenery was like it was in the film"
3585345,120,"I wanted to visit Hobbiton"
3585350,120,"The scenery"
3585350,121,"I wanted to visit Hobbiton"
3585350,122,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585359,133,"The scenery"
3585359,134,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585365,108,"The scenery"
3585365,109,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585365,110,"Wanted to see where the film was made"
3585365,111,"I wanted to visit Hobbiton"
3585372,118,"The scenery"
3585372,119,"I wanted to visit Hobbiton"
3585372,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585378,94,"Wanted to see where the film was made"
3585378,95,"I wanted to visit Hobbiton"
3585388,173,"The scenery"
3585388,174,"Wanted to see if the scenery was like it was in the film"
3585388,175,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585388,176,"Wanted to see where the film was made"
3585388,177,"I wanted to visit Hobbiton"
3585388,178,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585411,114,"The scenery"
3585411,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585411,116,"I wanted to visit Hobbiton"
3585420,107,"Wanted to see if the scenery was like it was in the film"
3585454,175,"The scenery"
3585459,153,"The scenery"
3585459,154,"Wanted to see if the scenery was like it was in the film"
3585459,155,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585459,156,"Wanted to see where the film was made"
3585459,157,"I wanted to visit Hobbiton"
3585459,158,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585470,111,"The scenery"
3585470,112,"Wanted to see if the scenery was like it was in the film"
3585470,113,"I wanted to visit Hobbiton"
3585483,116,"The scenery"
3585483,117,"Wanted to see where the film was made"
3585483,118,"I wanted to visit Hobbiton"
3585493,172,"The scenery"
3585493,173,"Wanted to see if the scenery was like it was in the film"
3585493,174,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585527,93,"Wanted to see where the film was made"
3585527,94,"I wanted to visit Hobbiton"
3585528,159,"The scenery"
3585528,160,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585528,161,"Wanted to see where the film was made"
3585574,122,"Wanted to see if the scenery was like it was in the film"
3585574,123,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585574,124,"Wanted to see where the film was made"
3585574,125,"I wanted to visit Hobbiton"
3585587,195,"The scenery"
3585587,196,"Wanted to see if the scenery was like it was in the film"
3585587,197,"Wanted to see where the film was made"
3585587,198,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585593,100,"The scenery"
3585593,101,"Wanted to see if the scenery was like it was in the film"
3585593,102,"I wanted to visit Hobbiton"
3585603,128,"Wanted to see where the film was made"
3585612,145,"The scenery"
3585612,146,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585612,147,"I wanted to visit Hobbiton"
3585612,148,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585621,105,"The scenery"
3585621,106,"Wanted to see if the scenery was like it was in the film"
3585621,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585621,108,"Wanted to see where the film was made"
3585621,109,"I wanted to visit Hobbiton"
3585621,110,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585629,177,"The scenery"
3585629,178,"Wanted to see if the scenery was like it was in the film"
3585629,179,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585657,102,"Wanted to see if the scenery was like it was in the film"
3585657,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585657,104,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585676,95,"The scenery"
3585676,96,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585684,121,"I wanted to visit Hobbiton"
3585692,117,"The scenery"
3585692,118,"Wanted to see if the scenery was like it was in the film"
3585692,119,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585692,120,"I wanted to visit Hobbiton"
3585727,134,"The scenery"
3585727,135,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585727,136,"I wanted to visit Hobbiton"
3585741,123,"The scenery"
3585741,124,"Wanted to see if the scenery was like it was in the film"
3585741,125,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585741,126,"Wanted to see where the film was made"
3585741,127,"I wanted to visit Hobbiton"
3585742,173,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585765,131,"The scenery"
3585765,132,"Wanted to see if the scenery was like it was in the film"
3585765,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585765,134,"Wanted to see where the film was made"
3585765,135,"I wanted to visit Hobbiton"
3585765,136,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585772,103,"The scenery"
3585772,104,"I wanted to visit Hobbiton"
3585772,105,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585774,197,"Wanted to see if the scenery was like it was in the film"
3585774,198,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585788,101,"The scenery"
3585788,102,"Wanted to see if the scenery was like it was in the film"
3585788,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585788,104,"Wanted to see where the film was made"
3585788,105,"I wanted to visit Hobbiton"
3585788,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585792,143,"The scenery"
3585792,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585792,145,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585806,152,"The scenery"
3585821,102,"The scenery"
3585821,103,"I wanted to visit Hobbiton"
3585821,104,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585845,117,"Wanted to see if the scenery was like it was in the film"
3585855,102,"Wanted to see if the scenery was like it was in the film"
3585868,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585868,117,"Wanted to see where the film was made"
3585868,118,"I wanted to visit Hobbiton"
3585884,118,"The scenery"
3585884,119,"Wanted to see if the scenery was like it was in the film"
3585884,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585884,121,"Wanted to see where the film was made"
3585884,122,"I wanted to visit Hobbiton"
3585884,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585942,115,"The scenery"
3585945,117,"The scenery"
3585945,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3585953,130,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585964,156,"Wanted to see if the scenery was like it was in the film"
3585964,157,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3585964,158,"I wanted to visit Hobbiton"
3586019,165,"The scenery"
3586039,117,"Wanted to see where the film was made"
3586039,118,"I wanted to visit Hobbiton"
3586039,119,"Something else"
3586044,114,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586047,140,"The scenery"
3586047,141,"I wanted to visit Hobbiton"
3586056,129,"The scenery"
3586056,130,"Wanted to see if the scenery was like it was in the film"
3586056,131,"I wanted to visit Hobbiton"
3586060,89,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586117,117,"I wanted to visit Hobbiton"
3586122,154,"The scenery"
3586122,155,"Wanted to see where the film was made"
3586123,120,"The scenery"
3586123,121,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586132,166,"The scenery"
3586132,167,"Wanted to see if the scenery was like it was in the film"
3586132,168,"Wanted to see where the film was made"
3586134,118,"The scenery"
3586147,143,"The scenery"
3586147,144,"Wanted to see if the scenery was like it was in the film"
3586147,145,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586147,146,"Wanted to see where the film was made"
3586147,147,"I wanted to visit Hobbiton"
3586151,141,"Wanted to see if the scenery was like it was in the film"
3586151,142,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586151,143,"I wanted to visit Hobbiton"
3586188,108,"The scenery"
3586188,109,"Wanted to see if the scenery was like it was in the film"
3586188,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586188,111,"Wanted to see where the film was made"
3586188,112,"I wanted to visit Hobbiton"
3586190,107,"Wanted to see if the scenery was like it was in the film"
3586190,108,"I wanted to visit Hobbiton"
3586193,179,"The scenery"
3586193,180,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586193,181,"I wanted to visit Hobbiton"
3586193,182,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586198,162,"The scenery"
3586198,163,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586202,124,"The scenery"
3586202,125,"I wanted to visit Hobbiton"
3586210,112,"Wanted to see if the scenery was like it was in the film"
3586210,113,"Wanted to see where the film was made"
3586210,114,"I wanted to visit Hobbiton"
3586240,125,"The scenery"
3586240,126,"Wanted to see if the scenery was like it was in the film"
3586240,127,"Wanted to see where the film was made"
3586240,128,"I wanted to visit Hobbiton"
3586242,136,"Wanted to see where the film was made"
3586242,137,"I wanted to visit Hobbiton"
3586250,130,"The scenery"
3586250,131,"Wanted to see if the scenery was like it was in the film"
3586250,132,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586250,133,"Wanted to see where the film was made"
3586250,134,"I wanted to visit Hobbiton"
3586250,135,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586256,127,"The scenery"
3586256,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586256,129,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586257,102,"The scenery"
3586257,103,"Wanted to see if the scenery was like it was in the film"
3586257,104,"Wanted to see where the film was made"
3586257,105,"I wanted to visit Hobbiton"
3586257,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586270,130,"Wanted to see if the scenery was like it was in the film"
3586270,131,"I wanted to visit Hobbiton"
3586272,146,"Wanted to see if the scenery was like it was in the film"
3586272,147,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586282,97,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586282,98,"Wanted to see where the film was made"
3586282,99,"I wanted to visit Hobbiton"
3586289,116,"Wanted to see if the scenery was like it was in the film"
3586308,123,"Something else"
3586310,142,"The scenery"
3586310,143,"Wanted to see if the scenery was like it was in the film"
3586310,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586310,145,"Wanted to see where the film was made"
3586310,146,"I wanted to visit Hobbiton"
3586310,147,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586361,139,"The scenery"
3586361,140,"Wanted to see if the scenery was like it was in the film"
3586361,141,"Wanted to see where the film was made"
3586361,142,"I wanted to visit Hobbiton"
3586361,143,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586363,126,"Wanted to see if the scenery was like it was in the film"
3586363,127,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586363,128,"I wanted to visit Hobbiton"
3586364,141,"The scenery"
3586364,142,"Wanted to see if the scenery was like it was in the film"
3586364,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586364,144,"I wanted to visit Hobbiton"
3586364,145,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586365,137,"The scenery"
3586365,138,"Wanted to see if the scenery was like it was in the film"
3586365,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586365,140,"Wanted to see where the film was made"
3586365,141,"I wanted to visit Hobbiton"
3586378,98,"The scenery"
3586378,99,"I wanted to visit Hobbiton"
3586382,106,"The scenery"
3586382,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586395,112,"The scenery"
3586395,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586396,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586397,101,"The scenery"
3586397,102,"Wanted to see where the film was made"
3586405,121,"Wanted to see if the scenery was like it was in the film"
3586405,122,"I wanted to visit Hobbiton"
3586417,99,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586417,100,"Wanted to see where the film was made"
3586446,160,"The scenery"
3586446,161,"Wanted to see if the scenery was like it was in the film"
3586446,162,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586446,163,"Wanted to see where the film was made"
3586446,164,"I wanted to visit Hobbiton"
3586446,165,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586457,101,"Wanted to see if the scenery was like it was in the film"
3586457,102,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586457,103,"Wanted to see where the film was made"
3586457,104,"I wanted to visit Hobbiton"
3586471,118,"The scenery"
3586471,119,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586471,120,"I wanted to visit Hobbiton"
3586471,121,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586476,145,"The scenery"
3586476,146,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586493,135,"The scenery"
3586493,136,"I wanted to visit Hobbiton"
3586495,96,"I wanted to visit Hobbiton"
3586504,113,"The scenery"
3586504,114,"Wanted to see if the scenery was like it was in the film"
3586504,115,"Wanted to see where the film was made"
3586504,116,"I wanted to visit Hobbiton"
3586522,119,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586522,120,"Wanted to see where the film was made"
3586522,121,"I wanted to visit Hobbiton"
3586525,117,"The scenery"
3586525,118,"Wanted to see if the scenery was like it was in the film"
3586525,119,"I wanted to visit Hobbiton"
3586540,231,"The scenery"
3586540,232,"Wanted to see if the scenery was like it was in the film"
3586540,233,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586540,234,"Wanted to see where the film was made"
3586540,235,"I wanted to visit Hobbiton"
3586540,236,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586542,114,"The scenery"
3586548,131,"Wanted to see if the scenery was like it was in the film"
3586548,132,"Wanted to see where the film was made"
3586548,133,"I wanted to visit Hobbiton"
3586552,101,"Wanted to see where the film was made"
3586552,102,"I wanted to visit Hobbiton"
3586559,111,"The scenery"
3586593,129,"The scenery"
3586593,130,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586593,131,"I wanted to visit Hobbiton"
3586601,102,"The scenery"
3586601,103,"Wanted to see if the scenery was like it was in the film"
3586601,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586601,105,"Wanted to see where the film was made"
3586601,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586613,119,"Wanted to see where the film was made"
3586614,138,"I wanted to visit Hobbiton"
3586635,135,"The scenery"
3586635,136,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586635,137,"Wanted to see where the film was made"
3586655,105,"The scenery"
3586655,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586657,132,"Wanted to see if the scenery was like it was in the film"
3586660,123,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586676,116,"The scenery"
3586694,126,"Wanted to see where the film was made"
3586694,127,"I wanted to visit Hobbiton"
3586694,128,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586705,98,"The scenery"
3586705,99,"Wanted to see if the scenery was like it was in the film"
3586705,100,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586705,101,"I wanted to visit Hobbiton"
3586710,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586710,108,"I wanted to visit Hobbiton"
3586710,109,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586725,101,"The scenery"
3586725,102,"Wanted to see if the scenery was like it was in the film"
3586725,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586734,95,"The scenery"
3586760,98,"The scenery"
3586760,99,"Wanted to see where the film was made"
3586760,100,"I wanted to visit Hobbiton"
3586771,111,"The scenery"
3586771,112,"Wanted to see if the scenery was like it was in the film"
3586771,113,"Wanted to see where the film was made"
3586771,114,"I wanted to visit Hobbiton"
3586771,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586788,130,"The scenery"
3586788,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586788,132,"Wanted to see where the film was made"
3586805,114,"The scenery"
3586805,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586814,102,"Wanted to see if the scenery was like it was in the film"
