"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3604810,106,"Food & beverage outlets","Limited choices"
3604810,109,"Food & beverage outlets","Supermarkets lack of variety"
3603897,91,"Maori activities experienced","Informative"
3604811,102,"Maori activities experienced","Good quality/standard"
3604811,101,"Commercial transport","No reason"
3603897,92,"Maori activities experienced","Good staff"
3604811,103,"Maori activities experienced","Good staff"
3604812,104,"Customer service","Staff not friendly"
3604795,110,"Maori activities experienced","Learnt about a new culture"
3604809,101,"Customer service","Slow"
3604810,112,"Maori activities experienced","Good quality/standard"
3603897,90,"Maori activities experienced","Learnt about a new culture"
3603920,125,"Activities experienced","Too expensive"
3604812,102,"Maori activities experienced","Learnt about a new culture"
3603904,99,"Maori activities experienced","No reason"
3604812,101,"Food & beverage outlets","Too expensive"
3604826,98,"Food & beverage outlets","Too expensive"
3603904,100,"NZ environment","No reason"
3604812,103,"Maori activities experienced","Good quality/standard"
3603920,124,"Commercial transport","Inconvenient public transportation"
3603920,123,"Commercial transport","Expensive"
3604826,100,"Commercial transport","Expensive"
3604826,101,"Maori activities experienced","Learnt about a new culture"
3605185,101,"Maori activities experienced","Entertaining"
3605185,100,"Maori activities experienced","Informative"
3605185,103,"Maori activities experienced","Good staff"
3603927,94,"Maori activities experienced","Informative"
3604827,95,"Maori activities experienced","Learnt about a new culture"
3604827,98,"Maori activities experienced","Good staff"
3604826,103,"Maori activities experienced","Well organised"
3603927,93,"Maori activities experienced","Learnt about a new culture"
3604827,96,"Maori activities experienced","Informative"
3605185,104,"Maori activities experienced","Another good aspect"
3604827,92,"Accommodation","No free internet"
3603927,95,"Sense of safety","Felt unsafe"
3604827,99,"Maori activities experienced","Well organised"
3603927,92,"Commercial transport","No reason"
3603970,95,"Food & beverage outlets","Poor food quality"
3603970,98,"Maori activities experienced","Entertaining"
3603970,96,"Food & beverage outlets","Alcohol too expensive"
3603970,99,"Maori activities experienced","Good quality/standard"
3603970,102,"Maori activities experienced","Well organised"
3605188,99,"Maori activities experienced","Good staff"
3605185,99,"Maori activities experienced","Learnt about a new culture"
3604826,99,"Food & beverage outlets","Poor food quality"
3604826,102,"Maori activities experienced","Good quality/standard"
3603970,101,"Maori activities experienced","Poor quality/standard"
3605185,102,"Maori activities experienced","Good quality/standard"
3604828,94,"Maori activities experienced","Learnt about a new culture"
3604827,91,"Accommodation","Poor standard of cleanliness/dirty"
3604827,97,"Maori activities experienced","Good quality/standard"
3604827,94,"Commercial transport","Another reason"
3603970,100,"Maori activities experienced","Good staff"
3604827,93,"Commercial transport","Poor customer service"
3603970,103,"Sense of safety","No reason"
3603970,97,"Maori activities experienced","Informative"
3605188,100,"Maori activities experienced","Did not live up to expectations"
3605188,98,"Maori activities experienced","Learnt about a new culture"
3605202,91,"Customer service","Staff not friendly"
3605188,101,"Maori activities experienced","Well organised"
3605202,92,"Customer service","Staff didn't care"
3605202,93,"Customer service","Staff not knowledgeable"
3605202,90,"Accommodation","Not sure"
3604828,98,"Maori activities experienced","Poor quality/standard"
3604828,96,"Maori activities experienced","Entertaining"
3604828,99,"Maori activities experienced","Well organised"
3604828,95,"Maori activities experienced","Informative"
3603977,113,"Activities experienced","Too expensive"
3604828,97,"Maori activities experienced","Good staff"
3603977,114,"Activities experienced","Hard to find/need better signage"
3604859,95,"Commercial transport","Rental car/company did not meet expectations"
3605204,128,"Maori activities experienced","Learnt about a new culture"
3605204,129,"Maori activities experienced","Informative"
3603977,116,"Maori activities experienced","Learnt about a new culture"
3605252,93,"Maori activities experienced","Did not live up to expectations"
3605252,94,"Maori activities experienced","Not very exciting/boring"
3603977,117,"Maori activities experienced","Informative"
3605252,96,"Customer service","Slow"
3604859,96,"Maori activities experienced","Good quality/standard"
3603977,118,"Maori activities experienced","Entertaining"
3603977,119,"Maori activities experienced","Good quality/standard"
3605254,116,"Food & beverage outlets","Another reason"
3603977,115,"Activities experienced","Another reason"
3603977,112,"Food & beverage outlets","No reason"
3605204,127,"Food & beverage outlets","Too expensive"
3605204,130,"Maori activities experienced","Entertaining"
3605252,92,"Maori activities experienced","Learnt about a new culture"
3605252,95,"Maori activities experienced","Not very informative"
3603988,99,"Maori activities experienced","Informative"
3603988,100,"Maori activities experienced","Good staff"
3603988,101,"Maori activities experienced","Well organised"
3603988,102,"i-Sites","Too busy/long queues"
3604942,92,"Maori activities experienced","Entertaining"
3604942,90,"Food & beverage outlets","No reason"
3604002,107,"Maori activities experienced","Informative"
3603988,104,"i-Sites","Shut too early/short opening hours"
3604002,108,"Maori activities experienced","Entertaining"
3604942,91,"Maori activities experienced","Informative"
3605269,86,"Maori activities experienced","Good quality/standard"
3603988,103,"i-Sites","Pushed certain activities"
3605271,108,"Accommodation","No reason"
3604002,106,"Maori activities experienced","Learnt about a new culture"
3605271,109,"Commercial transport","No reason"
3603977,120,"Sense of safety","Poor road signage"
3604038,105,"Maori activities experienced","Informative"
3605302,100,"Food & beverage outlets","No reason"
3605302,101,"Activities experienced","Have to cancel the activity due to weather/road  c"
3604942,93,"Maori activities experienced","Well organised"
3604052,83,"Customer service","Slow"
3604052,80,"Food & beverage outlets","Too expensive"
3603453,92,"Food & beverage outlets","No reason"
3604943,97,"Accommodation","Poor value for money"
3604052,81,"Food & beverage outlets","Poor service"
3604038,104,"Maori activities experienced","Learnt about a new culture"
3604070,80,"Accommodation","No free internet"
3604942,94,"NZ environment","No reason"
3604943,96,"Accommodation","No free internet"
3603453,93,"Activities experienced","No reason"
3604052,82,"Food & beverage outlets","Alcohol too expensive"
3604061,96,"Maori activities experienced","Learnt about a new culture"
3604061,95,"Food & beverage outlets","Poor food quality"
3604061,98,"Maori activities experienced","Did not live up to expectations"
3604061,97,"Maori activities experienced","Good quality/standard"
3604038,103,"Commercial transport","Poor customer service"
3605355,92,"Commercial transport","Another reason"
3604079,107,"Sense of safety","Another reason"
3605405,90,"Food & beverage outlets","Not sure"
3605355,91,"Food & beverage outlets","Limited choices"
3604061,99,"Maori activities experienced","Poor quality/standard"
3604079,105,"Food & beverage outlets","Poor food quality"
3604079,106,"Maori activities experienced","Good quality/standard"
3605405,91,"Maori activities experienced","Not sure"
3603535,98,"Maori activities experienced","Informative"
3603535,97,"Maori activities experienced","Learnt about a new culture"
3603535,99,"Maori activities experienced","Poor quality/standard"
3604081,110,"Accommodation","Poor standard of cleanliness/dirty"
3604943,98,"Maori activities experienced","Learnt about a new culture"
3604943,101,"Maori activities experienced","Good quality/standard"
3604943,100,"Maori activities experienced","Entertaining"
3605436,110,"Maori activities experienced","Informative"
3604944,101,"Maori activities experienced","Learnt about a new culture"
3604944,99,"Accommodation","Generally poor standard"
3604081,112,"Accommodation","Another reason"
3604944,102,"Maori activities experienced","Entertaining"
3604944,105,"Sense of safety","No safety barriers"
3604943,99,"Maori activities experienced","Informative"
3604943,102,"Maori activities experienced","Well organised"
3605436,112,"Maori activities experienced","Well organised"
3604944,104,"Maori activities experienced","Well organised"
3605519,78,"Accommodation","Noisy"
3604944,100,"Commercial transport","Another reason"
3604081,111,"Accommodation","No air-conditioning/heating inadequate"
3605436,111,"Maori activities experienced","Good staff"
3604944,103,"Maori activities experienced","Good staff"
3604944,106,"NZ environment","Urban sprawl"
3604945,85,"Food & beverage outlets","Not as good as you get overseas"
3604081,116,"Maori activities experienced","Good staff"
3604081,115,"Maori activities experienced","Informative"
3604945,84,"Food & beverage outlets","Poor service"
3604945,88,"Maori activities experienced","Good quality/standard"
3603546,113,"Maori activities experienced","Learnt about a new culture"
3604081,114,"Maori activities experienced","Learnt about a new culture"
3604945,86,"Food & beverage outlets","Poor food quality"
3603546,112,"Accommodation","No free internet"
3603546,115,"Maori activities experienced","Good staff"
3604081,113,"Commercial transport","The transport was delayed"
3603546,116,"Maori activities experienced","Well organised"
3604102,99,"Maori activities experienced","Learnt about a new culture"
3604960,98,"Food & beverage outlets","Poor food quality"
3604960,101,"Activities experienced","Did not live up to expectations"
3604102,101,"NZ environment","Urban sprawl"
3604960,103,"Maori activities experienced","Informative"
3604102,98,"Food & beverage outlets","No reason"
3604102,102,"NZ environment","Dull cities"
3604960,104,"Maori activities experienced","Well organised"
