"SurveyResponseID","AnswerNumber","TechnologyType"
3593743,109,"Your own mobile phone with a sim card purchased in New Zealand"
3593028,120,"Your own mobile phone set to global roaming"
3593029,119,"Your own laptop or iPad/tablet"
3593803,115,"Internet cafes"
3593044,144,"Wi-fi internet locations"
3593044,145,"Your own laptop or iPad/tablet"
3592865,136,"Wi-fi internet locations"
3593750,125,"Internet cafes"
3593803,116,"Wi-fi internet locations"
3592865,137,"Your own laptop or iPad/tablet"
3593028,121,"Blackberry, iPhone or another smart phone"
3593790,133,"Your own mobile phone set to global roaming"
3593743,111,"A mobile phone purchased in New Zealand"
3593750,126,"Wi-fi internet locations"
3592856,128,"Your own mobile phone with a sim card purchased in New Zealand"
3593045,97,"Wi-fi internet locations"
3593790,132,"Your own mobile phone with a sim card purchased in New Zealand"
3593804,127,"Wi-fi internet locations"
3593044,142,"Your own mobile phone with a sim card purchased in New Zealand"
3592872,119,"Internet cafes"
3592865,135,"Your own mobile phone with a sim card purchased in New Zealand"
3592872,117,"Your own mobile phone with a sim card purchased in New Zealand"
3593061,123,"Your own mobile phone with a sim card purchased in New Zealand"
3592872,120,"Wi-fi internet locations"
3592856,129,"Blackberry, iPhone or another smart phone"
3593029,118,"Your own mobile phone set to global roaming"
3593750,124,"Blackberry, iPhone or another smart phone"
3593044,143,"Blackberry, iPhone or another smart phone"
3593750,127,"Other types of technology"
3592872,118,"Your own mobile phone set to global roaming"
3593759,128,"Blackberry, iPhone or another smart phone"
3593759,129,"Wi-fi internet locations"
3593759,130,"Your own laptop or iPad/tablet"
3593821,115,"Blackberry, iPhone or another smart phone"
3593822,127,"Blackberry, iPhone or another smart phone"
3593061,124,"Wi-fi internet locations"
3593076,139,"Blackberry, iPhone or another smart phone"
3593821,116,"Wi-fi internet locations"
3593821,117,"Your own laptop or iPad/tablet"
3593768,142,"Wi-fi internet locations"
3593078,130,"Your own mobile phone set to global roaming"
3593078,131,"Blackberry, iPhone or another smart phone"
3593837,128,"Blackberry, iPhone or another smart phone"
3592913,118,"Blackberry, iPhone or another smart phone"
3593076,140,"Wi-fi internet locations"
3593076,141,"Your own laptop or iPad/tablet"
3593822,128,"Wi-fi internet locations"
3592897,118,"Internet cafes"
3592897,119,"Wi-fi internet locations"
3592897,120,"Your own laptop or iPad/tablet"
3593821,114,"Your own mobile phone with a sim card purchased in New Zealand"
3592913,119,"Wi-fi internet locations"
3593837,129,"Your own laptop or iPad/tablet"
3593784,128,"Your own laptop or iPad/tablet"
3592915,124,"Wi-fi internet locations"
3592915,125,"Your own laptop or iPad/tablet"
3593094,112,"Wi-fi internet locations"
3592892,121,"None of these"
3593078,129,"Your own mobile phone with a sim card purchased in New Zealand"
3592922,118,"Internet cafes"
3592922,119,"Your own laptop or iPad/tablet"
3593096,104,"Internet cafes"
3593096,105,"Your own laptop or iPad/tablet"
3593096,103,"Your own mobile phone with a sim card purchased in New Zealand"
3593080,111,"Your own mobile phone set to global roaming"
3592915,122,"Your own mobile phone set to global roaming"
3592915,123,"Blackberry, iPhone or another smart phone"
3592922,117,"Your own mobile phone set to global roaming"
3593791,113,"Your own mobile phone set to global roaming"
3593791,114,"Blackberry, iPhone or another smart phone"
3593839,112,"Blackberry, iPhone or another smart phone"
3593839,113,"Wi-fi internet locations"
3592933,122,"Wi-fi internet locations"
3593816,123,"Your own laptop or iPad/tablet"
3592933,123,"Your own laptop or iPad/tablet"
3592933,120,"Your own mobile phone set to global roaming"
3593818,124,"Wi-fi internet locations"
3593818,125,"Your own laptop or iPad/tablet"
3592933,121,"Blackberry, iPhone or another smart phone"
3592940,151,"Internet cafes"
3592940,152,"Wi-fi internet locations"
3592933,124,"Other types of technology"
3592940,153,"Your own laptop or iPad/tablet"
3593855,126,"Wi-fi internet locations"
3592949,132,"Internet cafes"
3593854,156,"Your own mobile phone set to global roaming"
3592940,150,"Your own mobile phone set to global roaming"
3592933,119,"Your own mobile phone with a sim card purchased in New Zealand"
3593145,111,"Wi-fi internet locations"
3593145,112,"Your own laptop or iPad/tablet"
3593856,126,"Your own laptop or iPad/tablet"
3592956,128,"Your own laptop or iPad/tablet"
3593856,127,"Gaming console with Wi-fi capacity"
3593836,130,"Wi-fi internet locations"
3593855,125,"Your own mobile phone set to global roaming"
3593145,109,"Your own mobile phone set to global roaming"
3593145,110,"Blackberry, iPhone or another smart phone"
3593856,125,"Blackberry, iPhone or another smart phone"
3592956,129,"Other types of technology"
3593146,101,"Your own mobile phone set to global roaming"
3593112,112,"None of these"
3593816,122,"Your own mobile phone with a sim card purchased in New Zealand"
3593146,103,"Wi-fi internet locations"
3593146,104,"Your own laptop or iPad/tablet"
3592965,131,"Wi-fi internet locations"
3592965,132,"Your own laptop or iPad/tablet"
3593836,131,"Other types of technology"
3593870,115,"Wi-fi internet locations"
3593871,132,"Wi-fi internet locations"
3593146,102,"Blackberry, iPhone or another smart phone"
3593871,131,"Your own mobile phone set to global roaming"
3593162,122,"Blackberry, iPhone or another smart phone"
3593872,125,"Your own mobile phone set to global roaming"
3593871,133,"Your own laptop or iPad/tablet"
3593177,116,"Wi-fi internet locations"
3593872,126,"Wi-fi internet locations"
3593872,127,"Your own laptop or iPad/tablet"
3593145,108,"Your own mobile phone with a sim card purchased in New Zealand"
3592981,140,"Wi-fi internet locations"
3592981,141,"Your own laptop or iPad/tablet"
3592956,127,"Your own mobile phone with a sim card purchased in New Zealand"
3593836,129,"Your own mobile phone with a sim card purchased in New Zealand"
3593859,120,"Blackberry, iPhone or another smart phone"
3593887,125,"Internet cafes"
3592965,130,"A mobile phone purchased in New Zealand"
3593859,121,"Your own laptop or iPad/tablet"
3593888,106,"Your own mobile phone set to global roaming"
3593887,126,"Wi-fi internet locations"
3593872,124,"Your own mobile phone with a sim card purchased in New Zealand"
3593861,128,"Internet cafes"
3593180,120,"Your own laptop or iPad/tablet"
3593861,129,"Wi-fi internet locations"
3593888,107,"Blackberry, iPhone or another smart phone"
3593861,130,"Your own laptop or iPad/tablet"
3593861,131,"Gaming console with Wi-fi capacity"
3593179,107,"None of these"
3593006,137,"Internet cafes"
3593006,138,"Wi-fi internet locations"
3593889,131,"Internet cafes"
3593889,132,"Wi-fi internet locations"
3593193,113,"Wi-fi internet locations"
3593904,124,"Wi-fi internet locations"
3593904,125,"Your own laptop or iPad/tablet"
3593861,127,"Your own mobile phone with a sim card purchased in New Zealand"
3593006,136,"Your own mobile phone with a sim card purchased in New Zealand"
3593015,140,"Wi-fi internet locations"
3593015,141,"Your own laptop or iPad/tablet"
3593866,134,"Wi-fi internet locations"
3593195,123,"Wi-fi internet locations"
3593031,119,"Wi-fi internet locations"
3593031,120,"Your own laptop or iPad/tablet"
3593866,132,"Your own mobile phone with a sim card purchased in New Zealand"
3593195,122,"Your own mobile phone with a sim card purchased in New Zealand"
3593922,103,"Your own laptop or iPad/tablet"
3593213,147,"Wi-fi internet locations"
3593893,124,"Wi-fi internet locations"
3593889,130,"Your own mobile phone set to global roaming"
3593906,129,"None of these"
3593197,108,"None of these"
3593193,112,"Your own mobile phone set to global roaming"
3593866,133,"Your own mobile phone set to global roaming"
3593922,102,"Blackberry, iPhone or another smart phone"
3593031,118,"Your own mobile phone set to global roaming"
3593227,129,"Your own mobile phone set to global roaming"
3593227,131,"Internet cafes"
3593227,132,"Wi-fi internet locations"
3593227,133,"Your own laptop or iPad/tablet"
3593040,123,"Internet cafes"
3593040,124,"Your own laptop or iPad/tablet"
3593228,123,"Internet cafes"
3593040,121,"A mobile phone purchased in New Zealand"
3593228,124,"Wi-fi internet locations"
3593227,130,"Blackberry, iPhone or another smart phone"
3593911,126,"Your own mobile phone with a sim card purchased in New Zealand"
3593924,117,"Your own mobile phone set to global roaming"
3593040,120,"Your own mobile phone set to global roaming"
3593040,122,"Blackberry, iPhone or another smart phone"
3593924,118,"Blackberry, iPhone or another smart phone"
3593228,122,"Blackberry, iPhone or another smart phone"
3593911,127,"Your own mobile phone set to global roaming"
3593911,128,"Blackberry, iPhone or another smart phone"
3593042,129,"Your own mobile phone with a sim card purchased in New Zealand"
3593911,129,"Wi-fi internet locations"
3593229,146,"Your own mobile phone with a sim card purchased in New Zealand"
3593229,147,"Your own mobile phone set to global roaming"
3593924,119,"Wi-fi internet locations"
3593925,112,"Your own mobile phone with a sim card purchased in New Zealand"
3593042,130,"Your own laptop or iPad/tablet"
3593925,113,"Your own mobile phone set to global roaming"
3593047,114,"Wi-fi internet locations"
3593047,115,"Your own laptop or iPad/tablet"
3593925,114,"Wi-fi internet locations"
3593229,148,"Wi-fi internet locations"
3593229,149,"Your own laptop or iPad/tablet"
3593937,114,"Wi-fi internet locations"
3593937,112,"A mobile phone purchased in New Zealand"
3593229,150,"Other types of technology"
3593049,123,"Internet cafes"
3593937,111,"Your own mobile phone set to global roaming"
3593049,124,"Your own laptop or iPad/tablet"
3593937,113,"Blackberry, iPhone or another smart phone"
3593049,121,"Your own mobile phone set to global roaming"
3593049,122,"Blackberry, iPhone or another smart phone"
3593927,118,"Your own mobile phone set to global roaming"
3593230,121,"Blackberry, iPhone or another smart phone"
3593049,125,"Other types of technology"
3593927,119,"Blackberry, iPhone or another smart phone"
3593938,146,"Your own mobile phone set to global roaming"
3593927,120,"Wi-fi internet locations"
3593938,147,"Blackberry, iPhone or another smart phone"
3593230,122,"Wi-fi internet locations"
3593938,148,"Wi-fi internet locations"
3593938,149,"Your own laptop or iPad/tablet"
3593244,103,"Wi-fi internet locations"
3593244,102,"Blackberry, iPhone or another smart phone"
3593244,104,"Your own laptop or iPad/tablet"
3593941,121,"Your own laptop or iPad/tablet"
3593246,95,"Internet cafes"
3593246,96,"Wi-fi internet locations"
3593065,116,"Your own mobile phone set to global roaming"
3593246,97,"Your own laptop or iPad/tablet"
3593943,118,"Wi-fi internet locations"
3593067,134,"Your own mobile phone set to global roaming"
3593943,116,"Your own mobile phone set to global roaming"
3593943,119,"Your own laptop or iPad/tablet"
3593246,94,"Your own mobile phone with a sim card purchased in New Zealand"
3593943,117,"Blackberry, iPhone or another smart phone"
3593247,120,"Internet cafes"
3593247,119,"Blackberry, iPhone or another smart phone"
3593090,114,"Your own laptop or iPad/tablet"
3593943,115,"Your own mobile phone with a sim card purchased in New Zealand"
3593260,134,"Your own laptop or iPad/tablet"
3593950,128,"Wi-fi internet locations"
3593950,129,"Your own laptop or iPad/tablet"
3593957,147,"Wi-fi internet locations"
3593957,148,"Your own laptop or iPad/tablet"
3593957,149,"Gaming console with Wi-fi capacity"
3593106,159,"Your own mobile phone with a sim card purchased in New Zealand"
3593959,127,"Your own mobile phone with a sim card purchased in New Zealand"
3593263,117,"Wi-fi internet locations"
3593263,118,"Your own laptop or iPad/tablet"
3593106,160,"Wi-fi internet locations"
3593106,161,"Your own laptop or iPad/tablet"
3593959,128,"Wi-fi internet locations"
3593971,127,"None of these"
3593278,124,"Your own mobile phone with a sim card purchased in New Zealand"
3593955,104,"Your own mobile phone set to global roaming"
3593260,133,"Your own mobile phone set to global roaming"
3593950,127,"Blackberry, iPhone or another smart phone"
3593957,145,"Your own mobile phone set to global roaming"
3593957,146,"Blackberry, iPhone or another smart phone"
3593263,116,"Blackberry, iPhone or another smart phone"
3593278,125,"Blackberry, iPhone or another smart phone"
3593108,112,"None of these"
3593975,117,"Wi-fi internet locations"
3593975,118,"Your own laptop or iPad/tablet"
3593115,123,"Your own laptop or iPad/tablet"
3593115,124,"Gaming console with Wi-fi capacity"
3593117,114,"Wi-fi internet locations"
3593115,122,"Your own mobile phone with a sim card purchased in New Zealand"
3593993,135,"Internet cafes"
3593295,152,"Your own mobile phone with a sim card purchased in New Zealand"
3593295,154,"Wi-fi internet locations"
3593993,136,"Your own laptop or iPad/tablet"
3593295,155,"Your own laptop or iPad/tablet"
3593993,137,"Gaming console with Wi-fi capacity"
3593295,156,"Gaming console with Wi-fi capacity"
3593122,121,"Wi-fi internet locations"
3593972,138,"Blackberry, iPhone or another smart phone"
3593122,119,"Your own mobile phone set to global roaming"
3593122,122,"Your own laptop or iPad/tablet"
3593995,132,"Wi-fi internet locations"
3593295,153,"A mobile phone purchased in New Zealand"
3593995,133,"Your own laptop or iPad/tablet"
3593988,123,"Wi-fi internet locations"
3593122,118,"Your own mobile phone with a sim card purchased in New Zealand"
3593297,101,"Wi-fi internet locations"
3593297,102,"Your own laptop or iPad/tablet"
3593126,107,"Your own laptop or iPad/tablet"
3594018,138,"Internet cafes"
3594018,139,"Wi-fi internet locations"
3593312,126,"Your own laptop or iPad/tablet"
3594004,104,"Wi-fi internet locations"
3593122,120,"Blackberry, iPhone or another smart phone"
3593311,123,"Your own mobile phone set to global roaming"
3593126,106,"Blackberry, iPhone or another smart phone"
3594018,137,"Blackberry, iPhone or another smart phone"
3593312,125,"Your own mobile phone set to global roaming"
3594004,105,"Other types of technology"
3593133,134,"Blackberry, iPhone or another smart phone"
3593133,135,"Wi-fi internet locations"
3593313,115,"Your own laptop or iPad/tablet"
