"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3559309,168,"i-SITE Visitor Information Centre(s)"
3559330,154,"i-SITE Visitor Information Centre(s)"
3559334,134,"i-SITE Visitor Information Centre(s)"
3559339,141,"i-SITE Visitor Information Centre(s)"
3559344,163,"i-SITE Visitor Information Centre(s)"
3559345,148,"i-SITE Visitor Information Centre(s)"
3559348,146,"i-SITE Visitor Information Centre(s)"
3559354,131,"i-SITE Visitor Information Centre(s)"
3559355,155,"i-SITE Visitor Information Centre(s)"
3559359,179,"i-SITE Visitor Information Centre(s)"
3559404,109,"i-SITE Visitor Information Centre(s)"
3559405,133,"i-SITE Visitor Information Centre(s)"
3559410,158,"i-SITE Visitor Information Centre(s)"
3559411,158,"i-SITE Visitor Information Centre(s)"
3559417,112,"i-SITE Visitor Information Centre(s)"
3559432,111,"i-SITE Visitor Information Centre(s)"
3559434,133,"i-SITE Visitor Information Centre(s)"
3559449,129,"i-SITE Visitor Information Centre(s)"
3559454,125,"i-SITE Visitor Information Centre(s)"
3559472,133,"i-SITE Visitor Information Centre(s)"
3559500,180,"i-SITE Visitor Information Centre(s)"
3559507,143,"i-SITE Visitor Information Centre(s)"
3559546,128,"i-SITE Visitor Information Centre(s)"
3559549,166,"i-SITE Visitor Information Centre(s)"
3559551,160,"i-SITE Visitor Information Centre(s)"
3559561,189,"i-SITE Visitor Information Centre(s)"
3559570,157,"i-SITE Visitor Information Centre(s)"
3559606,155,"i-SITE Visitor Information Centre(s)"
3559608,123,"i-SITE Visitor Information Centre(s)"
3559628,134,"i-SITE Visitor Information Centre(s)"
3559640,139,"i-SITE Visitor Information Centre(s)"
3559643,152,"i-SITE Visitor Information Centre(s)"
3559645,164,"i-SITE Visitor Information Centre(s)"
3559653,173,"i-SITE Visitor Information Centre(s)"
3559658,149,"i-SITE Visitor Information Centre(s)"
3559662,134,"i-SITE Visitor Information Centre(s)"
3559679,161,"i-SITE Visitor Information Centre(s)"
3559690,131,"i-SITE Visitor Information Centre(s)"
3559699,148,"i-SITE Visitor Information Centre(s)"
3559716,133,"i-SITE Visitor Information Centre(s)"
3559728,113,"i-SITE Visitor Information Centre(s)"
3559732,127,"i-SITE Visitor Information Centre(s)"
3559740,117,"i-SITE Visitor Information Centre(s)"
3559741,149,"i-SITE Visitor Information Centre(s)"
3559803,133,"i-SITE Visitor Information Centre(s)"
3559820,123,"i-SITE Visitor Information Centre(s)"
3559823,156,"i-SITE Visitor Information Centre(s)"
3559843,112,"i-SITE Visitor Information Centre(s)"
3559859,137,"i-SITE Visitor Information Centre(s)"
3577297,170,"i-SITE Visitor Information Centre(s)"
3577334,145,"i-SITE Visitor Information Centre(s)"
3577339,149,"i-SITE Visitor Information Centre(s)"
3577341,146,"i-SITE Visitor Information Centre(s)"
3577362,130,"i-SITE Visitor Information Centre(s)"
3577380,119,"i-SITE Visitor Information Centre(s)"
3577387,133,"i-SITE Visitor Information Centre(s)"
3577397,115,"i-SITE Visitor Information Centre(s)"
3577431,133,"i-SITE Visitor Information Centre(s)"
3577446,181,"i-SITE Visitor Information Centre(s)"
3577455,154,"i-SITE Visitor Information Centre(s)"
3577479,148,"i-SITE Visitor Information Centre(s)"
3577500,132,"i-SITE Visitor Information Centre(s)"
3577508,123,"i-SITE Visitor Information Centre(s)"
3577512,115,"i-SITE Visitor Information Centre(s)"
3577513,122,"i-SITE Visitor Information Centre(s)"
3577519,188,"i-SITE Visitor Information Centre(s)"
3577571,106,"i-SITE Visitor Information Centre(s)"
3577595,159,"i-SITE Visitor Information Centre(s)"
3577631,130,"i-SITE Visitor Information Centre(s)"
3577654,184,"i-SITE Visitor Information Centre(s)"
3577689,138,"i-SITE Visitor Information Centre(s)"
3577759,106,"i-SITE Visitor Information Centre(s)"
3577761,138,"i-SITE Visitor Information Centre(s)"
3577791,106,"i-SITE Visitor Information Centre(s)"
3577795,153,"i-SITE Visitor Information Centre(s)"
3577796,137,"i-SITE Visitor Information Centre(s)"
3577799,165,"i-SITE Visitor Information Centre(s)"
3577814,112,"i-SITE Visitor Information Centre(s)"
3577837,129,"i-SITE Visitor Information Centre(s)"
3577839,162,"i-SITE Visitor Information Centre(s)"
3577853,123,"i-SITE Visitor Information Centre(s)"
3577870,153,"i-SITE Visitor Information Centre(s)"
3577878,126,"i-SITE Visitor Information Centre(s)"
3577886,154,"i-SITE Visitor Information Centre(s)"
3577892,164,"i-SITE Visitor Information Centre(s)"
3577898,147,"i-SITE Visitor Information Centre(s)"
3577909,117,"i-SITE Visitor Information Centre(s)"
3577917,148,"i-SITE Visitor Information Centre(s)"
3577935,121,"i-SITE Visitor Information Centre(s)"
3577955,158,"i-SITE Visitor Information Centre(s)"
3577967,129,"i-SITE Visitor Information Centre(s)"
3577958,183,"i-SITE Visitor Information Centre(s)"
3577994,128,"i-SITE Visitor Information Centre(s)"
3578013,103,"i-SITE Visitor Information Centre(s)"
3578015,208,"i-SITE Visitor Information Centre(s)"
3578021,128,"i-SITE Visitor Information Centre(s)"
3578026,114,"i-SITE Visitor Information Centre(s)"
3578046,132,"i-SITE Visitor Information Centre(s)"
3578047,134,"i-SITE Visitor Information Centre(s)"
3578062,152,"i-SITE Visitor Information Centre(s)"
3578090,134,"i-SITE Visitor Information Centre(s)"
3578094,133,"i-SITE Visitor Information Centre(s)"
3578117,115,"i-SITE Visitor Information Centre(s)"
3578131,126,"i-SITE Visitor Information Centre(s)"
3578138,120,"i-SITE Visitor Information Centre(s)"
3578139,205,"i-SITE Visitor Information Centre(s)"
3578149,117,"i-SITE Visitor Information Centre(s)"
3578167,253,"i-SITE Visitor Information Centre(s)"
3578211,119,"i-SITE Visitor Information Centre(s)"
3578217,116,"i-SITE Visitor Information Centre(s)"
3578247,152,"i-SITE Visitor Information Centre(s)"
3578253,150,"i-SITE Visitor Information Centre(s)"
3578262,145,"i-SITE Visitor Information Centre(s)"
3578270,116,"i-SITE Visitor Information Centre(s)"
3578291,116,"i-SITE Visitor Information Centre(s)"
3578298,175,"i-SITE Visitor Information Centre(s)"
3578300,115,"i-SITE Visitor Information Centre(s)"
3578304,115,"i-SITE Visitor Information Centre(s)"
3578314,140,"i-SITE Visitor Information Centre(s)"
3578318,154,"i-SITE Visitor Information Centre(s)"
3578326,121,"i-SITE Visitor Information Centre(s)"
3578340,134,"i-SITE Visitor Information Centre(s)"
3578343,129,"i-SITE Visitor Information Centre(s)"
3578350,142,"i-SITE Visitor Information Centre(s)"
3578359,147,"i-SITE Visitor Information Centre(s)"
3578370,133,"i-SITE Visitor Information Centre(s)"
3578394,127,"i-SITE Visitor Information Centre(s)"
3578436,147,"i-SITE Visitor Information Centre(s)"
3578457,120,"i-SITE Visitor Information Centre(s)"
3578488,145,"i-SITE Visitor Information Centre(s)"
3578517,104,"i-SITE Visitor Information Centre(s)"
3578539,121,"i-SITE Visitor Information Centre(s)"
3578540,119,"i-SITE Visitor Information Centre(s)"
3578541,120,"i-SITE Visitor Information Centre(s)"
3578555,133,"i-SITE Visitor Information Centre(s)"
3578556,113,"i-SITE Visitor Information Centre(s)"
3578562,175,"i-SITE Visitor Information Centre(s)"
3578567,120,"i-SITE Visitor Information Centre(s)"
3578573,113,"i-SITE Visitor Information Centre(s)"
3578579,114,"i-SITE Visitor Information Centre(s)"
3578590,151,"i-SITE Visitor Information Centre(s)"
3578592,171,"i-SITE Visitor Information Centre(s)"
3578597,143,"i-SITE Visitor Information Centre(s)"
3578613,126,"i-SITE Visitor Information Centre(s)"
3578631,156,"i-SITE Visitor Information Centre(s)"
3578636,99,"i-SITE Visitor Information Centre(s)"
3578639,128,"i-SITE Visitor Information Centre(s)"
3578642,133,"i-SITE Visitor Information Centre(s)"
3578646,120,"i-SITE Visitor Information Centre(s)"
3578654,104,"i-SITE Visitor Information Centre(s)"
3578658,122,"i-SITE Visitor Information Centre(s)"
3578660,126,"i-SITE Visitor Information Centre(s)"
3578663,124,"i-SITE Visitor Information Centre(s)"
3578676,133,"i-SITE Visitor Information Centre(s)"
3578685,132,"i-SITE Visitor Information Centre(s)"
3578692,125,"i-SITE Visitor Information Centre(s)"
3578698,118,"i-SITE Visitor Information Centre(s)"
3578701,126,"i-SITE Visitor Information Centre(s)"
3578714,112,"i-SITE Visitor Information Centre(s)"
3578716,103,"i-SITE Visitor Information Centre(s)"
3578720,106,"i-SITE Visitor Information Centre(s)"
3578725,116,"i-SITE Visitor Information Centre(s)"
3578746,121,"i-SITE Visitor Information Centre(s)"
3578747,128,"i-SITE Visitor Information Centre(s)"
3578751,123,"i-SITE Visitor Information Centre(s)"
3578752,121,"i-SITE Visitor Information Centre(s)"
3578754,104,"i-SITE Visitor Information Centre(s)"
3578757,132,"i-SITE Visitor Information Centre(s)"
3578763,133,"i-SITE Visitor Information Centre(s)"
3578768,114,"i-SITE Visitor Information Centre(s)"
3578780,123,"i-SITE Visitor Information Centre(s)"
3578783,125,"i-SITE Visitor Information Centre(s)"
3578788,129,"i-SITE Visitor Information Centre(s)"
3578801,114,"i-SITE Visitor Information Centre(s)"
3578813,115,"i-SITE Visitor Information Centre(s)"
3578821,130,"i-SITE Visitor Information Centre(s)"
3578832,128,"i-SITE Visitor Information Centre(s)"
3578835,138,"i-SITE Visitor Information Centre(s)"
3578838,135,"i-SITE Visitor Information Centre(s)"
3578840,131,"i-SITE Visitor Information Centre(s)"
3578841,128,"i-SITE Visitor Information Centre(s)"
3578858,134,"i-SITE Visitor Information Centre(s)"
3578862,125,"i-SITE Visitor Information Centre(s)"
3578867,130,"i-SITE Visitor Information Centre(s)"
3578868,141,"i-SITE Visitor Information Centre(s)"
3578874,124,"i-SITE Visitor Information Centre(s)"
3578876,149,"i-SITE Visitor Information Centre(s)"
3578887,119,"i-SITE Visitor Information Centre(s)"
3578888,129,"i-SITE Visitor Information Centre(s)"
3578898,131,"i-SITE Visitor Information Centre(s)"
3578907,117,"i-SITE Visitor Information Centre(s)"
3578914,144,"i-SITE Visitor Information Centre(s)"
3578927,104,"i-SITE Visitor Information Centre(s)"
3578932,121,"i-SITE Visitor Information Centre(s)"
3578934,137,"i-SITE Visitor Information Centre(s)"
3578942,127,"i-SITE Visitor Information Centre(s)"
3578955,109,"i-SITE Visitor Information Centre(s)"
3578956,105,"i-SITE Visitor Information Centre(s)"
3578976,110,"i-SITE Visitor Information Centre(s)"
3578977,114,"i-SITE Visitor Information Centre(s)"
3578979,125,"i-SITE Visitor Information Centre(s)"
3578983,122,"i-SITE Visitor Information Centre(s)"
3579011,109,"i-SITE Visitor Information Centre(s)"
3579012,110,"i-SITE Visitor Information Centre(s)"
3579016,111,"i-SITE Visitor Information Centre(s)"
3579028,121,"i-SITE Visitor Information Centre(s)"
3579031,134,"i-SITE Visitor Information Centre(s)"
3579042,116,"i-SITE Visitor Information Centre(s)"
3579043,123,"i-SITE Visitor Information Centre(s)"
3579049,122,"i-SITE Visitor Information Centre(s)"
3579053,114,"i-SITE Visitor Information Centre(s)"
3579065,115,"i-SITE Visitor Information Centre(s)"
3579066,117,"i-SITE Visitor Information Centre(s)"
3579081,104,"i-SITE Visitor Information Centre(s)"
3579098,128,"i-SITE Visitor Information Centre(s)"
3579102,119,"i-SITE Visitor Information Centre(s)"
3579105,143,"i-SITE Visitor Information Centre(s)"
3579109,127,"i-SITE Visitor Information Centre(s)"
3579120,116,"i-SITE Visitor Information Centre(s)"
3579124,118,"i-SITE Visitor Information Centre(s)"
3579127,121,"i-SITE Visitor Information Centre(s)"
3579130,91,"i-SITE Visitor Information Centre(s)"
3579137,120,"i-SITE Visitor Information Centre(s)"
3579138,109,"i-SITE Visitor Information Centre(s)"
3579142,119,"i-SITE Visitor Information Centre(s)"
3579143,129,"i-SITE Visitor Information Centre(s)"
3579145,120,"i-SITE Visitor Information Centre(s)"
3579152,115,"i-SITE Visitor Information Centre(s)"
3579159,110,"i-SITE Visitor Information Centre(s)"
3579166,108,"i-SITE Visitor Information Centre(s)"
3579179,112,"i-SITE Visitor Information Centre(s)"
3579180,125,"i-SITE Visitor Information Centre(s)"
3579187,123,"i-SITE Visitor Information Centre(s)"
3579188,110,"i-SITE Visitor Information Centre(s)"
3579192,118,"i-SITE Visitor Information Centre(s)"
3579195,126,"i-SITE Visitor Information Centre(s)"
3579199,127,"i-SITE Visitor Information Centre(s)"
3579200,118,"i-SITE Visitor Information Centre(s)"
3579220,110,"i-SITE Visitor Information Centre(s)"
3579222,115,"i-SITE Visitor Information Centre(s)"
3579221,130,"i-SITE Visitor Information Centre(s)"
3579235,121,"i-SITE Visitor Information Centre(s)"
3579239,115,"i-SITE Visitor Information Centre(s)"
3579245,117,"i-SITE Visitor Information Centre(s)"
3579247,120,"i-SITE Visitor Information Centre(s)"
3579250,110,"i-SITE Visitor Information Centre(s)"
3579267,132,"i-SITE Visitor Information Centre(s)"
3579270,122,"i-SITE Visitor Information Centre(s)"
3579273,133,"i-SITE Visitor Information Centre(s)"
3579282,110,"i-SITE Visitor Information Centre(s)"
3579283,131,"i-SITE Visitor Information Centre(s)"
3579286,114,"i-SITE Visitor Information Centre(s)"
3579290,108,"i-SITE Visitor Information Centre(s)"
3579303,111,"i-SITE Visitor Information Centre(s)"
3579308,115,"i-SITE Visitor Information Centre(s)"
3579309,108,"i-SITE Visitor Information Centre(s)"
3579313,114,"i-SITE Visitor Information Centre(s)"
3579316,122,"i-SITE Visitor Information Centre(s)"
3579336,131,"i-SITE Visitor Information Centre(s)"
3579342,102,"i-SITE Visitor Information Centre(s)"
3579366,108,"i-SITE Visitor Information Centre(s)"
3579373,121,"i-SITE Visitor Information Centre(s)"
3579375,117,"i-SITE Visitor Information Centre(s)"
3579380,124,"i-SITE Visitor Information Centre(s)"
3579381,120,"i-SITE Visitor Information Centre(s)"
3579382,132,"i-SITE Visitor Information Centre(s)"
3579403,118,"i-SITE Visitor Information Centre(s)"
3579407,125,"i-SITE Visitor Information Centre(s)"
3579415,134,"i-SITE Visitor Information Centre(s)"
3579428,121,"i-SITE Visitor Information Centre(s)"
3579433,121,"i-SITE Visitor Information Centre(s)"
3579440,129,"i-SITE Visitor Information Centre(s)"
3579446,113,"i-SITE Visitor Information Centre(s)"
3579452,123,"i-SITE Visitor Information Centre(s)"
3579454,122,"i-SITE Visitor Information Centre(s)"
3579457,117,"i-SITE Visitor Information Centre(s)"
3579461,129,"i-SITE Visitor Information Centre(s)"
3579462,117,"i-SITE Visitor Information Centre(s)"
3579465,143,"i-SITE Visitor Information Centre(s)"
3579466,113,"i-SITE Visitor Information Centre(s)"
3579470,106,"i-SITE Visitor Information Centre(s)"
3579476,105,"i-SITE Visitor Information Centre(s)"
3579487,144,"i-SITE Visitor Information Centre(s)"
3579489,123,"i-SITE Visitor Information Centre(s)"
3579493,128,"i-SITE Visitor Information Centre(s)"
3579504,115,"i-SITE Visitor Information Centre(s)"
3579509,118,"i-SITE Visitor Information Centre(s)"
3579514,104,"i-SITE Visitor Information Centre(s)"
3579516,132,"i-SITE Visitor Information Centre(s)"
3579544,124,"i-SITE Visitor Information Centre(s)"
3579559,119,"i-SITE Visitor Information Centre(s)"
3579571,129,"i-SITE Visitor Information Centre(s)"
3579577,115,"i-SITE Visitor Information Centre(s)"
3579593,122,"i-SITE Visitor Information Centre(s)"
3579601,130,"i-SITE Visitor Information Centre(s)"
3579612,112,"i-SITE Visitor Information Centre(s)"
3580174,109,"i-SITE Visitor Information Centre(s)"
3580182,133,"i-SITE Visitor Information Centre(s)"
3580216,111,"i-SITE Visitor Information Centre(s)"
3580222,127,"i-SITE Visitor Information Centre(s)"
3580240,128,"i-SITE Visitor Information Centre(s)"
3580257,131,"i-SITE Visitor Information Centre(s)"
3580262,119,"i-SITE Visitor Information Centre(s)"
3580304,149,"i-SITE Visitor Information Centre(s)"
3580305,128,"i-SITE Visitor Information Centre(s)"
3580313,142,"i-SITE Visitor Information Centre(s)"
3580326,177,"i-SITE Visitor Information Centre(s)"
3580330,116,"i-SITE Visitor Information Centre(s)"
3580336,141,"i-SITE Visitor Information Centre(s)"
3580347,152,"i-SITE Visitor Information Centre(s)"
3580354,146,"i-SITE Visitor Information Centre(s)"
3580380,157,"i-SITE Visitor Information Centre(s)"
3580388,151,"i-SITE Visitor Information Centre(s)"
3580389,152,"i-SITE Visitor Information Centre(s)"
3580413,126,"i-SITE Visitor Information Centre(s)"
3580414,192,"i-SITE Visitor Information Centre(s)"
3580416,171,"i-SITE Visitor Information Centre(s)"
3580419,113,"i-SITE Visitor Information Centre(s)"
3580437,150,"i-SITE Visitor Information Centre(s)"
3580429,106,"i-SITE Visitor Information Centre(s)"
3580454,112,"i-SITE Visitor Information Centre(s)"
3580456,161,"i-SITE Visitor Information Centre(s)"
3580470,160,"i-SITE Visitor Information Centre(s)"
3580459,128,"i-SITE Visitor Information Centre(s)"
3580477,115,"i-SITE Visitor Information Centre(s)"
3580480,144,"i-SITE Visitor Information Centre(s)"
3580481,151,"i-SITE Visitor Information Centre(s)"
3580482,157,"i-SITE Visitor Information Centre(s)"
3580493,163,"i-SITE Visitor Information Centre(s)"
3580522,139,"i-SITE Visitor Information Centre(s)"
3580523,115,"i-SITE Visitor Information Centre(s)"
3580525,161,"i-SITE Visitor Information Centre(s)"
3580530,117,"i-SITE Visitor Information Centre(s)"
3580539,182,"i-SITE Visitor Information Centre(s)"
3580561,115,"i-SITE Visitor Information Centre(s)"
3580562,135,"i-SITE Visitor Information Centre(s)"
3580564,154,"i-SITE Visitor Information Centre(s)"
3580583,134,"i-SITE Visitor Information Centre(s)"
3580601,148,"i-SITE Visitor Information Centre(s)"
3580617,140,"i-SITE Visitor Information Centre(s)"
3580622,181,"i-SITE Visitor Information Centre(s)"
3580627,165,"i-SITE Visitor Information Centre(s)"
3580632,138,"i-SITE Visitor Information Centre(s)"
3580656,159,"i-SITE Visitor Information Centre(s)"
3580700,118,"i-SITE Visitor Information Centre(s)"
3580708,95,"i-SITE Visitor Information Centre(s)"
3580718,140,"i-SITE Visitor Information Centre(s)"
3580724,144,"i-SITE Visitor Information Centre(s)"
3580746,131,"i-SITE Visitor Information Centre(s)"
3580764,125,"i-SITE Visitor Information Centre(s)"
