"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3610288,142,"Weibu","After trip to NZ"
3629707,138,"None of these","Planning trip to NZ"
3629707,139,"None of these","During trip to NZ"
3628853,126,"Weibu","After trip to NZ"
3628883,170,"None of these","During trip to NZ"
3610320,166,"Wechat","During trip to NZ"
3628883,169,"None of these","Planning trip to NZ"
3628883,171,"None of these","After trip to NZ"
3629709,135,"None of these","During trip to NZ"
3628886,134,"Facebook","During trip to NZ"
3610320,165,"Wechat","Planning trip to NZ"
3629716,106,"Instagram","After trip to NZ"
3629707,141,"Instagram","After trip to NZ"
3610331,140,"None of these","Planning trip to NZ"
3628886,133,"None of these","Planning trip to NZ"
3628886,135,"Facebook","After trip to NZ"
3629709,134,"None of these","Planning trip to NZ"
3629716,105,"Facebook","During trip to NZ"
3628902,134,"Facebook","During trip to NZ"
3610331,142,"None of these","After trip to NZ"
3628902,137,"Instagram","After trip to NZ"
3629716,104,"Facebook","Planning trip to NZ"
3628901,159,"Google+","Planning trip to NZ"
3628901,161,"Google+","During trip to NZ"
3628901,162,"Facebook","After trip to NZ"
3628902,135,"Instagram","During trip to NZ"
3629718,108,"None of these","After trip to NZ"
3628902,133,"Facebook","Planning trip to NZ"
3610320,167,"Wechat","After trip to NZ"
3629709,136,"None of these","After trip to NZ"
3610331,141,"None of these","During trip to NZ"
3628901,160,"Facebook","During trip to NZ"
3628902,136,"Facebook","After trip to NZ"
3629718,107,"Facebook","During trip to NZ"
3629718,106,"None of these","Planning trip to NZ"
3610338,139,"None of these","After trip to NZ"
3629723,107,"Google+","During trip to NZ"
3610338,138,"Wechat","During trip to NZ"
3629723,108,"None of these","After trip to NZ"
3629732,112,"None of these","After trip to NZ"
3610338,137,"Facebook","During trip to NZ"
3628916,145,"Facebook","After trip to NZ"
3628916,146,"Instagram","After trip to NZ"
3629732,111,"None of these","During trip to NZ"
3610372,141,"None of these","After trip to NZ"
3610379,135,"None of these","During trip to NZ"
3628916,144,"None of these","During trip to NZ"
3610379,136,"Wechat","After trip to NZ"
3610372,140,"None of these","During trip to NZ"
3610338,136,"None of these","Planning trip to NZ"
3628916,143,"None of these","Planning trip to NZ"
3610372,139,"None of these","Planning trip to NZ"
3610379,134,"Facebook","Planning trip to NZ"
3629732,110,"None of these","Planning trip to NZ"
3629723,106,"Google+","Planning trip to NZ"
3628919,133,"Google+","During trip to NZ"
3628919,135,"None of these","After trip to NZ"
3629748,120,"Instagram","During trip to NZ"
3628919,134,"Wechat","During trip to NZ"
3629748,119,"Facebook","During trip to NZ"
3629748,121,"Facebook","After trip to NZ"
3628935,121,"Facebook","During trip to NZ"
3629748,122,"Instagram","After trip to NZ"
3628935,123,"Facebook","After trip to NZ"
3610386,121,"Facebook","After trip to NZ"
3610386,120,"Facebook","During trip to NZ"
3628935,124,"Instagram","After trip to NZ"
3628935,122,"Instagram","During trip to NZ"
3628919,132,"Wechat","Planning trip to NZ"
3629748,118,"None of these","Planning trip to NZ"
3628935,120,"Instagram","Planning trip to NZ"
3628935,119,"Facebook","Planning trip to NZ"
3629750,128,"Instagram","During trip to NZ"
3610388,165,"None of these","After trip to NZ"
3628936,130,"Wechat","During trip to NZ"
3610406,116,"Pinterest","During trip to NZ"
3628936,131,"Wechat","After trip to NZ"
3629750,129,"Instagram","After trip to NZ"
3629764,133,"Facebook","During trip to NZ"
3610406,115,"Instagram","During trip to NZ"
3610406,118,"Wechat","After trip to NZ"
3629766,174,"None of these","During trip to NZ"
3629764,135,"Facebook","After trip to NZ"
3610406,114,"Facebook","During trip to NZ"
3610406,117,"Google+","After trip to NZ"
3629750,126,"None of these","Planning trip to NZ"
3610388,163,"None of these","Planning trip to NZ"
3610406,113,"Twitter","Planning trip to NZ"
3629766,173,"None of these","Planning trip to NZ"
3628953,141,"Facebook","During trip to NZ"
3629764,132,"Facebook","Planning trip to NZ"
3628953,142,"None of these","After trip to NZ"
3628919,131,"Google+","Planning trip to NZ"
3610386,119,"Facebook","Planning trip to NZ"
3629750,127,"Facebook","During trip to NZ"
3610388,164,"None of these","During trip to NZ"
3629764,134,"Twitter","During trip to NZ"
3629766,175,"None of these","After trip to NZ"
3628936,129,"Wechat","Planning trip to NZ"
3610413,183,"None of these","During trip to NZ"
3628969,127,"Facebook","During trip to NZ"
3629791,110,"None of these","During trip to NZ"
3629791,111,"None of these","After trip to NZ"
3628969,129,"Facebook","After trip to NZ"
3610413,184,"None of these","After trip to NZ"
3628969,128,"Instagram","During trip to NZ"
3628969,126,"Facebook","Planning trip to NZ"
3629791,109,"None of these","Planning trip to NZ"
3610422,159,"Google+","Planning trip to NZ"
3610413,182,"None of these","Planning trip to NZ"
3610422,158,"Weibu","Planning trip to NZ"
3610422,161,"Weibu","During trip to NZ"
3610422,163,"Wechat","During trip to NZ"
3628970,112,"Facebook","During trip to NZ"
3610422,162,"Google+","During trip to NZ"
3628970,114,"Facebook","After trip to NZ"
3629798,102,"Facebook","After trip to NZ"
3629816,132,"Google+","During trip to NZ"
3629798,101,"Facebook","During trip to NZ"
3610438,166,"None of these","During trip to NZ"
3610422,160,"Wechat","Planning trip to NZ"
3610438,165,"Google+","Planning trip to NZ"
3628970,111,"Facebook","Planning trip to NZ"
3629818,103,"Instagram","Planning trip to NZ"
3629798,100,"None of these","Planning trip to NZ"
3629816,131,"Google+","Planning trip to NZ"
3629818,105,"Instagram","During trip to NZ"
3610479,128,"Twitter","After trip to NZ"
3610479,127,"None of these","During trip to NZ"
3629818,106,"Facebook","After trip to NZ"
3628953,140,"None of these","Planning trip to NZ"
3610479,126,"Weibu","Planning trip to NZ"
3610422,164,"None of these","After trip to NZ"
3628970,113,"Instagram","During trip to NZ"
3610438,167,"None of these","After trip to NZ"
3629816,133,"None of these","After trip to NZ"
3629818,104,"Facebook","During trip to NZ"
3610479,129,"Weibu","After trip to NZ"
3610488,186,"None of these","Planning trip to NZ"
3610488,189,"Facebook","After trip to NZ"
3629825,115,"None of these","After trip to NZ"
3610488,187,"Facebook","During trip to NZ"
3629825,113,"None of these","Planning trip to NZ"
3629002,114,"Google+","During trip to NZ"
3610497,163,"None of these","During trip to NZ"
3629841,110,"None of these","Planning trip to NZ"
3629017,127,"None of these","After trip to NZ"
3610520,146,"None of these","During trip to NZ"
3610488,188,"Pinterest","During trip to NZ"
3629002,115,"Wechat","After trip to NZ"
3610497,162,"Google+","Planning trip to NZ"
3629017,126,"None of these","During trip to NZ"
3629018,141,"Facebook","During trip to NZ"
3629841,112,"None of these","After trip to NZ"
3610520,147,"None of these","After trip to NZ"
3629002,113,"Weibu","Planning trip to NZ"
3629818,107,"Instagram","After trip to NZ"
3610488,190,"Pinterest","After trip to NZ"
3629825,114,"None of these","During trip to NZ"
3610497,164,"Facebook","After trip to NZ"
3629017,125,"None of these","Planning trip to NZ"
3629841,111,"None of these","During trip to NZ"
3629018,143,"Facebook","After trip to NZ"
3629018,140,"None of these","Planning trip to NZ"
3629857,107,"None of these","After trip to NZ"
3610529,123,"Weibu","After trip to NZ"
3629033,113,"None of these","After trip to NZ"
3610531,144,"Wechat","During trip to NZ"
3629033,111,"None of these","Planning trip to NZ"
3610531,145,"Google+","After trip to NZ"
3629035,135,"None of these","Planning trip to NZ"
3629018,144,"Instagram","After trip to NZ"
3610529,121,"Weibu","Planning trip to NZ"
3629857,106,"None of these","During trip to NZ"
3629035,136,"None of these","During trip to NZ"
3610531,143,"None of these","Planning trip to NZ"
3629873,117,"Instagram","During trip to NZ"
3629873,119,"Instagram","After trip to NZ"
3629018,142,"Instagram","During trip to NZ"
3629873,116,"None of these","Planning trip to NZ"
3610520,145,"None of these","Planning trip to NZ"
3629857,105,"None of these","Planning trip to NZ"
3610554,147,"Facebook","Planning trip to NZ"
3610529,122,"None of these","During trip to NZ"
3629033,112,"None of these","During trip to NZ"
3629035,137,"None of these","After trip to NZ"
3629873,118,"Facebook","After trip to NZ"
3629050,143,"Facebook","Planning trip to NZ"
3610554,149,"Instagram","After trip to NZ"
3610556,145,"None of these","After trip to NZ"
3610570,146,"None of these","Planning trip to NZ"
3629875,131,"Facebook","During trip to NZ"
3629050,145,"Facebook","During trip to NZ"
3629050,148,"Instagram","After trip to NZ"
3610556,144,"None of these","During trip to NZ"
3610570,147,"None of these","During trip to NZ"
3629882,107,"None of these","During trip to NZ"
3629051,106,"None of these","After trip to NZ"
3629050,144,"Instagram","Planning trip to NZ"
3629875,132,"Google+","During trip to NZ"
3629050,147,"Facebook","After trip to NZ"
3610556,143,"None of these","Planning trip to NZ"
3629882,106,"None of these","Planning trip to NZ"
3629051,104,"None of these","Planning trip to NZ"
3629053,123,"Google+","During trip to NZ"
3610572,130,"None of these","Planning trip to NZ"
3629053,122,"Google+","Planning trip to NZ"
3629893,147,"Google+","Planning trip to NZ"
3629875,130,"Google+","Planning trip to NZ"
3610554,148,"Facebook","During trip to NZ"
3629050,146,"Instagram","During trip to NZ"
3610597,144,"Weibu","Planning trip to NZ"
3629875,133,"None of these","After trip to NZ"
3629882,108,"Facebook","After trip to NZ"
3629051,105,"None of these","During trip to NZ"
3610570,148,"None of these","After trip to NZ"
3629893,148,"Google+","During trip to NZ"
3610572,131,"None of these","During trip to NZ"
3610597,145,"None of these","During trip to NZ"
3629084,121,"Facebook","After trip to NZ"
3629900,102,"None of these","Planning trip to NZ"
3629085,111,"None of these","After trip to NZ"
3629087,120,"None of these","After trip to NZ"
3629916,157,"Google+","Planning trip to NZ"
3629084,122,"Instagram","After trip to NZ"
3629053,124,"None of these","After trip to NZ"
3610597,146,"Weibu","After trip to NZ"
3629085,110,"None of these","During trip to NZ"
3610604,127,"None of these","Planning trip to NZ"
3629900,103,"None of these","During trip to NZ"
3629087,119,"None of these","During trip to NZ"
3610613,146,"Google+","Planning trip to NZ"
3610572,132,"Wechat","After trip to NZ"
3629893,149,"None of these","After trip to NZ"
3629084,120,"Facebook","During trip to NZ"
3629900,104,"None of these","After trip to NZ"
3610604,129,"None of these","After trip to NZ"
3629087,118,"Facebook","Planning trip to NZ"
3629916,159,"Google+","After trip to NZ"
3610613,147,"None of these","During trip to NZ"
3629101,172,"None of these","After trip to NZ"
3629941,139,"None of these","After trip to NZ"
3610604,128,"None of these","During trip to NZ"
3629084,119,"None of these","Planning trip to NZ"
3629085,109,"None of these","Planning trip to NZ"
3629916,158,"Google+","During trip to NZ"
3629918,100,"Facebook","After trip to NZ"
3629102,151,"Instagram","During trip to NZ"
3629923,120,"None of these","Planning trip to NZ"
3629941,136,"None of these","Planning trip to NZ"
3629918,99,"Facebook","During trip to NZ"
3629101,171,"Facebook","During trip to NZ"
3610615,130,"Facebook","During trip to NZ"
3629941,138,"Instagram","During trip to NZ"
3629102,150,"Google+","Planning trip to NZ"
3610615,131,"Facebook","After trip to NZ"
3629103,107,"Facebook","During trip to NZ"
3629117,108,"None of these","During trip to NZ"
3629923,122,"None of these","After trip to NZ"
3610615,129,"None of these","Planning trip to NZ"
3610613,148,"None of these","After trip to NZ"
3629103,106,"Facebook","Planning trip to NZ"
3629948,114,"Google+","Planning trip to NZ"
3629923,121,"Google+","During trip to NZ"
3629102,152,"None of these","After trip to NZ"
3629941,137,"Facebook","During trip to NZ"
3629120,133,"Google+","Planning trip to NZ"
3629918,98,"Facebook","Planning trip to NZ"
3629117,107,"None of these","Planning trip to NZ"
3629948,115,"Google+","During trip to NZ"
3629948,113,"Instagram","Planning trip to NZ"
3610624,148,"None of these","After trip to NZ"
3629101,170,"Facebook","Planning trip to NZ"
3610624,146,"None of these","Planning trip to NZ"
3610624,147,"None of these","During trip to NZ"
3629120,136,"Google+","During trip to NZ"
3629120,135,"Instagram","During trip to NZ"
3629120,138,"Instagram","After trip to NZ"
3629966,99,"Facebook","During trip to NZ"
3610638,120,"None of these","During trip to NZ"
3629137,136,"None of these","During trip to NZ"
3610640,126,"Facebook","During trip to NZ"
3629103,108,"Facebook","After trip to NZ"
3629117,109,"None of these","After trip to NZ"
3629966,98,"Facebook","Planning trip to NZ"
3610638,119,"None of these","Planning trip to NZ"
3610638,122,"Instagram","After trip to NZ"
3629137,137,"None of these","After trip to NZ"
3610640,125,"Google+","Planning trip to NZ"
3629982,150,"Google+","Planning trip to NZ"
3629137,135,"None of these","Planning trip to NZ"
3629151,151,"Facebook","Planning trip to NZ"
3629948,116,"Instagram","After trip to NZ"
3629120,134,"Facebook","During trip to NZ"
3629120,137,"Facebook","After trip to NZ"
3610638,121,"Weibu","After trip to NZ"
3629966,100,"Facebook","After trip to NZ"
3610640,127,"Facebook","After trip to NZ"
3629151,152,"Instagram","Planning trip to NZ"
3629982,151,"Google+","During trip to NZ"
3610647,140,"None of these","Planning trip to NZ"
3629982,152,"Google+","After trip to NZ"
3610647,142,"None of these","After trip to NZ"
3629151,153,"Facebook","During trip to NZ"
3629151,156,"Instagram","After trip to NZ"
3610649,121,"Facebook","During trip to NZ"
3629151,155,"Facebook","After trip to NZ"
3629153,94,"None of these","During trip to NZ"
3610649,120,"Facebook","Planning trip to NZ"
3629998,147,"None of these","Planning trip to NZ"
3629169,185,"None of these","Planning trip to NZ"
3629998,151,"Instagram","After trip to NZ"
3629153,93,"None of these","Planning trip to NZ"
3610654,115,"Facebook","Planning trip to NZ"
3629998,149,"Instagram","During trip to NZ"
3629169,186,"None of these","During trip to NZ"
3610654,117,"Facebook","After trip to NZ"
3629184,127,"Instagram","During trip to NZ"
3629151,154,"Instagram","During trip to NZ"
3610647,141,"None of these","During trip to NZ"
3610649,122,"Facebook","After trip to NZ"
3629153,95,"None of these","After trip to NZ"
3629184,124,"Facebook","Planning trip to NZ"
3629998,150,"Facebook","After trip to NZ"
3629184,129,"Instagram","After trip to NZ"
3610654,116,"Facebook","During trip to NZ"
3629998,148,"Facebook","During trip to NZ"
3630007,149,"Instagram","During trip to NZ"
3629186,149,"None of these","Planning trip to NZ"
3629169,187,"None of these","After trip to NZ"
3610663,128,"Weibu","During trip to NZ"
3629184,128,"Facebook","After trip to NZ"
3630007,147,"None of these","Planning trip to NZ"
3629184,125,"Instagram","Planning trip to NZ"
3630007,148,"Facebook","During trip to NZ"
3629186,151,"Instagram","During trip to NZ"
3610663,127,"Wechat","Planning trip to NZ"
3630007,151,"Instagram","After trip to NZ"
3629186,150,"Facebook","During trip to NZ"
