id,they_follow
3907808364,281890963
3907808364,1187330941
3907808364,216776631
3907808364,1536791610
3907808364,822215679726100480
3907808364,25073877
3907808364,749779355694313472
3907808364,85743765
3907808364,245217900
3907808364,24228154
3907808364,544716013
3907808364,419639256
3907808364,308293041
3907808364,2724597409
3907808364,4890000388
3907808364,1098742782
3907808364,5849202
3907808364,2870555779
3907808364,2499047479
3907808364,3018841323
3907808364,20520190
3907808364,2385131
3907808364,2613859267
3907808364,295344317
3907808364,9308212
3907808364,46486816
3907808364,34677653
3907808364,80422885
3907808364,405033226
3907808364,130570965
3907808364,1168003974
3907808364,306083769
3907808364,144592995
3907808364,235261861
3907808364,42988081
3907808364,3445804886
3907808364,39010299
3907808364,69133574
3907808364,56802117
3907808364,31290415
3907808364,267908574
3907808364,51263711
3907808364,25213966
