twit_id,they_follow
144498030,19329136
144498030,820704704992780288
144498030,921013064148725760
144498030,87233065
144498030,569083801
144498030,105810584
144498030,1078660374
144498030,939767278853169152
144498030,604354270
144498030,31656892
144498030,2587240482
144498030,170918394
144498030,2188150948
144498030,274674160
144498030,18071358
144498030,1056850669
144498030,1100927498
144498030,2724597409
144498030,48779879
144498030,15330829
144498030,318673863
144498030,936116796507033600
144498030,7144422
144498030,3016959409
144498030,3492240913
144498030,285655507
144498030,551149727
144498030,1546270652
144498030,857578599683162112
144498030,37168231
144498030,104805411
144498030,134507185
144498030,44704537
144498030,18373968
144498030,1344897174
144498030,717220465262075904
144498030,3009711978
144498030,108006063
144498030,74980737
144498030,52437155
144498030,2451476942
144498030,3405760034
144498030,91025370
144498030,918039568200351744
144498030,2995379682
144498030,1320350810
144498030,4802850284
144498030,1292538672
144498030,777406023858528256
144498030,796964692828835840
144498030,717955913987002368
144498030,70441486
144498030,120737021
144498030,313395392
144498030,18810315
144498030,726958279
144498030,2706971388
144498030,18193577
144498030,3060687997
144498030,2542134180
144498030,16534327
144498030,42898386
144498030,2365514263
144498030,99627662
144498030,41231370
144498030,2387851327
144498030,20998868
144498030,858332888
144498030,3312691178
144498030,2508355506
144498030,28835645
144498030,3642097033
144498030,9264352
144498030,119987616
144498030,16820641
144498030,267283568
144498030,12447792
144498030,626681652
144498030,39383125
144498030,17350542
144498030,20641938
144498030,66780587
144498030,18080585
144498030,16061930
144498030,108471290
144498030,14792516
144498030,167169119
144498030,11263102
144498030,7542902
144498030,19041500
144498030,803694
144498030,288500051
144498030,914061
144498030,2893971
144498030,220139885
144498030,5746452
144498030,15330301
144498030,816653
144498030,36823
144498030,11069462
144498030,376618837
144498030,5763262
144498030,458647237
144498030,571202103
144498030,17449590
144498030,822215679726100480
144498030,25213966
144498030,586
144498030,14706299
144498030,14578294
144498030,78729443
144498030,16134540
144498030,23278024
144498030,1413548791
144498030,162304163
144498030,513047745
144498030,412846846
144498030,113568312
144498030,822730910617501696
144498030,2916625399
144498030,2655830472
144498030,273028600
144498030,395149823
144498030,918346674
144498030,2632716033
144498030,343547084
144498030,2785793167
144498030,199110089
144498030,96013710
144498030,286742737
144498030,1264788474
144498030,843112550
144498030,126990459
144498030,227626917
144498030,43042353
144498030,141864252
144498030,855646791961681920
144498030,932231099060690944
144498030,2330775930
144498030,44337311
144498030,94283954
144498030,264130309
144498030,239293197
144498030,85462891
144498030,95138568
144498030,927724895538110464
144498030,1425451896
144498030,1111282716
144498030,2230270544
144498030,23125257
144498030,1059273780
144498030,4855972344
144498030,1446376116
144498030,2178012643
144498030,15685575
144498030,36783881
144498030,226007418
144498030,769496
144498030,15255602
144498030,37677496
144498030,729842069418561536
144498030,14339542
144498030,27690984
144498030,3475
144498030,714319474942345216
144498030,14694490
144498030,216003160
144498030,17230461
144498030,250722893
144498030,54711914
144498030,23289019
144498030,17214675
144498030,1707321486
144498030,214656031
144498030,14204458
144498030,789314726874472448
144498030,17168586
144498030,1076061
144498030,3898598357
144498030,92712397
144498030,804749
144498030,24190981
144498030,14561327
144498030,5689762
144498030,98662638
144498030,367924282
144498030,3751591514
144498030,11740902
144498030,838129357
144498030,719902068782342144
144498030,19843630
144498030,824292426961408000
144498030,965780173
144498030,3770428640
144498030,2568108282
144498030,823518894182846464
144498030,17825445
144498030,531697681
144498030,21232536
144498030,2233154425
144498030,543108848
144498030,14780546
144498030,499497572
144498030,3176751
144498030,314587185
144498030,39996313
144498030,5968272
144498030,9864482
144498030,791340999553454080
144498030,17065799
144498030,14534896
144498030,724740872
144498030,232163831
144498030,447532101
144498030,24889586
144498030,2384071
144498030,741562726288351232
144498030,3243602706
144498030,75528474
144498030,98667396
144498030,3241214268
144498030,230259857
144498030,933755944906915840
144498030,367719464
144498030,25508510
144498030,905399486
144498030,350977418
144498030,15823641
144498030,1249627604
144498030,69539409
144498030,124522562
144498030,3222566306
144498030,925368514508029952
144498030,925364537204686848
144498030,925368573576355840
144498030,1715370056
144498030,338526004
144498030,2309105822
144498030,18027886
144498030,2785337469
144498030,3293011687
144498030,776585502606721024
144498030,2814476470
144498030,197684961
144498030,1601593543
144498030,1540897980
144498030,22385548
144498030,2882893927
144498030,140980031
144498030,806206253634457600
144498030,3259586191
144498030,740208036254482432
144498030,1387433462
144498030,1214528593
144498030,1482581556
144498030,4783690002
144498030,153196789
144498030,228792418
144498030,81869176
144498030,622784277
144498030,3232640646
144498030,172179385
144498030,1487667920
144498030,39547749
144498030,1640407356
144498030,14408924
144498030,158789494
144498030,48642190
144498030,2815077014
144498030,50095170
144498030,797433864
144498030,2981968107
144498030,1442906958
144498030,29843511
144498030,2573466488
144498030,2902658140
144498030,2781430855
144498030,48008938
144498030,2956121356
144498030,70831441
144498030,898805695
144498030,3460735528
144498030,2361967422
144498030,865622395
144498030,752622469144510464
144498030,3293836337
144498030,3827302049
144498030,715267309967790080
144498030,150705545
144498030,25741608
144498030,1068157430
144498030,765311247189291008
144498030,2385131
144498030,724797289
144498030,487591270
144498030,3318844765
144498030,381642287
144498030,15808647
144498030,222112598
144498030,104796419
144498030,925368443754356736
144498030,925364027475111936
144498030,4136066179
144498030,2848173224
144498030,81801182
144498030,3086815217
144498030,1568606814
144498030,2777103822
144498030,14839109
144498030,736395775446556672
144498030,979850508
144498030,141580334
144498030,1844128507
144498030,57923639
144498030,993001615
144498030,3437532637
144498030,373466025
144498030,1478204994
144498030,458992712
144498030,806876009081360384
144498030,2411094818
144498030,381289719
144498030,847682200333983744
144498030,17197378
144498030,905396695860633600
144498030,1611887712
144498030,905255756789825536
144498030,17519986
144498030,157459255
144498030,6603532
144498030,917255347844165632
144498030,50781152
144498030,244504407
144498030,16539459
144498030,98662718
144498030,2577700700
144498030,40270600
144498030,89249164
144498030,17203405
144498030,3199856542
144498030,3909197654
144498030,17522755
144498030,40684667
144498030,190246525
144498030,13192
144498030,6183492
144498030,10915042
144498030,314708384
144498030,794458165987438592
144498030,2510885280
144498030,35794978
144498030,1339518313
144498030,260399941
144498030,772810470
144498030,14833643
144498030,24083751
144498030,282815200
144498030,209155608
144498030,128275616
144498030,883747950085656576
144498030,9434762
144498030,2254561
144498030,9527212
144498030,237254045
144498030,300803303
144498030,16284661
144498030,707254393
144498030,870078805381132288
144498030,17773446
144498030,318466467
144498030,4187716153
144498030,166390394
144498030,316842679
144498030,474823395
144498030,3367336625
144498030,14139432
144498030,208789178
144498030,103693215
144498030,2303856248
144498030,4406202856
144498030,1652270612
144498030,16112517
144498030,59773247
144498030,10414152
144498030,1168003974
144498030,94276164
144498030,717312300529618944
144498030,3354999513
144498030,64496701
144498030,937467860
144498030,36133587
144498030,44195788
144498030,16047639
144498030,7558612
144498030,273200904
144498030,6146692
144498030,97582853
144498030,551600672
144498030,374659701
144498030,229564414
144498030,19520842
144498030,20963651
144498030,5685812
144498030,18463930
144498030,768197780
144498030,229638179
144498030,1098742782
144498030,14109167
144498030,377578645
144498030,765548
144498030,1237502864
144498030,267256091
144498030,405033226
144498030,342250615
144498030,34677653
144498030,39010299
144498030,2217099931
144498030,176883031
144498030,253791979
144498030,5849202
144498030,2499047479
144498030,9308212
144498030,2505271093
144498030,2613859267
144498030,295344317
144498030,144592995
144498030,611597719
144498030,41435950
144498030,235261861
144498030,597868047
144498030,13074042
144498030,2865404679
144498030,24228154
144498030,46245868
144498030,1851554534
144498030,3230388598
144498030,2440258777
144498030,614095758
144498030,889173924566663168
144498030,1728597720
144498030,846124795
144498030,4366154414
144498030,702001481247911936
144498030,2474532349
144498030,797720168713441280
144498030,759509732348588032
144498030,40203553
144498030,64016042
144498030,1167873806
144498030,2167059661
144498030,91375691
144498030,11766442
144498030,1085991
144498030,2717207443
144498030,919895294208299008
144498030,4708836563
144498030,3380063728
144498030,860076704
144498030,1068951084
144498030,244991150
144498030,2460368252
144498030,750554018
144498030,398087684
144498030,8472272
144498030,32546966
144498030,115494880
144498030,18318677
144498030,69133574
144498030,929652535962451968
144498030,847450664959488000
144498030,923612478671638528
144498030,918015657198870528
144498030,752924694991532032
144498030,915808949605150720
144498030,15379361
144498030,775449094739197952
144498030,22674817
144498030,714043100960653312
144498030,593829883
144498030,102100751
144498030,707231479047315456
144498030,1062742964
144498030,2418794808
144498030,772796936457977856
144498030,3012004632
144498030,3007498243
144498030,2817632581
144498030,758951168441655296
144498030,2578457683
144498030,205694126
144498030,371190753
144498030,801378707474628608
144498030,4575453679
144498030,2556673646
144498030,819013279469228032
144498030,728164758730330112
144498030,779166816165920768
144498030,193603587
144498030,870679345412493312
144498030,864896000028065792
144498030,1538176015
144498030,877107418035081216
144498030,21186231
144498030,1101365574
144498030,2486762587
144498030,71201743
144498030,1582341876
144498030,19985444
144498030,15669672
144498030,867595520369405952
144498030,80004572
144498030,2177366923
144498030,919573372488552448
144498030,843085997483077632
144498030,1632592740
144498030,51310666
144498030,88593181
144498030,2357617698
144498030,4013490382
144498030,806938148349456384
144498030,2556780289
144498030,708935212202221568
144498030,782224868750331904
144498030,762225207021015040
144498030,835865788577955840
144498030,831022191319859200
144498030,819577730891214848
144498030,1215357290
144498030,153739657
144498030,151432737
144498030,2438225413
144498030,234811860
144498030,1520011026
144498030,841437061
144498030,555031989
144498030,4908885163
144498030,4263007693
144498030,2385840120
144498030,220627371
144498030,811474232991313920
144498030,388933908
144498030,70381571
144498030,117341432
144498030,738352793791041536
144498030,281960849
144498030,1640179939
144498030,2452343594
144498030,63938866
144498030,355989081
144498030,310239584
144498030,20609518
144498030,327774652
144498030,47055387
144498030,16589206
144498030,352145373
144498030,77888423
144498030,157903916
144498030,110113879
144498030,175282603
144498030,14174897
144498030,167960058
144498030,393033324
144498030,80422885
144498030,130745589
144498030,92526801
144498030,624609256
144498030,1976317832
144498030,740238495952736256
144498030,242104880
144498030,6130352
144498030,146536061
144498030,816825631
144498030,28165790
144498030,33838201
144498030,2502019975
144498030,849349669599805440
144498030,14325176
144498030,30267967
144498030,55216586
144498030,14347684
144498030,12350
144498030,622519917
144498030,136733764
144498030,77909615
144498030,22585327
144498030,32868144
144498030,209368788
144498030,95292874
144498030,47487925
144498030,2835662000
144498030,8515852
144498030,158106469
144498030,2182812798
144498030,6557062
144498030,16788716
144498030,14053240
144498030,2401933753
144498030,534563976
144498030,14835608
144498030,86817052
144498030,15363432
144498030,476582730
144498030,847863564681531392
144498030,903716863
144498030,779070047272603648
144498030,53309423
144498030,20167623
144498030,3021223721
144498030,118263124
144498030,167346791
144498030,11518572
144498030,254107028
144498030,2895770934
144498030,16067035
144498030,3333052551
144498030,2598162997
144498030,14344469
144498030,9316452
144498030,33836629
144498030,18939157
144498030,471550563
144498030,827348754
144498030,2585917969
144498030,3918111614
144498030,216939636
144498030,468960732
144498030,2198857668
144498030,4820804277
144498030,2222755940
144498030,249520655
144498030,2348539021
144498030,183548668
144498030,2323772125
144498030,134455655
144498030,3018225020
144498030,2191374346
144498030,187874400
144498030,1405220132
144498030,779863892
144498030,809649300762480640
144498030,597956010
144498030,101546430
144498030,48940193
144498030,1381109312
144498030,859051906173370368
144498030,800121209262223360
144498030,1378812991
144498030,857142088554741760
144498030,1367584100
144498030,524510260
144498030,392773603
144498030,2312262702
144498030,95588504
144498030,129057534
144498030,86342654
144498030,114431792
144498030,75233270
144498030,2823192415
144498030,63719920
144498030,349013657
144498030,2315474990
144498030,767345544901517312
144498030,1568616944
144498030,1321898108
144498030,115465399
144498030,1642669674
144498030,258283931
144498030,49877768
144498030,75610842
144498030,23095992
144498030,29398579
144498030,15271141
144498030,114132739
144498030,753874033611943936
144498030,2227006380
144498030,1205522970
144498030,46410209
144498030,1029069799
144498030,871766546
144498030,615262221
144498030,524633269
144498030,149402237
144498030,16340952
144498030,2737908654
144498030,1435068858
144498030,3561817286
144498030,2769307393
144498030,392459574
144498030,24674159
144498030,2932524853
144498030,4724224769
144498030,2529048926
144498030,4014675253
144498030,3735964516
144498030,33868638
144498030,917488900855152640
144498030,331434993
144498030,25073877
144498030,307951773
144498030,883275566480322560
144498030,15912890
144498030,1583865109
144498030,374712154
144498030,51376979
144498030,76294950
144498030,44588485
144498030,68977380
144498030,1227253801
144498030,2541363451
144498030,2613904818
144498030,2596143056
144498030,2574232910
144498030,2602959463
144498030,141208596
144498030,137780376
144498030,373280952
144498030,1288175774
144498030,1251083774
144498030,77732185
144498030,2222673457
144498030,160854627
144498030,4472065032
144498030,1358917686
144498030,2924521080
144498030,243249906
144498030,298625735
144498030,207809313
144498030,870366536
144498030,97217966
144498030,1324334436
144498030,1072993274
144498030,287156977
144498030,350128848
144498030,373410448
144498030,252018855
144498030,1368737382
144498030,1447949844
144498030,769108935726997504
144498030,751400048
144498030,152719505
144498030,75246346
144498030,111944435
144498030,1602756109
144498030,758859344561569792
144498030,2193923645
144498030,73871975
144498030,3314383418
144498030,66782978
144498030,1925368664
144498030,438525539
144498030,99034397
144498030,223831644
144498030,323839489
144498030,113655965
144498030,634244983
144498030,827185873301037056
144498030,75816710
144498030,103245739
144498030,794874013
144498030,74433034
144498030,147994804
144498030,16404141
144498030,17741799
144498030,1934388686
144498030,85657578
144498030,342034927
144498030,2258756071
144498030,141470251
144498030,1097218164
144498030,71042602
144498030,3147232288
144498030,807733812306116608
144498030,2992426285
144498030,22256645
144498030,2834248800
144498030,2501944340
144498030,217877406
144498030,3112259977
144498030,375369317
144498030,3198386036
144498030,279417161
144498030,1265037073
144498030,1364930179
144498030,2496873565
144498030,2886159325
144498030,422579915
144498030,2317300873
144498030,1296228428
144498030,734719425622904832
144498030,3613936512
144498030,2323293457
144498030,2293885094
144498030,28519560
144498030,407620902
144498030,2892918498
144498030,126693207
144498030,2331656280
144498030,264689938
144498030,1344134052
144498030,1412319144
144498030,2438120870
144498030,127934664
144498030,2968301068
144498030,10119372
144498030,16609467
144498030,745492782609928192
144498030,475033594
144498030,730427137971257344
144498030,14964225
144498030,2765754919
144498030,386390133
144498030,545845921
144498030,166324093
144498030,2744421848
144498030,129096662
144498030,621721866
144498030,792104223869657088
144498030,3682105454
144498030,1366468915
144498030,2880306546
144498030,799960582724038656
144498030,2783325588
144498030,114389234
144498030,233047228
144498030,181103420
144498030,1264132357
144498030,850642655554002944
144498030,139685451
144498030,44839509
144498030,83297832
144498030,2737534982
144498030,73593143
144498030,131102007
144498030,338822602
144498030,420943164
144498030,68375630
144498030,287661993
144498030,714731566828793856
144498030,439876343
144498030,4169623639
144498030,1139649950
144498030,60937837
144498030,130104041
144498030,1346439824
144498030,2183816041
144498030,428333
144498030,133880286
144498030,471741741
144498030,53355887
144498030,18839785
144498030,56631494
144498030,65659343
144498030,113419517
144498030,101695592
144498030,31348594
144498030,132385468
144498030,88856792
144498030,101311381
144498030,145125358
144498030,205125670
144498030,50393960
144498030,19058681
144498030,18681139
144498030,135421739
