id,they_follow
158973664,59773247
158973664,955370014445486080
158973664,2973406683
158973664,425745533
158973664,879346433572446208
158973664,305435784
158973664,1241814552
158973664,55667378
158973664,2367736915
158973664,119378319
158973664,911262145198874624
158973664,303836743
158973664,14225080
158973664,1728313302
158973664,34499890
158973664,335564286
158973664,16284661
158973664,13920962
158973664,69998079
158973664,878643270296805376
158973664,377578645
158973664,1387915232
158973664,597868047
158973664,228624732
158973664,30950793
158973664,765027412115587072
158973664,2993715499
158973664,2869056617
158973664,58171977
158973664,2440258777
158973664,912211412
158973664,80144576
158973664,2740786535
158973664,75051887
158973664,38670441
158973664,49383389
158973664,14344469
158973664,16061930
158973664,14839109
158973664,528717274
158973664,372891057
158973664,16338238
158973664,354584470
158973664,2561782740
158973664,250891272
158973664,717956684086272000
158973664,74169715
158973664,35364351
158973664,159311024
158973664,107595517
158973664,18922581
158973664,2458082684
158973664,1408989498
158973664,14111650
158973664,78502161
158973664,51360810
158973664,214413743
158973664,44258747
158973664,994427588
158973664,13874392
158973664,2381152877
158973664,84288053
158973664,3305833441
158973664,22271098
158973664,708818584693116928
158973664,72591632
158973664,5763262
158973664,2550725251
158973664,254095506
158973664,41272346
158973664,492094367
158973664,165751336
158973664,250831586
158973664,124335068
158973664,329746058
158973664,3177497806
158973664,245396123
158973664,120288032
158973664,554943219
158973664,14589257
158973664,154175423
158973664,19312845
158973664,21457289
158973664,2707961760
158973664,281677896
158973664,207617689
158973664,2980825535
158973664,964340516
158973664,283984427
158973664,944404436
158973664,3760488922
158973664,36740214
158973664,204297410
158973664,21991908
158973664,869638915002580992
158973664,19007577
158973664,546453689
158973664,1144055299
158973664,68257605
158973664,30900841
158973664,15195150
158973664,7434902
158973664,308795969
158973664,46423291
158973664,304124910
158973664,1171279868
158973664,215904011
158973664,2759769840
158973664,872413457198567424
158973664,15948461
158973664,3279906888
158973664,24919888
158973664,2577700700
158973664,431135074
158973664,906583658
158973664,2840762823
158973664,360665507
158973664,1355246442
158973664,196121440
158973664,34515468
158973664,1964513341
158973664,385231152
158973664,1656413288
158973664,2906071884
158973664,190213419
158973664,570041347
158973664,2471739785
158973664,64972721
158973664,7890392
158973664,21281374
158973664,3195467395
158973664,182238594
158973664,1363789297
158973664,333673821
158973664,944630790
158973664,719719634019164160
158973664,47753883
158973664,1901759335
158973664,434423601
158973664,24280451
158973664,39706984
158973664,2457614299
158973664,805132622338916352
158973664,33030256
158973664,3350859405
158973664,15222083
158973664,104574264
158973664,272061103
158973664,2955490408
158973664,1929123475
158973664,999293378
158973664,158558510
158973664,119256748
158973664,18927441
158973664,96997907
158973664,123673000
158973664,14983111
158973664,338681517
158973664,286998245
158973664,2377815434
158973664,1233663476
158973664,40273
158973664,15687962
158973664,27042513
158973664,391037985
158973664,196168350
158973664,468646961
158973664,15433452
158973664,16709688
158973664,14809608
158973664,2728657237
158973664,27518320
158973664,107143456
158973664,4263007693
158973664,2412917082
158973664,4625037762
158973664,818927131883356160
158973664,1649643319
158973664,28221296
158973664,2724597409
158973664,3079929572
158973664,552121630
158973664,27466653
158973664,32513057
158973664,2782310810
158973664,26083832
158973664,17698956
158973664,826309249315725312
158973664,826781050403745792
158973664,12151932
158973664,14260960
158973664,64300328
158973664,35731120
158973664,37067142
158973664,823565852922576896
158973664,822517901294845952
158973664,1679219940
158973664,30920073
158973664,14137772
158973664,3817330693
158973664,42696990
158973664,9866582
158973664,6427882
158973664,24807616
158973664,66561957
158973664,65992743
158973664,149590738
158973664,59949396
158973664,1851554534
158973664,10915042
158973664,19081010
158973664,3091570785
158973664,3100031780
158973664,215035672
158973664,137316420
158973664,768170627425599488
158973664,71165241
158973664,770058211420413952
158973664,2694186445
158973664,1080323401
158973664,747450592562450432
158973664,966540991
158973664,18683897
158973664,17036692
158973664,130310959
158973664,121562670
158973664,3958405758
158973664,790554419058192384
158973664,797823007997722624
158973664,412011503
158973664,16899568
158973664,2898701472
158973664,92367751
158973664,102278356
158973664,555448499
158973664,30614676
158973664,24704505
158973664,3030922321
158973664,483273973
158973664,404895983
158973664,24817772
158973664,793580205487038464
158973664,799382230174834688
158973664,24096463
158973664,1406101688
158973664,16581734
158973664,28440908
158973664,202777395
158973664,31290415
158973664,229638179
158973664,23865382
158973664,848305448
158973664,217546128
158973664,228184292
158973664,65184105
158973664,25460615
158973664,328049243
158973664,16409285
158973664,218167872
158973664,47475039
158973664,2555215856
158973664,31013721
158973664,2558067834
158973664,24881388
158973664,35771819
158973664,1909313238
158973664,1308926868
158973664,1959776952
158973664,755436819362279424
158973664,2842614819
158973664,218325695
158973664,21212087
158973664,3047570107
158973664,491631309
158973664,369586333
158973664,32032000
158973664,337131276
158973664,33334610
158973664,243662948
158973664,124797824
158973664,2311645130
158973664,4538732655
158973664,2219758122
158973664,92727851
158973664,700682730254667776
158973664,830943109
158973664,253791979
158973664,611597719
158973664,937467860
158973664,74287341
158973664,357689527
158973664,708559276596453376
158973664,1237502864
158973664,17954385
158973664,3986833279
158973664,164822273
158973664,137386838
158973664,378259736
158973664,2645340530
158973664,4134807963
158973664,303893207
158973664,62513246
158973664,166739404
158973664,2865404679
158973664,477545769
158973664,17396566
158973664,42368820
158973664,16149262
158973664,28929696
158973664,716348353915686912
158973664,794195777706983424
158973664,794458165987438592
158973664,130251368
158973664,77810367
158973664,532752544
158973664,2649153680
158973664,3230388598
158973664,4820804277
158973664,130496027
158973664,3345651075
158973664,849496663
158973664,21666642
158973664,15066876
158973664,1968931116
158973664,2170226364
158973664,69004966
158973664,16005806
158973664,1693811
158973664,602893393
158973664,524501086
158973664,256573865
158973664,61001779
158973664,443215941
158973664,823957466
158973664,185910976
158973664,36681760
158973664,3320318445
158973664,80096621
158973664,589265038
158973664,332638587
158973664,25917171
158973664,196415460
158973664,948988314
158973664,74820061
158973664,463765807
158973664,212506174
158973664,3039521086
158973664,88842589
158973664,86640232
158973664,47194649
158973664,3220765957
158973664,50348344
158973664,4831754713
158973664,34255829
158973664,382968137
158973664,15515656
158973664,393987775
158973664,759964421443637248
158973664,3184989042
158973664,2709081480
158973664,3179491143
158973664,191728104
158973664,3296002202
158973664,4150108651
158973664,25173368
158973664,115494880
158973664,22511489
158973664,8392632
158973664,2578087086
158973664,2875852013
158973664,3916815913
158973664,2579820236
158973664,623012051
158973664,39413322
158973664,159835144
158973664,574023889
158973664,16901643
158973664,147295417
158973664,16941646
158973664,22677790
158973664,27457788
158973664,7861312
158973664,49413866
158973664,394216985
158973664,779377169327939584
158973664,224161598
158973664,33131538
158973664,19831251
158973664,25073877
158973664,1329922886
158973664,3959153969
158973664,546135718
158973664,381642287
158973664,712578432656359424
158973664,2803191
158973664,24742040
158973664,74286565
158973664,73039079
158973664,19795404
158973664,18958396
158973664,740328285113049088
158973664,752622469144510464
158973664,715153720082882560
158973664,4531194259
158973664,275207082
158973664,1652270612
158973664,137512415
158973664,235700566
158973664,2851146208
158973664,3518864172
