id,they_follow
2502532990,805578672547700736
2502532990,259300679
2502532990,865004396681207808
2502532990,833058783165370368
2502532990,279036722
2502532990,30761484
2502532990,1967275506
2502532990,3223426134
2502532990,17124559
2502532990,3815443175
2502532990,227790723
2502532990,16273985
2502532990,1531251372
2502532990,2592325153
2502532990,891140145537273856
2502532990,538213111
2502532990,37005835
2502532990,765960632504057856
2502532990,47652227
2502532990,304646849
2502532990,112047591
2502532990,120750710
2502532990,284842230
2502532990,81903192
2502532990,834081571493785600
2502532990,2574693304
2502532990,19750159
2502532990,813286
2502532990,604949797
2502532990,156016878
2502532990,16319594
2502532990,822215679726100480
2502532990,818927131883356160
2502532990,20776147
2502532990,825427367908753408
2502532990,1383272101
2502532990,14717197
2502532990,2821080004
2502532990,2861497976
2502532990,917724944
2502532990,759532392956698624
2502532990,758863799289950208
2502532990,1963312058
2502532990,185665438
2502532990,236526490
2502532990,1222229786
2502532990,15446531
2502532990,153444178
2502532990,281877818
2502532990,462894489
2502532990,2712261253
2502532990,1339835893
2502532990,2155397910
2502532990,105677153
2502532990,235270982
2502532990,1925121408
2502532990,22720093
2502532990,18912810
2502532990,273011313
2502532990,76712344
2502532990,294053762
2502532990,3018895297
2502532990,46707081
2502532990,1633103648
2502532990,706583663023136768
2502532990,25073877
2502532990,16833653
2502532990,252672612
2502532990,8496762
2502532990,104261990
2502532990,327577091
2502532990,2724597409
2502532990,2556969253
2502532990,325817678
2502532990,17004139
2502532990,1247055530
2502532990,250469386
2502532990,152862026
2502532990,1531265618
2502532990,20710655
2502532990,26025178
2502532990,28238988
2502532990,556783534
2502532990,845743333
2502532990,583938358
2502532990,372961613
2502532990,148753770
2502532990,1553246118
2502532990,1314147391
2502532990,20997835
2502532990,5849202
2502532990,23961487
2502532990,65827383
2502532990,299196776
2502532990,14229903
2502532990,2192979415
2502532990,21611239
2502532990,10778572
2502532990,189180763
2502532990,1950312690
2502532990,7195902
2502532990,144592995
2502532990,52213011
2502532990,606743871
2502532990,217284148
2502532990,372989008
2502532990,332617373
2502532990,47442368
2502532990,14348157
2502532990,27707080
2502532990,866990660
2502532990,294142004
2502532990,21625713
2502532990,2778225072
2502532990,1653661710
2502532990,891937190
2502532990,3133366225
2502532990,764639702
2502532990,28587787
2502532990,17006157
2502532990,239881246
2502532990,1237720952
2502532990,197792199
2502532990,632006045
2502532990,158414847
2502532990,273757413
2502532990,193403967
2502532990,7912512
2502532990,463765807
2502532990,377578645
2502532990,106829717
2502532990,49554600
2502532990,19114994
2502532990,2385131
2502532990,16017475
2502532990,37012381
2502532990,347516357
2502532990,537406104
2502532990,589198817
2502532990,16139049
2502532990,1410469838
2502532990,20490484
2502532990,61279799
2502532990,2207332064
2502532990,23545095
2502532990,38469445
2502532990,115480346
2502532990,317425222
2502532990,12272322
2502532990,14109167
2502532990,166226535
2502532990,39010299
2502532990,235261861
2502532990,15379361
2502532990,34677653
2502532990,69133574
2502532990,1528924944
2502532990,15659909
2502532990,323385295
2502532990,16244449
2502532990,295344317
2502532990,229638179
2502532990,206456097
2502532990,622930612
2502532990,309289228
2502532990,919861748
2502532990,24080180
2502532990,30233238
2502532990,61083476
2502532990,525776229
2502532990,188692094
2502532990,291518104
2502532990,17157439
2502532990,72373813
2502532990,1452063726
2502532990,890677933
2502532990,452445098
2502532990,54784706
