id,they_follow
14130929,381227783
14130929,3354999513
14130929,611597719
14130929,1098742782
14130929,318466467
14130929,707254393
14130929,41435950
14130929,770716964801085440
14130929,835252426265481216
14130929,194866336
14130929,952941473691037696
14130929,869480982847664128
14130929,357936219
14130929,1092509048
14130929,774385652
14130929,324599106
14130929,786282996223598592
14130929,920240592235515904
14130929,113391981
14130929,27685957
14130929,161563071
14130929,876638407744786432
14130929,923909681332056064
14130929,194203770
14130929,129175727
14130929,810555350944464896
14130929,2544133232
14130929,2270446934
14130929,923638237163327488
14130929,14405993
14130929,703872974
14130929,941944314506211328
14130929,882931680453025792
14130929,18133630
14130929,136947094
14130929,1604969832
14130929,14351134
14130929,942994673634856960
14130929,164669878
14130929,2369309546
14130929,2482391131
14130929,14348027
14130929,16553392
14130929,494140166
14130929,1086588858
14130929,38154151
14130929,20309837
14130929,1317883286
14130929,1237502864
14130929,2440258777
14130929,741368872779943936
14130929,92692300
14130929,19729115
14130929,830154425452920832
14130929,908426392307666944
14130929,2198358416
14130929,17159981
14130929,129653547
14130929,4877949568
14130929,101609102
14130929,1327762574
14130929,209155608
14130929,2844149627
14130929,2784017377
14130929,2314464974
14130929,2973484149
14130929,363823043
14130929,81783051
14130929,48388501
14130929,253791979
14130929,733994123678490624
14130929,253099207
14130929,906163554662969344
14130929,2756312377
14130929,3302148483
14130929,113518908
14130929,488480041
14130929,217015882
14130929,995412536
14130929,39503091
14130929,122448260
14130929,866992990488858624
14130929,393508248
14130929,1702689800
14130929,2865404679
14130929,1966330664
14130929,92651788
14130929,901083853812641792
14130929,22895229
14130929,555040988
14130929,197097700
14130929,254201259
14130929,791550182
14130929,4764943577
14130929,3165965897
14130929,2342619211
14130929,845248364191059968
14130929,86239754
14130929,716265546837307392
14130929,22389244
14130929,1020952663
14130929,2879642556
14130929,722759959516094464
14130929,801888733
14130929,2958838279
14130929,860158302
14130929,3087186479
14130929,24592340
14130929,537028278
14130929,14335498
14130929,3230388598
14130929,1517035471
14130929,1679260675
14130929,77953507
14130929,1969241858
14130929,2364521192
14130929,25058787
14130929,858693899447136256
14130929,25235365
14130929,2855672764
14130929,187119405
14130929,40001204
14130929,14213713
14130929,706805947260399616
14130929,350746861
14130929,850279265060958208
14130929,781904967808454656
14130929,6490642
14130929,145749531
14130929,274099629
14130929,426702055
14130929,3148979151
14130929,127567019
14130929,8458762
14130929,2283370375
14130929,217771939
14130929,3363802942
14130929,44165283
14130929,756149882918998016
14130929,1527117008
14130929,148016274
14130929,380403345
14130929,851190308
14130929,19826509
14130929,1049644164
14130929,513067324
14130929,1201062650
14130929,22898537
14130929,3012686680
14130929,2981958078
14130929,719566680
14130929,35338431
14130929,335564286
14130929,254505959
14130929,396746547
14130929,3382332087
14130929,54734919
14130929,123665450
14130929,14120215
14130929,258829221
14130929,2602970214
14130929,1186648442
14130929,2364949140
14130929,17773446
14130929,2382398094
14130929,3011904585
14130929,3368921170
14130929,56341402
14130929,207665523
14130929,95895122
14130929,204510580
14130929,5849202
14130929,366575043
14130929,77990334
14130929,505940550
14130929,172533603
14130929,474220427
14130929,3222746642
14130929,840612089626468352
14130929,1122713568
14130929,18691746
14130929,1110930367
14130929,43878033
14130929,835846419433074688
14130929,491631309
14130929,728795492793061376
14130929,269827347
14130929,21828411
14130929,998792310
14130929,558488277
14130929,83548646
14130929,716576919328841728
14130929,360429954
14130929,837035725463879680
14130929,41582030
14130929,17894093
14130929,202529421
14130929,751644712570847232
14130929,41792698
14130929,1696908114
14130929,16623343
14130929,224671891
14130929,3091349915
14130929,404154254
14130929,24301442
14130929,2870953361
14130929,528070761
14130929,3804662141
14130929,205838503
14130929,1428659995
14130929,2744012874
14130929,1657095397
14130929,770490229769789440
14130929,364755398
14130929,203307838
14130929,17493590
14130929,84048834
14130929,823804460845727744
14130929,215686339
14130929,50430521
14130929,822517901294845952
14130929,365896043
14130929,24500377
14130929,2611871510
14130929,781732100399624192
14130929,1353949926
14130929,4631863647
14130929,492249976
14130929,64645233
14130929,725692856854302720
14130929,17057271
14130929,80263536
14130929,37314297
14130929,14906265
14130929,623019847
14130929,804385907641978880
14130929,712718404839464960
14130929,732067685568143360
14130929,4172817117
14130929,3909197654
14130929,2931914597
14130929,16841386
14130929,110465562
14130929,762919961341861888
14130929,755888427413958656
14130929,2724597409
14130929,1647906314
14130929,284553
14130929,16130960
14130929,127950764
14130929,3052278951
14130929,15008596
14130929,3079929572
14130929,987781
14130929,735825115724812288
14130929,2877269376
14130929,736221501209202688
14130929,789704730964529152
14130929,1147751
14130929,323185275
14130929,21292404
14130929,4159768852
14130929,3315264912
14130929,1083731401
14130929,220139885
14130929,13215962
14130929,33857735
14130929,785138112762613760
14130929,2248389990
14130929,477055674
14130929,2814398556
14130929,21242028
