twit_id,they_follow
75201691,352650591
75201691,143856004
75201691,1431348835
75201691,28456376
75201691,419547939
75201691,1422889916
75201691,606706615
75201691,785869882151886848
75201691,128275616
75201691,3460109487
75201691,892443958898335744
75201691,821105693948264448
75201691,274590281
75201691,2724597409
75201691,597868047
75201691,263807286
75201691,2906781669
75201691,2875852013
75201691,3916815913
75201691,2578087086
75201691,36439939
75201691,408898946
75201691,72876834
75201691,870729529249198080
75201691,55962938
75201691,903132876
75201691,3428566011
75201691,727404850288431104
75201691,320785233
75201691,48669436
75201691,942672962
75201691,1442651749
75201691,996020192
75201691,2484410629
75201691,1853081186
75201691,3381806721
75201691,4595258116
75201691,2419544616
75201691,3375432261
75201691,92626603
75201691,2505271093
75201691,405033226
75201691,2613859267
75201691,523613168
75201691,937467860
75201691,140011683
75201691,2175101088
75201691,15846407
75201691,58545637
75201691,83330531
75201691,1444834586
75201691,627557831
75201691,829436340
75201691,937499232
75201691,908635603
75201691,2338824692
75201691,821654937851613184
75201691,757999828165074944
75201691,342250615
75201691,2540514931
75201691,529438517
75201691,77990334
75201691,235261861
75201691,80422885
75201691,1183041
75201691,776198324747575296
75201691,14174897
75201691,20167623
75201691,144592995
75201691,174610617
75201691,104241306
75201691,743742349864427520
75201691,740935048283758592
75201691,36634959
75201691,2733876326
75201691,15343110
75201691,2251623492
75201691,43377019
75201691,2460368252
75201691,245654697
75201691,902575424
75201691,119802483
75201691,1071427338
75201691,4767666929
75201691,1653171638
75201691,3015751613
75201691,15416816
75201691,1356861042
75201691,807095
75201691,161801527
75201691,829049112108613632
75201691,26205565
75201691,237845487
75201691,197662233
75201691,1243709419
75201691,824646438441283584
75201691,3189001238
75201691,8392632
75201691,805077004005625856
75201691,62513246
75201691,824473943931293696
75201691,823660758886137856
75201691,2780016572
75201691,733401512399888384
75201691,793119908267642880
75201691,17387342
75201691,377231833
75201691,748226902930919424
75201691,793447254942216192
75201691,292832796
75201691,2841196643
75201691,943671008
75201691,4227988274
75201691,80259204
75201691,1872352194
75201691,2773115498
75201691,69133574
75201691,2499047479
75201691,2360484484
75201691,122166395
75201691,406051021
75201691,88273299
75201691,54549239
75201691,1622355787
75201691,2698074876
75201691,2789457827
75201691,2760015084
75201691,4540682600
75201691,370409954
75201691,1477833530
75201691,195552864
75201691,88514785
75201691,962997733
75201691,637087464
75201691,234947344
75201691,779416353019203584
75201691,3305807792
75201691,576559636
75201691,2379807103
75201691,932805374
75201691,379357736
75201691,2424151074
75201691,802185525914374144
75201691,2775539495
75201691,921452408
75201691,105189678
75201691,225799229
75201691,325719227
75201691,1218100328
75201691,320376718
75201691,1863811460
75201691,3198637423
75201691,288971217
75201691,1608529771
75201691,60739220
75201691,1109217488
75201691,474775032
75201691,411032334
75201691,758039646454636544
75201691,291655838
75201691,4820804277
75201691,2573466488
75201691,216939636
75201691,26861998
75201691,7739722
75201691,1731561564
75201691,971948592
75201691,2411233244
75201691,100086432
75201691,20221367
75201691,386393078
75201691,2851146208
75201691,2596589880
75201691,188742435
75201691,243796758
75201691,2826471438
75201691,1127676926
75201691,202573676
75201691,14700258
75201691,168286576
75201691,498542680
75201691,276643081
75201691,336252017
75201691,903368942
75201691,3076649353
75201691,4637899658
75201691,4625687418
75201691,4655875946
75201691,17573212
75201691,232872663
75201691,4057350831
75201691,4597092982
75201691,619455846
75201691,405674870
75201691,73474986
75201691,354304332
75201691,2799570535
75201691,1037695123
75201691,560298221
75201691,16866617
75201691,138263574
75201691,3182059190
75201691,95969682
75201691,2912633314
75201691,947321780
75201691,318084384
75201691,876400777
75201691,2917322253
75201691,65467957
75201691,338240032
75201691,2833731503
75201691,32302688
75201691,97999837
75201691,47336791
75201691,2734923320
75201691,1072269104
75201691,260886966
75201691,59603956
75201691,15379361
75201691,2154027642
75201691,868148143
75201691,587515767
75201691,2466603781
