id,they_follow
887114914346749952,15759771
887114914346749952,469845522
887114914346749952,15715669
887114914346749952,3296441825
887114914346749952,41281327
887114914346749952,76993267
887114914346749952,15677252
887114914346749952,737815567860563968
887114914346749952,16564503
887114914346749952,39352567
887114914346749952,24626710
887114914346749952,233615755
887114914346749952,11442522
887114914346749952,398108576
887114914346749952,2821648091
887114914346749952,875560238
887114914346749952,336344015
887114914346749952,32823730
887114914346749952,10687372
887114914346749952,756451615264022528
887114914346749952,21443076
887114914346749952,115432090
887114914346749952,194720625
887114914346749952,792156104365146112
887114914346749952,396348963
887114914346749952,23715648
887114914346749952,826208365390995456
887114914346749952,18663584
887114914346749952,355983472
887114914346749952,15714309
887114914346749952,2209208726
887114914346749952,2196201139
887114914346749952,16265742
887114914346749952,241983890
887114914346749952,804807863101165568
887114914346749952,214112621
887114914346749952,56670898
887114914346749952,821387503655591936
887114914346749952,1194947442
887114914346749952,55394190
887114914346749952,881636389552631808
887114914346749952,17547736
887114914346749952,1360815800
887114914346749952,29995782
887114914346749952,519072324
887114914346749952,16790565
887114914346749952,35511525
887114914346749952,61860287
887114914346749952,809576604838019072
887114914346749952,2187927635
887114914346749952,775423156416835584
887114914346749952,244173108
887114914346749952,2395094076
887114914346749952,2219800785
887114914346749952,80956994
887114914346749952,772664094
887114914346749952,53561213
887114914346749952,730148430681493504
887114914346749952,3154431564
887114914346749952,2707258543
887114914346749952,3302596910
887114914346749952,825235706872094720
887114914346749952,121804168
887114914346749952,501019669
887114914346749952,829221838869889024
887114914346749952,376979970
887114914346749952,245608090
887114914346749952,24924097
887114914346749952,567591542
887114914346749952,828435488474161152
887114914346749952,2323309231
887114914346749952,774970578293882880
887114914346749952,67168164
887114914346749952,2153415873
887114914346749952,1045136112
887114914346749952,2733571139
887114914346749952,821115085234049024
887114914346749952,896861683926286336
887114914346749952,2655003332
887114914346749952,294955225
887114914346749952,2832307864
887114914346749952,21299684
887114914346749952,87716836
887114914346749952,736668978
887114914346749952,877141418011176960
887114914346749952,136082507
887114914346749952,17135953
887114914346749952,1699873531
887114914346749952,707959452750761984
887114914346749952,700892704314490880
887114914346749952,882325461702934528
887114914346749952,20693709
887114914346749952,150942035
887114914346749952,232330159
887114914346749952,1353400434
887114914346749952,1149962432
887114914346749952,601526077
887114914346749952,169882699
887114914346749952,837798802694242304
887114914346749952,28784705
887114914346749952,829139177857961984
887114914346749952,421151092
887114914346749952,1137399061
887114914346749952,441812824
887114914346749952,821420676766662656
887114914346749952,855496074823438336
887114914346749952,322004516
887114914346749952,805433713890824192
887114914346749952,2995308561
887114914346749952,57937913
887114914346749952,75434902
887114914346749952,241955334
887114914346749952,893491047418007552
887114914346749952,830408818853048320
887114914346749952,894975149883219968
887114914346749952,870848395
887114914346749952,819384123114459136
887114914346749952,2999814407
887114914346749952,3417868756
887114914346749952,732763084217942016
887114914346749952,878747000
887114914346749952,1167735445
887114914346749952,15458694
887114914346749952,248900032
887114914346749952,15303059
887114914346749952,920141792
887114914346749952,49525759
887114914346749952,4760751432
887114914346749952,860174698621087744
887114914346749952,44985803
887114914346749952,212819769
887114914346749952,3082161951
887114914346749952,1094005104
887114914346749952,375387441
887114914346749952,755553640560021504
887114914346749952,2345735702
887114914346749952,3106728217
887114914346749952,2827266097
887114914346749952,859085689404751872
887114914346749952,875849463235051520
887114914346749952,775034466536452096
887114914346749952,124318671
887114914346749952,47747074
887114914346749952,47276713
887114914346749952,828032328970694656
887114914346749952,2810157396
887114914346749952,519536557
887114914346749952,844448110789177344
887114914346749952,3037232182
887114914346749952,2566535282
887114914346749952,16076032
887114914346749952,770482260273426432
887114914346749952,3995778614
887114914346749952,910291982035050496
887114914346749952,3367254729
887114914346749952,130548917
887114914346749952,18986746
887114914346749952,96140805
887114914346749952,3246035011
887114914346749952,2354364948
887114914346749952,597914978
887114914346749952,2209233647
887114914346749952,1374237566
887114914346749952,1463119056
887114914346749952,411667760
887114914346749952,2824475706
887114914346749952,1380855373
887114914346749952,226033749
887114914346749952,820392776328155136
887114914346749952,1529401807
887114914346749952,228210383
887114914346749952,805649497418186752
887114914346749952,732078408
887114914346749952,2896094106
887114914346749952,750221359054139392
887114914346749952,1452174708
887114914346749952,614422977
887114914346749952,82775929
887114914346749952,4854866224
887114914346749952,614033538
887114914346749952,338698673
887114914346749952,707319745540788224
887114914346749952,3222189825
887114914346749952,2332161486
887114914346749952,828003776355147776
887114914346749952,36540210
887114914346749952,32425440
887114914346749952,237435622
887114914346749952,107111971
887114914346749952,1471196005
887114914346749952,206967988
887114914346749952,50459886
887114914346749952,27308426
887114914346749952,363041417
887114914346749952,896769064466501632
887114914346749952,1384750256
887114914346749952,790619220
887114914346749952,143305649
887114914346749952,368730621
887114914346749952,706831752095010816
887114914346749952,753862173475082240
887114914346749952,828255766905815040
887114914346749952,820477738784006144
887114914346749952,360591838
887114914346749952,823693230776545280
887114914346749952,705435343
887114914346749952,3035160800
887114914346749952,80587448
887114914346749952,16907355
887114914346749952,28649405
887114914346749952,713365547837042688
887114914346749952,2744698659
887114914346749952,186598783
887114914346749952,2855855786
887114914346749952,10947472
887114914346749952,911779284276129792
887114914346749952,870191198237073408
887114914346749952,201887771
887114914346749952,297127182
887114914346749952,822657821170868224
887114914346749952,2700946206
887114914346749952,35368042
887114914346749952,1404874502
887114914346749952,877367191594647552
887114914346749952,263172459
887114914346749952,818655995618594816
887114914346749952,1023287209
887114914346749952,36846904
887114914346749952,889585550717538304
887114914346749952,705613169872478208
887114914346749952,587536673
887114914346749952,292083207
887114914346749952,2998864022
887114914346749952,4429709805
887114914346749952,371938055
887114914346749952,61734492
887114914346749952,20452568
887114914346749952,822571546963275776
887114914346749952,2736215883
887114914346749952,798703395343208448
887114914346749952,40927173
887114914346749952,1612067526
887114914346749952,34049155
887114914346749952,892386096
887114914346749952,39008044
887114914346749952,13557972
887114914346749952,30292065
887114914346749952,23995748
887114914346749952,781534268
887114914346749952,44988185
887114914346749952,80361644
887114914346749952,838764299816480768
887114914346749952,80366372
887114914346749952,844798330014089216
887114914346749952,42389136
887114914346749952,10886522
887114914346749952,2887026221
887114914346749952,36743910
887114914346749952,2871273557
887114914346749952,15224867
887114914346749952,850765289641963520
887114914346749952,55334133
