id,they_follow
26849137,1387236240
26849137,625070495
26849137,737470720616194048
26849137,2849296008
26849137,2197365898
26849137,955233678002565120
26849137,2342827380
26849137,267256091
26849137,33842146
26849137,331521853
26849137,935332760
26849137,1385861262
26849137,110197748
26849137,216979622
26849137,865298769432150016
26849137,841087200578035712
26849137,453693457
26849137,2803534123
26849137,758642674035335168
26849137,291531619
26849137,975918325
26849137,1715370056
26849137,2872961599
26849137,1517035471
26849137,1360995314
26849137,2838660936
26849137,714183260
26849137,3001513096
26849137,620761847
26849137,14334354
26849137,128275616
26849137,3378627922
26849137,69133574
26849137,582813575
26849137,61508887
26849137,222234018
26849137,41798844
26849137,776402106
26849137,1480385228
26849137,800447204020219904
26849137,147886345
26849137,27599519
26849137,916171872579985408
26849137,9308212
26849137,890727446
26849137,1823987821
26849137,914138757225426944
26849137,3020603897
26849137,1363772713
26849137,937276627
26849137,2717108869
26849137,716739096
26849137,861964141531193344
26849137,3384556264
26849137,4200716788
26849137,3277172304
26849137,283185031
26849137,140052621
26849137,253454939
26849137,3165124495
26849137,1961356742
26849137,3195926298
26849137,796161502281494528
26849137,74857715
26849137,432007099
26849137,3186709046
26849137,50996858
26849137,3883327000
26849137,609715457
26849137,2797431115
26849137,2161027910
26849137,2827691202
26849137,2381222532
26849137,3249274501
26849137,80218880
26849137,539868164
26849137,795407106216050688
26849137,4912784428
26849137,359207891
26849137,901622635
26849137,501436692
26849137,50219768
26849137,3192827780
26849137,820847294073303040
26849137,793778651997343744
26849137,28490374
26849137,2777759029
26849137,1326807084
26849137,769188695312330752
26849137,954042103
26849137,485195397
26849137,555202395
26849137,2944953687
26849137,355036400
26849137,3025427917
26849137,741368872779943936
26849137,92463836
26849137,50651221
26849137,14118591
26849137,260039771
26849137,162894561
26849137,3304913886
26849137,2262952574
26849137,4089078076
26849137,363624675
26849137,876295054930853888
26849137,775605052518039552
26849137,786036810921021440
26849137,872834461834063872
26849137,2562541716
26849137,3145927069
26849137,702031579
26849137,3105990173
26849137,3014066924
26849137,1105862568
26849137,272054444
26849137,2910350817
26849137,390674108
26849137,2884060510
26849137,2901995989
26849137,2724597409
26849137,2688531696
26849137,3352128989
26849137,17535273
26849137,248640997
26849137,766492651
26849137,751061442334523392
26849137,350176350
26849137,3421236911
26849137,2990187670
26849137,2433052783
26849137,756492602954747904
26849137,2316290256
26849137,2993647767
26849137,2586522110
26849137,2547103544
26849137,4420446134
26849137,2640242604
26849137,3186708944
26849137,2999294063
26849137,4927925879
26849137,2306896992
26849137,705762604669669376
26849137,738762456487591936
26849137,3315693572
26849137,831726136551841792
26849137,776833037745197056
26849137,531815323
26849137,709163559540953088
26849137,350509998
26849137,3537346763
26849137,2671474818
26849137,810000032971661312
26849137,146356800
26849137,76506552
26849137,599927279
26849137,755129568579706880
26849137,3517370548
26849137,61214134
26849137,257617636
26849137,708027887375523840
26849137,267307388
26849137,769428806
26849137,809723183725158400
26849137,2305188457
26849137,820926641841074176
26849137,746107609741131776
26849137,715915344733310976
26849137,806876877541416960
26849137,27983273
26849137,708758235306713088
26849137,636586551
26849137,14819353
26849137,4856228650
26849137,761121644882464768
26849137,745789230702428160
26849137,2989662502
26849137,2722594750
26849137,545535923
26849137,110311651
26849137,581798418
26849137,2819349283
26849137,1097127420
26849137,33343245
26849137,272802770
26849137,306432100
26849137,4546792821
26849137,757902592492142592
26849137,2766685192
26849137,240587687
26849137,338007458
26849137,21480471
26849137,2317095283
26849137,1438344601
26849137,2828796622
26849137,20104283
26849137,704933158064693248
26849137,704898212440760320
26849137,1730982649
26849137,1029667602
26849137,277341272
26849137,4494517461
26849137,709767126530265088
26849137,3782794216
26849137,710760109232631808
26849137,344774595
26849137,4023561796
26849137,708266384111833088
26849137,2276004343
26849137,617004678
26849137,708020319764750336
26849137,1859813586
26849137,2354597778
26849137,2310797532
26849137,702945893398487040
26849137,581012668
26849137,1431760015
26849137,268379363
26849137,1113439933
26849137,1549185673
26849137,218649355
26849137,1503065166
26849137,1448709577
26849137,345642306
26849137,18930015
26849137,551486488
26849137,2442015493
26849137,2221323534
26849137,312814447
26849137,4832677780
26849137,1095737389
26849137,10238542
26849137,1443654878
26849137,294860935
26849137,946600818
26849137,246357703
26849137,20458261
26849137,884211264
26849137,1280984599
26849137,2179637041
26849137,2405135556
26849137,141729637
26849137,2164851697
26849137,2370520896
26849137,300866470
26849137,1918882958
26849137,2188294226
26849137,26376460
26849137,19536668
26849137,523153376
26849137,2295673790
26849137,611278121
26849137,1120186334
26849137,636216638
26849137,90157348
26849137,2434283855
26849137,130839645
26849137,49806445
26849137,38639869
26849137,478081722
26849137,1961106890
26849137,31686241
26849137,3415238549
26849137,974182200
26849137,2510959528
26849137,819659570
26849137,4398079892
26849137,1671505327
26849137,567239715
26849137,262853831
26849137,2574559213
26849137,2307583382
26849137,63951334
26849137,518524238
26849137,3074946044
26849137,3435749620
26849137,3385459665
26849137,3445003276
26849137,1725499104
26849137,2924201730
26849137,2467978838
26849137,3956671218
26849137,2895818884
26849137,2338771688
26849137,95965951
26849137,2411246959
26849137,2292963973
26849137,16958657
26849137,3882015555
26849137,578847740
26849137,399005533
26849137,2464725050
26849137,4028846059
26849137,56791988
26849137,2603153887
26849137,2740817077
26849137,3306462303
26849137,2269174524
26849137,245869990
26849137,353598511
26849137,704814349
26849137,2194002337
26849137,19190302
26849137,20516504
26849137,191489202
26849137,413168271
26849137,1409627700
26849137,260043698
26849137,23638627
26849137,2851647028
26849137,24926786
26849137,3014974689
26849137,1020395028
26849137,409744610
26849137,3044788503
26849137,3531648501
26849137,105285959
26849137,2650537656
26849137,2960609109
26849137,3436661579
26849137,318378850
26849137,2957720023
26849137,3301860092
26849137,3015225784
26849137,2478729888
26849137,3063808059
26849137,42083430
26849137,256890208
26849137,2214865849
26849137,89078673
26849137,3366609015
26849137,115301272
26849137,1349176500
26849137,2868581725
26849137,72087250
26849137,16525482
26849137,74386780
26849137,1472835720
26849137,3291134115
26849137,464859542
26849137,330372696
26849137,2844030249
26849137,2999815327
26849137,2568732936
26849137,25246979
26849137,3224605346
26849137,915357337
26849137,1738524913
26849137,3101015701
26849137,2737465695
26849137,1372497216
26849137,2874880238
26849137,805810843
26849137,102087933
26849137,1653015558
26849137,933982782
26849137,453701526
26849137,404624392
26849137,78125416
26849137,2826556069
26849137,2882277423
26849137,900970848
